,amount,meal,name,notes,unit
340,1/3 cup (40g),Creamy Prawn Risotto (Shrimp),grated parmesan,,
341,1 – 2 tbsp (15 – 30g)  ,Creamy Prawn Risotto (Shrimp),Extra Butter,,
342,,Creamy Prawn Risotto (Shrimp),Grated parmesan,,
343,,Creamy Prawn Risotto (Shrimp),Finely chopped parsley,(optional),
344,8 oz / 250g ,Creamy Garlic Prawn Pasta,fettuccine,or other long strand pasta of choice,
345,30 g / 2 tbsp ,Creamy Garlic Prawn Pasta,butter,separated,
346,300 g / 10 oz ,Creamy Garlic Prawn Pasta,"small peeled prawns / shrimp, raw",(Note 1),
347,3,Creamy Garlic Prawn Pasta,garlic cloves,minced,
348,1/4 cup / 65 ml,Creamy Garlic Prawn Pasta,dry white wine,(Note 2 for sub),
349,1 cup / 250 ml ,Creamy Garlic Prawn Pasta,heavy / thickened cream,(Note 3),
350,1/2 cup / 125 ml,Creamy Garlic Prawn Pasta,chicken broth,"(or fish or vegetable broth), preferably low sodium",
351,3/4 cup / 50 g ,Creamy Garlic Prawn Pasta,finely grated parmesan cheese (1.5 oz),(freshly grated) (Note 4),
352,2,Creamy Garlic Prawn Pasta,finely chopped parsley,,tbsp
353,,Creamy Garlic Prawn Pasta,Black pepper,,
354,,Creamy Garlic Prawn Pasta,Parmesan,for serving,
355,10,Homemade Frozen Pizzas (Quick 'n Easy),"Greek pita bread (thick round flatbreads, 25cm / 10"" diameter) (Note 1)",,
356,250 g / 8 oz ,Homemade Frozen Pizzas (Quick 'n Easy),salami sliced,chopped,
357,3/4 cup / 100 g ,Homemade Frozen Pizzas (Quick 'n Easy),sliced black olives,drained,
358,1,Homemade Frozen Pizzas (Quick 'n Easy),large green capsicum / bell pepper,sliced,
359,1,Homemade Frozen Pizzas (Quick 'n Easy),large red onion,chopped,
360,15,Homemade Frozen Pizzas (Quick 'n Easy),medium mushrooms,sliced (~golf ball size),
361,400 g / 14 oz / 4 cups ,Homemade Frozen Pizzas (Quick 'n Easy),shredded mozzarella cheese,,
362,300 - 350 g / 10 - 12 oz / 3.5 cups ,Homemade Frozen Pizzas (Quick 'n Easy),shredded Monterey Jack,"Tasty, Cheddar or other melting cheese of choice, or more mozzarella (Note 2)",
363,1/4 cup / 65 ml,Homemade Frozen Pizzas (Quick 'n Easy),extra virgin olive oil,,
364,3,Homemade Frozen Pizzas (Quick 'n Easy),garlic cloves,minced,
365,800 g / 28 oz ,Homemade Frozen Pizzas (Quick 'n Easy),crushed canned tomato,,
366,2,Homemade Frozen Pizzas (Quick 'n Easy),tomato paste,,tbsp
367,1/2 cup / 125 ml,Homemade Frozen Pizzas (Quick 'n Easy),water,,
368,1,Homemade Frozen Pizzas (Quick 'n Easy),dried oregano,,tsp
369,1,Homemade Frozen Pizzas (Quick 'n Easy),dried thyme,,tsp
370,1,Homemade Frozen Pizzas (Quick 'n Easy),red chilli flakes,(adjust to taste),tsp
371,3/4,Homemade Frozen Pizzas (Quick 'n Easy),salt,,tsp
372,1/2,Homemade Frozen Pizzas (Quick 'n Easy),black pepper,,tsp
373,5,Spicy Italian Chicken Casserole,"chicken thighs , skin on, bone in (about 200g / 7 oz each) (Note 1 for breast)",,
374,,Spicy Italian Chicken Casserole,Salt and pepper,,
375,2,Spicy Italian Chicken Casserole,olive oil,,tsp
376,2,Spicy Italian Chicken Casserole,garlic cloves,minced,
377,1,Spicy Italian Chicken Casserole,medium onion,finely chopped,
378,1,Spicy Italian Chicken Casserole,EACH red and green capsicum / bell pepper,sliced,
379,½ cup / 125 ml,Spicy Italian Chicken Casserole,"white or red wine (any is fine, I use dry white) (Note 2 for subs)",,
380,800 g / 28 oz ,Spicy Italian Chicken Casserole,can crushed tomato,,
381,¾ cup / 185 ml,Spicy Italian Chicken Casserole,water,swilled in empty tomato can,
382,1,Spicy Italian Chicken Casserole,red pepper flakes,"(chilli flakes), adjust to taste",tsp
383,3/4,Spicy Italian Chicken Casserole,black olives,pitted (or 1/3 cup sliced),cup
384,2,Spicy Italian Chicken Casserole,baby capers,,tbsp
385,,Spicy Italian Chicken Casserole,Salt and pepper to taste,,
386,¼,Spicy Italian Chicken Casserole,finely chopped parsley,,cup
387,500 g/1lb ,Baked Chicken Meatballs and Spaghetti,chicken mince,"(ground chicken), or turkey or pork (Note 1)",
388,1/4,Baked Chicken Meatballs and Spaghetti,small white onion,grated into the bowl,
389,1/2,Baked Chicken Meatballs and Spaghetti,panko breadcrumbs,,cup
390,1/3,Baked Chicken Meatballs and Spaghetti,grated parmesan,,cup
391,1,Baked Chicken Meatballs and Spaghetti,large garlic clove,minced,
392,1/4,Baked Chicken Meatballs and Spaghetti,finely chopped parsley,(or 2 tsp dried parsley or basil),cup
393,1,Baked Chicken Meatballs and Spaghetti,egg,,
394,1/4,Baked Chicken Meatballs and Spaghetti,salt,,tsp
395,1/2,Baked Chicken Meatballs and Spaghetti,pepper,,tsp
396,,Baked Chicken Meatballs and Spaghetti,Olive oil spray,(or olive oil),
397,1,Baked Chicken Meatballs and Spaghetti,olive oil,,tbsp
398,1,Baked Chicken Meatballs and Spaghetti,garlic clove,finely chopped,
399,3/4,Baked Chicken Meatballs and Spaghetti,"small onion , finely chopped",,
400,800 g / 28 oz ,Baked Chicken Meatballs and Spaghetti,crushed tomato,,
401,1 cup / 250 ml,Baked Chicken Meatballs and Spaghetti,water,(swirl in tomato can to clean out),
402,,Baked Chicken Meatballs and Spaghetti,Handful basil leaves,"torn, or 1 tsp dried herbs (e.g. Italian mix, oregano, thyme, basil)",
403,250 g/ 1/2 lb ,Baked Chicken Meatballs and Spaghetti,spaghetti or other long strand pasta of choice,cooked per packet,
404,,Baked Chicken Meatballs and Spaghetti,Fresh basil,optional,
405,,Baked Chicken Meatballs and Spaghetti,Parmesan cheese,,
406,1,Spinach and Ricotta Cannelloni,olive oil,,tbsp
407,1,Spinach and Ricotta Cannelloni,garlic clove,finely chopped,
408,1,Spinach and Ricotta Cannelloni,small onion,finely chopped,
409,800 g / 28 oz ,Spinach and Ricotta Cannelloni,crushed tomato,,
410,1,Spinach and Ricotta Cannelloni,water,(swirl in tomato can to clean out),cup
411,3/4,Spinach and Ricotta Cannelloni,salt,+ pepper to taste,tsp
412,,Spinach and Ricotta Cannelloni,Handful basil leaves,"torn, or 1 tsp dried herbs (e.g. Italian mix, oregano, thyme, basil)",
413,250 g / 8 oz ,Spinach and Ricotta Cannelloni,frozen chopped spinach,thawed (Note 1),
414,500 g / 1 lb ,Spinach and Ricotta Cannelloni,ricotta,full fat please (Note 2),
415,1/3,Spinach and Ricotta Cannelloni,grated parmesan,,cup
416,1,Spinach and Ricotta Cannelloni,shredded cheese,"(Mozzarella, Colby, Cheddar, Tasty, Gruyere, Swiss)",cup
417,1,Spinach and Ricotta Cannelloni,egg,,
418,1,Spinach and Ricotta Cannelloni,large garlic clove,minced,
419,,Spinach and Ricotta Cannelloni,Grated fresh nutmeg (just a sprinkling) or 1/8 tsp nutmeg powder (optional),,
420,1/2,Spinach and Ricotta Cannelloni,salt and pepper,each,tsp
421,18 – 22,Spinach and Ricotta Cannelloni,dried cannelloni tubes,(Note 3),
422,1 – 1 1/2,Spinach and Ricotta Cannelloni,shredded Mozzarella,,cups
423,,Spinach and Ricotta Cannelloni,More basil,for garnish (optional),
424,250 g / 0.5 lb ,Sausage Pasta,spiral pasta,(Note 1),
425,500 g / 1 lb ,Sausage Pasta,good Italian sausages,or other quality sausages of choice,
426,1,Sausage Pasta,olive oil,,tbsp
427,1,Sausage Pasta,small onion,finely chopped,
428,2,Sausage Pasta,garlic cloves,minced,
429,800 g / 28 oz ,Sausage Pasta,crushed tomato,(or tomato passata),
430,1,Sausage Pasta,chilli flakes / red pepper flakes,(adjust to taste),tsp
431,,Sausage Pasta,Salt and pepper,,
432,1 - 2,Sausage Pasta,big handfuls baby spinach,(optional),
433,,Sausage Pasta,Basil leaves,finely sliced,
434,,Sausage Pasta,Parmesan,,
435,5,Osso Buco,thick veal osso bucco,"(300 g / 10 oz each, 2.5cm / 1” thick) (or beef, Note 1)",
436,,Osso Buco,Salt and pepper,,
437,,Osso Buco,Kitchen string,(optional),
438,2,Osso Buco,olive oil,,tbsp
439,1,Osso Buco,small onion,finely chopped,
440,3,Osso Buco,garlic cloves,minced,
441,1,Osso Buco,small carrot,finely chopped,
442,1,Osso Buco,celery stick,finely chopped,
443,800 g / 28 oz ,Osso Buco,can crushed tomato,,
444,1 cup / 250 ml,Osso Buco,dry white wine,"(not sweet, not fruity), or chicken broth",
445,1 cup / 250 ml,Osso Buco,chicken broth,,
446,1,Osso Buco,chicken bouillon cube,"(optional, or use beef)",
447,2,Osso Buco,tomato paste,,tbsp
448,3,Osso Buco,sprigs thyme or 1 ½ tsp dried thyme,,
449,2,Osso Buco,bay leaves,,
450,1,Osso Buco,"parsley leaves (flat or curly), lightly packed",,cup
451,2,Osso Buco,– 3 tsp lemon zest,finely grated,
452,1,Osso Buco,garlic clove,minced,
453,,Osso Buco,Risotto Milanese,"(saffron risotto, recipe in notes), mashed potato or pasta",
454,1.2kg  / 2.5 lb,Slow Cooked Shredded Beef Ragu Pasta,chuck beef ,"or other slow cooking beef cut, cut into equal 4 pieces (Note 1)",
455,1,Slow Cooked Shredded Beef Ragu Pasta,salt,,tbsp
456,,Slow Cooked Shredded Beef Ragu Pasta,Black pepper,,
457,3,Slow Cooked Shredded Beef Ragu Pasta,olive oil,separated,tbsp
458,3,Slow Cooked Shredded Beef Ragu Pasta,garlic,minced,cloves
459,1,Slow Cooked Shredded Beef Ragu Pasta,onion,diced,
460,1,Slow Cooked Shredded Beef Ragu Pasta,carrots,diced (Note 2),cup
461,1,Slow Cooked Shredded Beef Ragu Pasta,celery,diced (Note 2),cup
462,800g / 28oz,Slow Cooked Shredded Beef Ragu Pasta,crushed canned tomatoes,,
463,3,Slow Cooked Shredded Beef Ragu Pasta,tomato paste,,tbsp
464,2,Slow Cooked Shredded Beef Ragu Pasta,beef bouillon cubes,crumbled (Note 3),
465,1 cup / 250ml,Slow Cooked Shredded Beef Ragu Pasta,red wine,"full bodied  (like merlot, cabernet sauvignon), or sub with beef broth/stock",
466,1 1/2 cups / 375 ml,Slow Cooked Shredded Beef Ragu Pasta,water,(Note 3),
467,3/4,Slow Cooked Shredded Beef Ragu Pasta,dried thyme,or 3 sprigs fresh thyme,tsp
468,3,Slow Cooked Shredded Beef Ragu Pasta,dried bay leaves,,
469,1 lb /500g ,Slow Cooked Shredded Beef Ragu Pasta,dried pappardelle,or other pasta of choice (Note 4),
470,,Slow Cooked Shredded Beef Ragu Pasta,Freshly grated parmesan cheese or parmigiano reggiano,,
471,,Slow Cooked Shredded Beef Ragu Pasta,Fresh parsley,finely chopped (optional),
472,300 g /10oz,Easy Pumpkin Gnocchi with Sage Butter Sauce,fresh pumpkin,steamed or boiled then mashed or 2/3 cup canned pumpkin puree,
473,1/2,Easy Pumpkin Gnocchi with Sage Butter Sauce,ricotta,full fat (Note 2),cup
474,1 1/4,Easy Pumpkin Gnocchi with Sage Butter Sauce,plain flour,"(all purpose flour), plus more for dusting",cup
475,1/3,Easy Pumpkin Gnocchi with Sage Butter Sauce,parmesan cheese,finely grated,cup
476,1,Easy Pumpkin Gnocchi with Sage Butter Sauce,egg,,
477,1/4,Easy Pumpkin Gnocchi with Sage Butter Sauce,salt,,tsp
478,,Easy Pumpkin Gnocchi with Sage Butter Sauce,Black pepper,,
479,1,Easy Pumpkin Gnocchi with Sage Butter Sauce,olive oil,,tsp
480,50g / 3.5 tbsp,Easy Pumpkin Gnocchi with Sage Butter Sauce,butter,(Note 3),
481,20,Easy Pumpkin Gnocchi with Sage Butter Sauce,fresh sage leaves,,
482,,Easy Pumpkin Gnocchi with Sage Butter Sauce,Black pepper,(and salt if needed),
483,,Easy Pumpkin Gnocchi with Sage Butter Sauce,Parmesan,,
484,160 g / 5 oz,Tomato Bacon Pasta,spaghetti or other long strand pasta of choice,,
485,1,Tomato Bacon Pasta,olive oil,(or butter),tsp
486,150 - 180 g / 5 - 6 oz,Tomato Bacon Pasta,bacon,diced,
487,1,Tomato Bacon Pasta,garlic clove,minced,
488,1/2,Tomato Bacon Pasta,onion,"finely diced (brown, white, yellow)",
489,400 g / 14 oz,Tomato Bacon Pasta,canned crushed tomato,,
490,,Tomato Bacon Pasta,Salt and pepper,,
491,,Tomato Bacon Pasta,Pinch of sugar,if needed (Note 1),
492,,Tomato Bacon Pasta,Extra virgin olive oil,,
493,,Tomato Bacon Pasta,Finely chopped parsley,,
494,1,Lasagna !!,olive oil,,tbsp
495,1,Lasagna !!,onion,"finely chopped (white, yellow or brown)",
496,1,Lasagna !!,medium carrot,finely diced,
497,1,Lasagna !!,rib / stick of celery,finely diced,
498,2,Lasagna !!,garlic cloves,minced,
499,1 kg / 2 lb,Lasagna !!,beef mince,(ground beef) (Note 1),
500,800g / 28 oz,Lasagna !!,crushed tomato,,
501,1/4 cup,Lasagna !!,tomato paste,,
502,1 cup (250ml),Lasagna !!,red wine,bold not light (Note 2),
503,3,Lasagna !!,beef bouillon cubes,crumbled,
504,2,Lasagna !!,bay leaves,dried or fresh,
505,1/2,Lasagna !!,each dried thyme and oregano,,tsp
506,2,Lasagna !!,Worcestershire Sauce,,tsp
507,1 - 2,Lasagna !!,sugar,(if needed - Note 3),tsp
508,1/2,Lasagna !!,salt and black pepper,,tsp
509,60g / 4 tbsp,Lasagna !!,butter,,
510,1/2 cup (75g),Lasagna !!,flour,,
511,4 cups (1 litre),Lasagna !!,milk (I use low fat),,
512,2 cups (200g),Lasagna !!,shredded cheese,"(Colby, Gruyere, Cheddar, Monterey Jack, OR 1 cup shredded parmesan) (Note 4)",
513,,Lasagna !!,Pinch of freshly ground nutmeg,,
514,,Lasagna !!,Salt and pepper,,
515,350g/ 12 oz,Lasagna !!,fresh lasagna sheets,(or 250g/8oz dried) (Note 5),
516,1 1/2 cups (150g),Lasagna !!,shredded mozzarella cheese,,
517,,Lasagna !!,Finely chopped basil or parsley,for garnish (optional),
518,1/2,Oven Baked Italian Meatballs,"onion, finely chopped",,
519,2,Oven Baked Italian Meatballs,"garlic cloves, minced",,
520,1,Oven Baked Italian Meatballs,olive oil,,tbsp
521,24 oz / 800 g ,Oven Baked Italian Meatballs,crushed tomato (2 x standard cans),,
522,3/4,Oven Baked Italian Meatballs,chicken broth,,cup
523,1,Oven Baked Italian Meatballs,red pepper (chili) flakes (optional),,tsp
524,2,Oven Baked Italian Meatballs,"dried Italian herb mix (parsley, basil, thyme, oregano)",,tsp
525,1,Oven Baked Italian Meatballs,salt + black pepper,,tsp
526,1,Oven Baked Italian Meatballs,"lightly packed cup of sliced white sandwich bread, torn into small pieces, crusts removed (Note 1)",,
527,½,Oven Baked Italian Meatballs,"onion, grated - including juices (yellow, brown or white)",,
528,14 oz / 400 g ,Oven Baked Italian Meatballs,ground beef (beef mince),,
529,3 oz / 100g ,Oven Baked Italian Meatballs,ground pork (mince) or substitute with ground beef (beef mince) (Note 2),,
530,1,Oven Baked Italian Meatballs,egg,,
531,¼,Oven Baked Italian Meatballs,"fresh parsley, finely chopped (Note 3)",,cup
532,2,Oven Baked Italian Meatballs,"garlic cloves, minced",,
533,¼,Oven Baked Italian Meatballs,"Parmigiano-Reggiano (or parmesan), freshly grated",,cup
534,¾,Oven Baked Italian Meatballs,salt,,tsp
535,¼,Oven Baked Italian Meatballs,black pepper,,tsp
536,,Oven Baked Italian Meatballs,Olive oil spray (or other oil spray),,
537,,Oven Baked Italian Meatballs,"Fresh parsley, chopped",,
538,,Oven Baked Italian Meatballs,"Parmigiano-Reggiano or parmesan, freshly grated",,
539,200,One Pot Chicken Alfredo Pasta,"/ 7oz chicken breast, cut in half horizontally",,g
540,,One Pot Chicken Alfredo Pasta,Salt and pepper,,
541,1,One Pot Chicken Alfredo Pasta,olive oil,,tbsp
542,250,One Pot Chicken Alfredo Pasta,/ 8 oz fettuccine,,g
543,2,One Pot Chicken Alfredo Pasta,"milk, any fat %",,cups
544,1 1/2,One Pot Chicken Alfredo Pasta,chicken stock / broth,,cups
545,1,One Pot Chicken Alfredo Pasta,"large garlic clove, minced",,
546,1/2,One Pot Chicken Alfredo Pasta,thickened / heavy cream (Note 1),,cup
547,3/4,One Pot Chicken Alfredo Pasta,freshly grated parmesan (Note 2),,cup
548,,One Pot Chicken Alfredo Pasta,"Parsley, for garnish",,
549,500g/1lb,Pan Fried Gnocchi with Pumpkin & Spinach,"pumpkin, cut into 2cm / 4/5"" pieces",,
550,1,Pan Fried Gnocchi with Pumpkin & Spinach,olive oil,,tbsp
551,350g/12oz,Pan Fried Gnocchi with Pumpkin & Spinach,"gnocchi, store bought",(Note 1),
552,45g / 3 tbsp,Pan Fried Gnocchi with Pumpkin & Spinach,"butter, salted (unsalted also ok, just add more salt)",,
553,1,Pan Fried Gnocchi with Pumpkin & Spinach,"garlic clove (large), minced",,
554,80g / 2.5oz,Pan Fried Gnocchi with Pumpkin & Spinach,baby spinach leaves,,
555,1/2,Pan Fried Gnocchi with Pumpkin & Spinach,"fresh sage, finely sliced",,tsp
556,,Pan Fried Gnocchi with Pumpkin & Spinach,Salt & pepper,,
557,,Pan Fried Gnocchi with Pumpkin & Spinach,"Parmesan cheese, freshly grated",,
558,180 g / 6 oz ,Spicy Chilli Prawn Pasta (Shrimp),fettuccine or other pasta or choice,,
559,1 1/2,Spicy Chilli Prawn Pasta (Shrimp),olive oil,,tbsp
560,150 - 180 g / 5 - 6 oz,Spicy Chilli Prawn Pasta (Shrimp),medium prawns/shrimp,peeled and deveined, 
561,2,Spicy Chilli Prawn Pasta (Shrimp),anchovies,whole (or 1/2 tsp anchovy paste),
562,1,Spicy Chilli Prawn Pasta (Shrimp),garlic clove,minced,
563,1/4,Spicy Chilli Prawn Pasta (Shrimp),white wine,,cup
564,1,Spicy Chilli Prawn Pasta (Shrimp),chilli fakes / red pepper flakes,,tsp+ 
565,1 cup / 250 ml ,Spicy Chilli Prawn Pasta (Shrimp),tomato passata,(Note 2),
566,2,Spicy Chilli Prawn Pasta (Shrimp),finely grated parmesan,,tsp
567,1/2,Spicy Chilli Prawn Pasta (Shrimp),lemon,,
568,1/4,Spicy Chilli Prawn Pasta (Shrimp),finely chopped fresh parsley,plus more to serve,cup
569,1/4,Balsamic Vinegar Dressing,balsamic vinegar,"(ordinary, not caramelised or syrupy)",cup
570,3/4,Balsamic Vinegar Dressing,extra virgin olive oil,(or less if you like sharper dressing),cup
571,,Balsamic Vinegar Dressing,Salt and pepper to taste,,
572,1,Balsamic Vinegar Dressing,balsamic vinegar,,tbsp
573,3,Balsamic Vinegar Dressing,extra virgin olive oil,(or less if you like sharper dressing),tbsp
574,,Balsamic Vinegar Dressing,Salt and pepper to taste,,
575,,Balsamic Vinegar Dressing,Honey or sugar,to taste,
576,1 tsp - 1 tbsp,Chicken and Mushroom Risotto,olive oil,, 
577,2.5 oz / 75 g ,Chicken and Mushroom Risotto,bacon,(preferably streaky / fatty) (optional),
578,12 oz / 350 g ,Chicken and Mushroom Risotto,chicken thigh fillets,cut into bite size pieces,
579,13 oz / 400 g ,Chicken and Mushroom Risotto,mushrooms,sliced (I use Swiss brown),
580,2 tbsp / 30 g ,Chicken and Mushroom Risotto,unsalted butter,,
581,2,Chicken and Mushroom Risotto,garlic cloves,minced,
582,1,Chicken and Mushroom Risotto,onion,"finely diced (brown, white, yellow)",
583,1/2 cup / 125 ml ,Chicken and Mushroom Risotto,white wine,(optional - sub with water or chicken broth),
584,1 1/4 cups / 250 g ,Chicken and Mushroom Risotto,arborio risotto rice,uncooked (Note 1),
585,4 cups / 1 litre ,Chicken and Mushroom Risotto,chicken broth/stock,,
586,1/2 cup / 35 g ,Chicken and Mushroom Risotto,freshly grated parmesan cheese,,
587,1 - 3 tbsp / 15 - 50 g ,Chicken and Mushroom Risotto,unsalted butter,,
588,,Chicken and Mushroom Risotto,Freshly chopped parsley,,
589,1 1/2,Greek Lemon Rice,extra virgin oil,(or butter),tbsp
590,1,Greek Lemon Rice,garlic clove,minced,
591,1/2,Greek Lemon Rice,onion,"finely chopped (white, brown, yellow)",
592,1 1/2,Greek Lemon Rice,long grain white rice,uncooked (Note 1),cups
593,1 1/4,Greek Lemon Rice,chicken broth,,cups
594,1,Greek Lemon Rice,water,,cup
595,1,Greek Lemon Rice,large lemon,(1 tsp zest + 3 - 4 tbsp lemon juice),
596,3,Greek Lemon Rice,finely chopped parsley,,tbsp
597,3,Greek Lemon Rice,finely chopped dill,"(or sub with parsley, oregano, basil chives, mint)",tbsp
598,,Greek Lemon Rice,Salt and pepper,,
599,6 oz / 180g ,Seafood Spaghetti Marinara,dried spaghetti pasta,(or other long pasta of choice),
600,2 1/2,Seafood Spaghetti Marinara,olive oil,separated,tbsp
601,10 oz / 300g ,Seafood Spaghetti Marinara,seafood Marinara mix,or make your own (Note 1),
602,2,Seafood Spaghetti Marinara,garlic cloves,minced,
603,1/2,Seafood Spaghetti Marinara,onion,finely chopped (~1/2 cup),
604,1/2,Seafood Spaghetti Marinara,white wine,(any) (Note 2),cup
605,2,Seafood Spaghetti Marinara,tomato passata/tomato puree,(Note 3) OR 600g/20oz canned crushed tomato + 1/2 cup water,cups
606,1/2,Seafood Spaghetti Marinara,sugar,,tsp
607,2,Seafood Spaghetti Marinara,finely chopped fresh parsley,,tbsp
608,4 - 5,Baked Italian Chicken with Potatoes,chicken thigh fillets,skin on and bone in (about 6oz/200g each),
609,1/2,Baked Italian Chicken with Potatoes,olive oil,,tbsp
610,1 tin ,Baked Italian Chicken with Potatoes,crushed tomatoes,,(14oz/400g) 
611,1 1/2,Baked Italian Chicken with Potatoes,cherry tomatos,,cups
612,3 (around 1.5lb/ 750g in total),Baked Italian Chicken with Potatoes,medium size potatoes,peeled and cut into bite size pieces,
613,1/2,Baked Italian Chicken with Potatoes,mozzarella cheese,grated (or any other good melting cheese),cup
614,,Baked Italian Chicken with Potatoes,Salt and pepper,,
615,1/2,Baked Italian Chicken with Potatoes,each dried rosemary and thyme,(OR oregano) leaves (or 2 tbsp fresh),tbsp
616,2,Baked Italian Chicken with Potatoes,garlic cloves,minced,
617,3,Baked Italian Chicken with Potatoes,red wine or white wine vinegar,(Note 1),tbsp
618,3,Baked Italian Chicken with Potatoes,extra virgin olive oil,,tbsp
619,1/2,Baked Italian Chicken with Potatoes,salt,,tsp
620,,Baked Italian Chicken with Potatoes,Black pepper,,
621,,Baked Italian Chicken with Potatoes,Basil leaves,(optional),
622,3,Chorizo Risotto with Kale,chicken broth/stock,salt reduced,cups
623,2,Chorizo Risotto with Kale,tomato paste,,tbsp
624,2,Chorizo Risotto with Kale,tomato passata,(Note 1),cups
625,1/2,Chorizo Risotto with Kale,olive oil,,tbsp
626,350g (12oz),Chorizo Risotto with Kale,chorizo,some sliced and the remainder finely chopped (Note 7),
627,1,Chorizo Risotto with Kale,onion,"finely chopped (brown, white or yellow)",
628,2,Chorizo Risotto with Kale,garlic cloves,minced,
629,1 1/2,Chorizo Risotto with Kale,arborio rice,"(risotto rice), uncooked (Note 2)",cups
630,1/2,Chorizo Risotto with Kale,white wine,(sub with chicken broth or water),cup
631,5,Chorizo Risotto with Kale,kale leaves,"removed from stalk, torn into bite size pieces (packed) (Note 3)",cups
632,2 - 4,Chorizo Risotto with Kale,+ tbsp butter,,
633,,Chorizo Risotto with Kale,Freshly grated parmesan cheese,(optional),
634,1,Italian Meatball Soup,lightly packed cup of sliced white sandwich bread,"torn into small pieces, crusts removed (Note 1)",
635,1/2,Italian Meatball Soup,grated onion,"(brown, white or yellow)",cup
636,14 oz / 400 g ,Italian Meatball Soup,ground beef,(beef mince),
637,3 oz / 100g ,Italian Meatball Soup,ground pork,(mince) or more ground beef (Note 2),
638,1,Italian Meatball Soup,egg,,
639,1/4,Italian Meatball Soup,fresh parsley,finely chopped (Note 3),cup
640,2,Italian Meatball Soup,garlic cloves,minced,
641,1/4,Italian Meatball Soup,Parmigiano-Reggiano,"(or parmesan), freshly grated",cup
642,3/4,Italian Meatball Soup,salt,,tsp
643,1/4,Italian Meatball Soup,black pepper,,tsp
644,1 1/2,Italian Meatball Soup,olive oil,,tbsp
645,1,Italian Meatball Soup,onion,"finely chopped (white, brown or yellow)",cup
646,2,Italian Meatball Soup,garlic cloves,minced,
647,2,Italian Meatball Soup,chicken broth / stock,(or water),cups
648,1,Italian Meatball Soup,water,,cup
649,24 oz / 700g ,Italian Meatball Soup,passata,(pureed tomato) (Note 4),
650,28 oz / 800g ,Italian Meatball Soup,canned tomato,,
651,1,Italian Meatball Soup,Italian mixed herbs,(Note 5),tbsp
652,2,Italian Meatball Soup,garlic powder,(or onion powder),tsp
653,1 - 2,Italian Meatball Soup,red pepper / chilli flakes,(optional),tsp
654,8 oz / 250g ,Italian Meatball Soup,spaghetti,"(dried, not fresh or cooked)",
655,1/4,Italian Meatball Soup,fresh basil leaves,torn,cup
656,1/2 - 3/4,Italian Meatball Soup,shredded mozzarella cheese,,cup
657,,Italian Meatball Soup,Parmigiano-Reggiano,"(or parmesan), freshly grated",
658,2,Italian Fish with Salsa,ripe tomatoes,deseeded and diced (Note 1),
659,1/2,Italian Fish with Salsa,fresh chili,finely chopped (or 1/4 tsp red pepper flakes),tsp
660,2,Italian Fish with Salsa,extra virgin olive oil,,tsp
661,1/4,Italian Fish with Salsa,salt,,tsp
662,,Italian Fish with Salsa,Black pepper,,
663,1/4,Italian Fish with Salsa,", packed, basil leaves",,cup
664,6,Italian Fish with Salsa,eggplant,"1cm / 1/2"" thick",slices
665,2,Italian Fish with Salsa,fish fillets,(I used perch),x 150g / 5oz 
666,,Italian Fish with Salsa,Salt and pepper,,
667,1,Italian Fish with Salsa,plain flour,,tbsp
668,1,Italian Fish with Salsa,oil,,tbsp
669,4,Italian Fish with Salsa,sourdough bread,toasted,slices
670,1,Caprese Baked Eggs,olive oil,,tbsp
671,2,Caprese Baked Eggs,garlic cloves,minced,
672,½,Caprese Baked Eggs,small onion,"diced (brown, white or yellow)",
673,14 oz / 400g ,Caprese Baked Eggs,can cannellini beans,(or other beans of choice),
674,14 oz / 400g ,Caprese Baked Eggs,can crushed tomato,,
675,¼,Caprese Baked Eggs,chicken broth/stock,(or water),cup
676,1,Caprese Baked Eggs,mixed Italian herbs,dried (Note 1 for substitution),tbsp
677,½,Caprese Baked Eggs,sugar,(optional) (Note 2),tsp
678,,Caprese Baked Eggs,Salt and pepper,,
679,7 oz / 200g ,Caprese Baked Eggs,cherry tomatoes,(1/2 punnet),
680,½,Caprese Baked Eggs,basil leaves roughly torn,,cup (packed) 
681,6 oz / 180g ,Caprese Baked Eggs,bocconcini,"sliced OR buffalo mozzarella, torn (Note 3)",
682,4,Caprese Baked Eggs,eggs,,
683,2/3,Caprese Baked Eggs,balsamic vinegar,,cup
684,2,Caprese Baked Eggs,brown sugar,,tbsp
685,,Caprese Baked Eggs,Salt,,
686,,Caprese Baked Eggs,Toasted crusty bread slices,,
687,3,Italian Sausage Ragu Sauce,olive oil,separated,tbsp
688,1 lb / 500g ,Italian Sausage Ragu Sauce,ground beef,(mince) (not lean),
689,0.8 lb / 400g ,Italian Sausage Ragu Sauce,Italian pork sausages,meat removed from casings (Note 1),
690,3,Italian Sausage Ragu Sauce,garlic cloves,minced,
691,1,Italian Sausage Ragu Sauce,large onion,finely chopped (brown or white) (Note 2),
692,1,Italian Sausage Ragu Sauce,carrot,finely chopped or shredded (Note 2),
693,1,Italian Sausage Ragu Sauce,large stalk of celery,finely chopped (Note 2),
694,1,Italian Sausage Ragu Sauce,each dried thyme leaves and dried rosemary,,tsp
695,1,Italian Sausage Ragu Sauce,red wine,(Note 3),cup
696,2,Italian Sausage Ragu Sauce,beef broth / stock,,cups
