,amount,meal,name,notes,unit
358,1,Massaman Curry,white sugar,,tbsp
359,2,Massaman Curry,medium-small potatoes,"peeled and cut into 2.5cm / 1"" pieces",
360,3,Massaman Curry,peanuts,roughly chopped,tbsp
361,,Massaman Curry,Finely sliced red chilli,(optional),
362,,Massaman Curry,Asian fried shallots,"(optional, Note 7)",
363,,Massaman Curry,Steamed jasmine rice,,
364,5 - 6,Thai Red Curry with Chicken,Thai Red Curry Paste,"(store bought, Maesri best) (Note 1)",tbsp
365,1,Thai Red Curry with Chicken,quantity homemade Thai Red Curry Paste,,
366,2,Thai Red Curry with Chicken,large garlic cloves,minced,
367,2,Thai Red Curry with Chicken,fresh ginger,finely grated , tsp
368,1,Thai Red Curry with Chicken,lemongrass paste,or finely chopped fresh (Note 3),tbsp
369,3,Thai Red Curry with Chicken,vegetable oil,(or canola or peanut),tbsp
370,1 cup (250 ml),Thai Red Curry with Chicken,chicken broth/stock,low sodium,
371,400 ml / 14 oz ,Thai Red Curry with Chicken,coconut milk,(full fat!),
372,6,Thai Red Curry with Chicken,kaffir lime leaves,(Note 4),
373,1,Thai Red Curry with Chicken,sugar,"(white, brown or palm)",tbsp
374,2,Thai Red Curry with Chicken,fish sauce,plus more to taste,tsp
375,350g / 12 oz,Thai Red Curry with Chicken,chicken thighs,"(boneless and skinless), cut into 0.75 / 1/3"" thick slices (Note 5)",
376,150g / 5 oz,Thai Red Curry with Chicken,"pumpkin or butternut squash,","cut into 1.5cm / 3/5"" cubes (~1 heaped cup)",
377,120g / 4oz ,Thai Red Curry with Chicken,green beans,"trimmed and cut into 5cm/2"" pieces",
378,12,Thai Red Curry with Chicken,Thai basil leaves,(Note 6),
379,,Thai Red Curry with Chicken,Fresh red chilli slices,"(small chilli - spicy, large = less spicy)",
380,,Thai Red Curry with Chicken,Fresh coriander / cilantro leaves,,
381,,Thai Red Curry with Chicken,Steamed jasmine rice,,
382,16,Thai Red Curry Paste,dried chillis,"chopped into 1 cm / 0.5"" pieces seeds shaken out (Note 1)",
383,2,Thai Red Curry Paste,lemongrass,"sliced, reedy outer skin removed (1 large) (Note 2)",tbsp
384,1,Thai Red Curry Paste,"grated galangal, peeled and grated",(Note 3),tbsp
385,4,Thai Red Curry Paste,"garlic cloves, peeled whole",,
386,1,Thai Red Curry Paste,shrimp paste in oil,(Note 4),tbsp
387,1/2,Thai Red Curry Paste,ground coriander,,tsp
388,1/2,Thai Red Curry Paste,ground cumin,,tsp
389,1,Thai Red Curry Paste,chopped coriander/cilantro stem and roots,(Note 5),tbsp
390,2,Thai Red Curry Paste,red shallots,peeled and roughly chopped (Note 6),
391,1,Thai Red Curry Paste,lime zest,,tsp
392,¼,Thai Red Curry Paste,reserved chilli soaking water,,cup
393,180 - 220 g / 6 -7oz ,Thai Chicken Salad,chicken breast,,
394,150 g / 5 oz ,Thai Chicken Salad,mixed lettuce leaves,(or other of choice),
395,1,Thai Chicken Salad,cherry or grape tomatoes,halved,cup
396,1,Thai Chicken Salad,small cucumber,sliced,
397,1/4,Thai Chicken Salad,red onion,finely sliced,
398,1/2,Thai Chicken Salad,large red chilli,deseeded and very finely sliced (Note 1),
399,1/2,Thai Chicken Salad,roasted cashews,unsalted preferred,cup
400,1/4,Thai Chicken Salad,coriander / cilantro leaves,,cup
401,1,Thai Chicken Salad,finely chopped coriander/cilantro stems,(see video),tbsp
402,1 1/2,Thai Chicken Salad,Chilli Garlic Sauce,(Note 2),tsp
403,1,Thai Chicken Salad,small garlic,minced,
404,1 1/2,Thai Chicken Salad,fresh lime juice (or rice vinegar),,tbsp
405,2,Thai Chicken Salad,fish sauce,(Note 3),tsp
406,1,Thai Chicken Salad,canola oil,"(or vegetable, grapeseed or other neutral oil)",tbsp
407,1 1/2,Thai Chicken Salad,sugar,"(any, I use white)",tsp
408,500 g / 1 lb ,Thai Meatballs,pork mince,"(ground pork, or chicken)",
409,1,Thai Meatballs,lemongrass paste (or finely chopped fresh) (Note 1),,tbsp
410,1,Thai Meatballs,grated ginger,,tsp
411,3,Thai Meatballs,garlic,minced,cloves
412,3,Thai Meatballs,"kaffir lime leaves, stem removed and very finely shredded, optional extra (Note 2)",,
413,3,Thai Meatballs,Thai or birds eye chillies,seeds removed and finely chopped (Note 3),
414,1/4,Thai Meatballs,coriander/cilantro,leaves and stem finely chopped (Note 4),cup
415,1,Thai Meatballs,sugar (any),,tsp
416,1,Thai Meatballs,fish sauce (can sub with soy sauce if required),,tbsp
417,3/4,Thai Meatballs,panko breadcrumbs,(+ extra 1/4 cup if needed),cup
418,1,Thai Meatballs,small egg,,
419,,Thai Meatballs,Oil spray,,
420,1/2 cup / 125 ml,Thai Meatballs,sweet chilli sauce,store bought (Note 5),
421,1,Thai Meatballs,garlic clove,minced,
422,2,Thai Meatballs,lime juice,plus more to taste,tbsp
423,,Thai Meatballs,Coriander/cilantro leaves,finely sliced large red chillies,
424,,Thai Meatballs,Steamed jasmine rice,,
425,1,Thai Coconut Chicken,garlic,minced,tsp
426,1,Thai Coconut Chicken,ginger,minced,tsp
427,1,Thai Coconut Chicken,chilli,"finely chopped (or paste is fine), adjust quantity to taste (Note 2)",tsp
428,1,Thai Coconut Chicken,lemongrass (OR paste),"white part only, finely chopped(Note 3)",
429,1 1/2,Thai Coconut Chicken,coriander powder,,tsp
430,3/4,Thai Coconut Chicken,tumeric powder,,tsp
431,1/2,Thai Coconut Chicken,curry powder,(any is fine),tsp
432,1,Thai Coconut Chicken,brown sugar,,tbsp
433,2 1/2,Thai Coconut Chicken,fish sauce,(sub soy),tbsp
434,3/4,Thai Coconut Chicken,coconut milk,(full fat please!),cup
435,750 g - 1 kg / 1.5 - 2 lb,Thai Coconut Chicken,chicken thigh fillets,skinless and boneless (Note 4),
436,,Thai Coconut Chicken,Oil for cooking,,
437,1/2,Thai Coconut Chicken,coconut milk,,cup
438,1,Thai Coconut Chicken,"peanut butter, smooth",,tbsp
439,2,Thai Coconut Chicken,Hoisin Sauce,,tbsp
440,1 1/2,Thai Coconut Chicken,lime juice,,tbsp
441,1,Thai Coconut Chicken,garlic clove,minced,
442,1/2,Thai Coconut Chicken,chilli paste or fresh chilli,adjust to taste,tsp
443,,Thai Coconut Chicken,Finely chopped coriander / cilantro and more chilli,for garnish,
444,,Thai Coconut Chicken,Lime wedges,(highly recommended),
445,2,Spicy Thai Chicken Stir Fry,light soy sauce,(Note 1),tsp
446,1,Spicy Thai Chicken Stir Fry,dark soy sauce,(Note 1),tsp
447,2,Spicy Thai Chicken Stir Fry,fish sauce,,tsp
448,1,Spicy Thai Chicken Stir Fry,oyster sauce,,tbsp
449,1,Spicy Thai Chicken Stir Fry,sugar,,tsp
450,2,Spicy Thai Chicken Stir Fry,cooking oil,(I use peanut or vegetable oil),tbsp
451,3,Spicy Thai Chicken Stir Fry,Thai or birds eye chillis or other small hot red chilli,finely chopped (Note 2),
452,4,Spicy Thai Chicken Stir Fry,garlic cloves,finely chopped,
453,1,Spicy Thai Chicken Stir Fry,small onion,"halved and sliced (brown, white or yellow)",
454,500 g / 1 lb ,Spicy Thai Chicken Stir Fry,ground / mince chicken,,
455,3,Spicy Thai Chicken Stir Fry,shallot / scallions stems,chopped into slices,
456,1,Spicy Thai Chicken Stir Fry,coriander/cilantro leaves,(loosely packed),cup
457,,Spicy Thai Chicken Stir Fry,Steamed jasmine rice,,
458,1,Thai Mango Chicken Curry,oil,"(vegetable, canola, grape seed)",tbsp
459,3,Thai Mango Chicken Curry,garlic cloves,minced,
460,1/2,Thai Mango Chicken Curry,ginger,minced (not critical),tsp
461,1/2 - 1,Thai Mango Chicken Curry,red chilli,minced (Optional. I used 1 tsp.),tsp
462,1,Thai Mango Chicken Curry,small onion,"sliced (brown, white, yellow) or 3 eschallots",
463,1.2 lb / 600g ,Thai Mango Chicken Curry,chicken thigh fillets,"(or breast), cut into bite size pieces",
464,4 - 5,Thai Mango Chicken Curry,Thai Red Curry Paste,(Note 1),tbsp
465,1,Thai Mango Chicken Curry,can,(400ml/13oz) coconut milk (full fat is better but low fat is ok too),
466,3/4,Thai Mango Chicken Curry,chicken broth,,cup
467,1,Thai Mango Chicken Curry,mango puree,preferably fresh (1 large mango) (Note 2),cup
468,1,Thai Mango Chicken Curry,fish sauce,,tbsp
469,2,Thai Mango Chicken Curry,kaffir lime leaves,,
470,,Thai Mango Chicken Curry,Steamed jasmine rice,,
471,,Thai Mango Chicken Curry,Coriander/cilantro leaves,,
472,,Thai Mango Chicken Curry,Lime wedges,,
473,,Thai Mango Chicken Curry,Fresh red chili,sliced,
474,1 lb / 500 g ,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,whole prawns OR 12oz/350g peeled fresh prawns,(Note 1),
475,1/4,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,salt,,tsp
476,,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,Black pepper,,
477,1,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,egg,,
478,1/2,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,panko breadcrumbs,,cup
479,1/2,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,desiccated coconut,(Note 2),cup
480,,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,Oil,for frying,
481,1,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,(packed) fresh mango. roughly diced,,cup
482,2,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,cilantro/coriander,"leaves and stems, roughly chopped",tbsp
483,2,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,red onion or eschallots,finely chopped,tbsp
484,1,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,fish sauce,(or substitute with light or ordinary soy sauce),tbsp
485,1,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,sriracha,(Note 3),tbsp
486,1,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,red chilli,finely chopped (adjust to taste),tsp
487,2 - 3,Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,coconut milk,(adjust for desired sauce consistency),tbsp
488,5,Southern Thai Tumeric Chicken (Grilled or Baked),chicken thigh cutlets,skin on and bone in (around 2.5lb / 1.2kg) (Note 1),
489,4,Southern Thai Tumeric Chicken (Grilled or Baked),garlic cloves,crushed,
490,2 1/2,Southern Thai Tumeric Chicken (Grilled or Baked),fish sauce,,tbsp
491,2 1/2,Southern Thai Tumeric Chicken (Grilled or Baked),oyster sauce,,tbsp
492,1,Southern Thai Tumeric Chicken (Grilled or Baked),white pepper,ground,tsp
493,3,Southern Thai Tumeric Chicken (Grilled or Baked),very finely chopped coriander/cilantro stems,(as finely as you can mince with knife),tbsp
494,1,Southern Thai Tumeric Chicken (Grilled or Baked),ground turmeric,,tbsp
495,¼,Southern Thai Tumeric Chicken (Grilled or Baked),brown sugar,(or finely grated palm sugar),cup
496,5 oz / 150 g ,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),dried Pad Thai rice noodles,(Note 1),
497,4,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),vegetable oil,,tbsp
498,12,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),raw shrimp,"(prawns), shelled and deveined (Note 2)",
499,1,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),small red shallot,finely sliced (Note 3),
500,3 oz / 80 g ,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),firm tofu,cut into small matchsticks,
501,1.75 oz / 50 g ,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),dried shrimp,(Note 4),
502,1/4,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),fish sauce,,cup
503,2,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),palm sugar,(or brown sugar),tbsp
504,2,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),tamarind puree,(Note 5),tbsp
505,1,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),white vinegar,,tsp
506,1/2,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),chili powder,to taste (Note 6),tsp +
507,2,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),eggs,lightly beaten,
508,1.5 oz / 45 g ,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),roasted unsalted peanuts,finely ground,
509,5 oz / 150 g ,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),bean sprouts,,
510,2,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),garlic chives,"cut into 3/4"" / 2cm lengths",tbsp
511,1,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),white sugar,,tsp
512,,Prawn / Shrimp Pad Thai (Spice I Am Restaurant),Lime wedges,to serve,
513,2 lb / 1 kg,Grilled Marinated Thai Chicken (Gai Yang),chicken thigh fillets,"(skinless, boneless) (Note 1)",
514,1,Grilled Marinated Thai Chicken (Gai Yang),large lemongrass stalk,white part only very finely chopped (about 2 tbsp) (Note 2),
515,6,Grilled Marinated Thai Chicken (Gai Yang),garlic,minced,cloves
516,2,Grilled Marinated Thai Chicken (Gai Yang),lime juice,,tbsp
517,2,Grilled Marinated Thai Chicken (Gai Yang),finely chopped red chili,(optional but recommended),tsp
518,3,Grilled Marinated Thai Chicken (Gai Yang),fish sauce,,tbsp
519,2,Grilled Marinated Thai Chicken (Gai Yang),Chinese cooking wine,sherry or sake (Japanese cooking wine) (Note 4),tbsp
520,1,Grilled Marinated Thai Chicken (Gai Yang),sesame oil,(optional),tsp
521,3,Grilled Marinated Thai Chicken (Gai Yang),brown sugar or palm sugar,,tbsp
522,2,Grilled Marinated Thai Chicken (Gai Yang),honey,(or 1 tbsp brown sugar),tbsp
523,1/2,Grilled Marinated Thai Chicken (Gai Yang),black pepper,(adjust to taste - this adds spiciness),tbsp
524,,Grilled Marinated Thai Chicken (Gai Yang),Lime wedges,,
525,,Grilled Marinated Thai Chicken (Gai Yang),Red chili,finely sliced (optional),
526,,Grilled Marinated Thai Chicken (Gai Yang),Cilantro / coriander leaves,(optional),
527,12,Thai Chicken Salad Wonton Cups,wonton wrappers,,
528,1,Thai Chicken Salad Wonton Cups,garlic,smashed (Note 1),
529,1 1/2,Thai Chicken Salad Wonton Cups,lime juice,,tbsp
530,2,Thai Chicken Salad Wonton Cups,rice vinegar,,tsp
531,2 1/2,Thai Chicken Salad Wonton Cups,fish sauce,,tsp
532,1,Thai Chicken Salad Wonton Cups,soy sauce,,tsp
533,1 1/2,Thai Chicken Salad Wonton Cups,canola oil,"(or grape seed, vegetable or other neutral flavoured oil)",tbsp
534,1,Thai Chicken Salad Wonton Cups,sugar,(or honey),tsp
535,1 - 2,Thai Chicken Salad Wonton Cups,birds eye chilli,deseeded and finely chopped (or 1 - 2 tsp of chili paste or hot sauce),
536,1 1/2,Thai Chicken Salad Wonton Cups,shredded cooked chicken,(I used poached chicken breast),cups
537,1 1/2,Thai Chicken Salad Wonton Cups,finely shredded cabbage,,cups
538,3/4,Thai Chicken Salad Wonton Cups,carrot,finely julienned,cup
539,1/3,Thai Chicken Salad Wonton Cups,finely chopped shallots/scallions,(or sub with red onion or eschallots),cup
540,,Thai Chicken Salad Wonton Cups,Sesame seeds,,
541,,Thai Chicken Salad Wonton Cups,Fresh coriander/cilantro leaves,,
542,8 oz / 200g ,Vegetarian Thai Noodles (Pad See Ew),rice stick noodles,,
543,2,Vegetarian Thai Noodles (Pad See Ew),kecap manis,(see notes for substitutes),tbsp
544,2,Vegetarian Thai Noodles (Pad See Ew),hoisin,,tbsp
545,2,Vegetarian Thai Noodles (Pad See Ew),soy sauce,,tsp
546,2,Vegetarian Thai Noodles (Pad See Ew),white vinegar,,tsp
547,2,Vegetarian Thai Noodles (Pad See Ew),honey,,tsp
548,2,Vegetarian Thai Noodles (Pad See Ew),water,,tbsp
549,2,Vegetarian Thai Noodles (Pad See Ew),peanut or vegetable oil,,tbsp
550,2,Vegetarian Thai Noodles (Pad See Ew),garlic,minced,cloves
551,1,Vegetarian Thai Noodles (Pad See Ew),brown or white onion,"halved and sliced into 1/4"" / 1/2cm slices",
552,5,Vegetarian Thai Noodles (Pad See Ew),"Chinese broccoli, leaves separated from stems (cut stems vertically into thin sticks)",,cups (packed) 
