,amount,meal,name,notes,unit
320,1 1/2,How to cook white rice - easily and perfectly,water,,cups
321,2,How to cook white rice - easily and perfectly,white rice,"– short, medium or long grain (Note 1, 2)",cups
322,3,How to cook white rice - easily and perfectly,boiling water,(Note 3),cups
323,1,How to cook white rice - easily and perfectly,white rice,"– short, medium or long grain (Note 1)",cup
324,2,How to cook white rice - easily and perfectly,boiling water,(Note 3),cups
325,1,Chinese Crispy Noodles (Chow Mein),oyster sauce,,tbsp
326,2 tbsp,Chinese Crispy Noodles (Chow Mein),Chinese cooking wine,"(shoasing wine) (sub Dry Sherry, Mirin, Note 1)",
327,1.5,Chinese Crispy Noodles (Chow Mein),soy sauce,light or all purpose (not dark soy),tbsp
328,1/4,Chinese Crispy Noodles (Chow Mein),sesame oil,,tsp
329,1,Chinese Crispy Noodles (Chow Mein),sugar,,tsp
330,,Chinese Crispy Noodles (Chow Mein),White pepper,one dash,
331,3/4 cup (185ml),Chinese Crispy Noodles (Chow Mein),chicken stock / broth,low sodium,
332,3,Chinese Crispy Noodles (Chow Mein),cornflour / corn starch,,tbsps
333,200 g / 8 oz ,Chinese Crispy Noodles (Chow Mein),fresh chow mein noodles,(Note 2),
334,4,Chinese Crispy Noodles (Chow Mein),water,separated,tbsp
335,2,Chinese Crispy Noodles (Chow Mein),peanut oil,(or vegetable or canola),tbsp
336,150 g / 5 oz,Chinese Crispy Noodles (Chow Mein),chicken,thinly sliced,
337,1,Chinese Crispy Noodles (Chow Mein),peanut oil,if needed (or vegetable or canola),tbsp
338,2,Chinese Crispy Noodles (Chow Mein),garlic cloves,finely chopped,
339,1/2,Chinese Crispy Noodles (Chow Mein),onion,sliced,
340,1,Chinese Crispy Noodles (Chow Mein),carrot *,"small, halved lengthwise then sliced on diagonal",
341,1,Chinese Crispy Noodles (Chow Mein),bok choy *,stems and leaves separated with stems cut vertically into sticks,
342,2,Chinese Crispy Noodles (Chow Mein),shallots/scallions *,"cut into 5cm/2"" pieces",
343,2,Chinese Crispy Noodles (Chow Mein),cabbage *,"cut into 2.4cm / 1"" squares",cups
344,1/2 cup (125ml),Chinese Crispy Noodles (Chow Mein),water,,
345,1,Asian Beef Bowls (Super Quick!),Hoisin Sauce ,(or sub with Oyster),tbsp
346,2,Asian Beef Bowls (Super Quick!),Oyster Sauce,(or sub with 1 1/2 tbsp Hoisin),tbsp
347,1,Asian Beef Bowls (Super Quick!),Chinese cooking wine ,"(or Mirin, dry sherry, sake or any rice wine) (Note 1)",tbsp
348,2 1/2,Asian Beef Bowls (Super Quick!),dark soy sauce,(Note 2),tbsp
349,2,Asian Beef Bowls (Super Quick!),white sugar,,tsp
350,1/2,Asian Beef Bowls (Super Quick!),sesame oil,,tsp
351,1/4,Asian Beef Bowls (Super Quick!),white pepper ,(or sub with black),tsp
352,1,Asian Beef Bowls (Super Quick!),oil,,tbsp
353,2,Asian Beef Bowls (Super Quick!),"garlic cloves, minced",,
354,1,Asian Beef Bowls (Super Quick!),"small onion, finely chopped",,
355,500 g /1 lb,Asian Beef Bowls (Super Quick!),beef mince (ground beef),(lean is good),
356,1/2,Asian Beef Bowls (Super Quick!),shallots / scallions,"sliced, plus more for garnish",cup
357,,Asian Beef Bowls (Super Quick!),Sesame seeds,,
358,2,Fried Rice,oil,,tbsp
359,2,Fried Rice,garlic cloves,minced,
360,1/2,Fried Rice,onion,finely chopped,
361,120 g/4 oz ,Fried Rice,bacon,"chopped (optional, or use ham)",
362,1 – 1 1/2,Fried Rice,diced vegetables,frozen or fresh (Note 1),cups
363,2,Fried Rice,(packed) cooked day old white rice ,(refrigerated or frozen defrosted (Note 2),cups
364,3,Fried Rice,"eggs, whisked",,
365,3/4,Fried Rice,green onions,(shallots / scallions) sliced,cup
366,1,Fried Rice,Chinese cooking wine or Mirin,"(or sake, dry sherry) (Note 4)",tbsp
367,1,Fried Rice,Oyster Sauce,,tbsp
368,1,Fried Rice,dark soy sauce,(or light or all purpose) (Note 5),tbsp
369,1/2,Fried Rice,sesame oil,optional,tsp
370,1/4,Fried Rice,white pepper,,tsp
371,220 g / 7oz ,Hot and Sour Soup,chicken breast,,
372,12,Hot and Sour Soup,dried shiitake mushrooms,(or 150g/5oz fresh) (Note 1),
373,1/2,Hot and Sour Soup,wood ear mushrooms,"chopped 1.5cm/ 3/5"" pieces (Note 1)",cup
374,1,Hot and Sour Soup,dried chilli / red pepper flakes,adjust spice to taste (Note 2),tsp
375,2,Hot and Sour Soup,dark soy sauce,(Note 3),tsp
376,1,Hot and Sour Soup,light soy sauce,(Note 3),tbsp
377,1,Hot and Sour Soup,ginger,finely grated,tsp
378,1/2,Hot and Sour Soup,white pepper,(sub black),tsp
379,6 cups (1.5L/1.5qt) ,Hot and Sour Soup,chicken or veg stock/broth,low sodium,
380,1,Hot and Sour Soup,sesame oil,,tsp
381,1,Hot and Sour Soup,sugar,,tsp
382,1/4 cup (65 ml),Hot and Sour Soup,white vinegar,(adjust to taste),
383,125 g / 4oz ,Hot and Sour Soup,firm tofu (~ 1 cup),"cut into 1.2cm / 0.5"" cubes (Note 4)",
384,1/4,Hot and Sour Soup,bamboo shoots,thinly sliced (Note 5),cup
385,2,Hot and Sour Soup,eggs,whisked,
386,1/4 cup (40g),Hot and Sour Soup,cornstarch/cornflour,,
387,1/4 cup (125 ml) ,Hot and Sour Soup,water,,
388,,Hot and Sour Soup,Salt to taste,,
389,1,Hot and Sour Soup,shallot/scallion,finely sliced,
390,250 g / 8 oz ,Velveting Chicken: The Chinese restaurant secret to tenderising chicken!,chicken breast slices OR bite size pieces,"(note whole pieces, Note 1)",
391,3/4,Velveting Chicken: The Chinese restaurant secret to tenderising chicken!,baking soda,(bi-carb/bi-carbonate),tsp
392,250 g / 8 oz ,Tenderise beef for stir fries (Velveting Beef),stewing beef or other economical beef cuts,(Note 1),
393,3/4,Tenderise beef for stir fries (Velveting Beef),baking soda / bi-carbonate soda,(Note 2),tsp
394,4,Egg Foo Young (Chinese Omelette),cornflour / corn starch,,tsp
395,1 1/2,Egg Foo Young (Chinese Omelette),light soy sauce,or all purpose (Note 2),tbsp
396,2,Egg Foo Young (Chinese Omelette),Oyster Sauce,,tsp
397,1,Egg Foo Young (Chinese Omelette),Chinese Cooking Wine ,(shaoxing wine) OR Mirin (Note 3),tbsp
398,1/2,Egg Foo Young (Chinese Omelette),sesame oil,,tsp
399,1 cup / 250 ml,Egg Foo Young (Chinese Omelette),water,,
400,,Egg Foo Young (Chinese Omelette),Dash of white pepper,,
401,6,Egg Foo Young (Chinese Omelette),eggs,,
402,2,Egg Foo Young (Chinese Omelette),bean sprouts,(just eyeball it),cups
403,4,Egg Foo Young (Chinese Omelette),shallots/green onions,"white part only, sliced",
404,,Egg Foo Young (Chinese Omelette),Salt and white pepper,,
405,2,Egg Foo Young (Chinese Omelette),vegetable oil,,tbsp
406,1,Egg Foo Young (Chinese Omelette),sesame oil,,tsp
407,1,Egg Foo Young (Chinese Omelette),garlic clove,finely chopped,
408,,Egg Foo Young (Chinese Omelette),"ONE Filling of Choice, below (Prawn or Pork)",,
409,100 – 120g/3.5 – 4 oz ,Egg Foo Young (Chinese Omelette),chopped raw small prawns/shrimp,peeled and deveined (Note 4),
410,100 – 120g/3.5 – 4 oz ,Egg Foo Young (Chinese Omelette),ground/mince pork,"(or chicken, turkey, beef or veal)",
411,1/2,Egg Foo Young (Chinese Omelette),EACH soy sauce and Oyster Sauce,,tsp
412,1/4,Egg Foo Young (Chinese Omelette),sugar,,tsp
413,,Egg Foo Young (Chinese Omelette),Dash of sesame oil,,
414,,Egg Foo Young (Chinese Omelette),"Sesame seeds, sliced green onion",,
415,1,Chinese Crispy Pork Belly,"pork belly, skin on (800 - 1.2kg / 1.6 - 2.4 lb)",(Note 1),
416,1 1/2,Chinese Crispy Pork Belly,Chinese cooking wine,(Shaoxing wine) (Note 2),tbsp
417,1,Chinese Crispy Pork Belly,Chinese five spice powder,(Note 3),tsp
418,1,Chinese Crispy Pork Belly,white pepper,(sub black pepper),tsp
419,1/2,Chinese Crispy Pork Belly,salt,,tsp
420,1,Chinese Crispy Pork Belly,white vinegar,(helps conduct heat evenly),tbsp
421,200 g / 7 oz ,Chinese Crispy Pork Belly,rock salt,(Note 4),
422,1,Cashew Chicken,cornstarch / cornflour,,tbsp
423,3,Cashew Chicken,soy sauce ,all purpose or light (Note 1),tbsp
424,1 1/2,Cashew Chicken,Chinese cooking wine or Mirin,(Note 2),tbsp
425,3,Cashew Chicken,oyster sauce,,tbsp
426,2,Cashew Chicken,sesame oil,,tsp
427,,Cashew Chicken,Dash of white pepper,(sub black),
428,500g / 1 lb,Cashew Chicken,chicken thigh,"skinless boneless, cut into 2.5cm/1"" pieces (Note 3)",
429,2,Cashew Chicken,peanut oil (or vegetable oil),,tbsp
430,2,Cashew Chicken,garlic cloves,minced,
431,1/2,Cashew Chicken,onion,"chopped into 1.75 cm / 3/4"" pieces(yellow, brown or white)",
432,1,Cashew Chicken,green capsicum / bell pepper,"chopped into 2 cm / 0.8"" pieces",
433,6,Cashew Chicken,water,,tbsp
434,3/4,Cashew Chicken,roasted cashews,unsalted,cup
435,1,Spring Rolls!,oil,,tbsp
436,2,Spring Rolls!,garlic cloves,finely chopped or minced,
437,400 g / 13 oz ,Spring Rolls!,pork mince,"(ground pork), or chicken or turkey",
438,6,Spring Rolls!,dried shiitake mushrooms soaked in boiling water OR 8 fresh,(Note 1),
439,1 1/2,Spring Rolls!,shredded carrot,(1 large or 2 small),cups
440,1 1/2,Spring Rolls!,(heaped) bean sprouts,,cups
441,1 1/2,Spring Rolls!,(packed) shredded green cabbage,(any type is fine),cups
442,1,Spring Rolls!,cornflour / cornstarch,,tsp
443,1 1/2,Spring Rolls!,Oyster Sauce,,tbsp
444,2,Spring Rolls!,soy sauce,"(light or all purpose is best, dark is also ok)",tsp
445,15 – 20,Spring Rolls!,"spring roll wrappers, defrosted (21.5 cm / 8” squares) OR 35 - 40 small spring roll wrappers (Note 2), or Egg Roll wrappers to make Egg Rolls (Note 6)",,
446,2,Spring Rolls!,cornflour (for sealing rolls),,tsp
447,1,Spring Rolls!,water (for sealing rolls),,tbsp
448,,Spring Rolls!,Oil for frying (I use vegetable) OR oil spray for baking (I use canola),,
449,2,Spring Rolls!,cornflour/ cornstarch,,tsp
450,2,Spring Rolls!,water,,tbsp
451,½,Spring Rolls!,apple cider vinegar,,cup
452,1/3,Spring Rolls!,brown sugar,(adjust to taste),cup
453,2,Spring Rolls!,tomato ketchup,,tbsp
454,2,Spring Rolls!,soy sauce,,tsp
455,1 lb / 500g ,Kung Pao Chicken,chicken thigh,cut into bite size pieces,
456,2,Kung Pao Chicken,cornflour / cornstarch,,tsp
457,1,Kung Pao Chicken,light soy sauce,(Note 2),tbsp
458,1.5,Kung Pao Chicken,dark soy sauce,(Note 3),tbsp
459,2,Kung Pao Chicken,Chinese black vinegar,(Note 4),tbsp
460,1,Kung Pao Chicken,Chinese cooking wine,(Note 5),tbsp
461,3,Kung Pao Chicken,sugar,any,tbsp
462,1/2,Kung Pao Chicken,sesame oil,,tsp
463,1/3,Kung Pao Chicken,water,,cup
464,2,Kung Pao Chicken,peanut oil,(or other cooking oil),tbsp
465,2,Kung Pao Chicken,garlic cloves,minced,
466,1,Kung Pao Chicken,ginger,finely chopped,tsp
467,6 - 10,Kung Pao Chicken,dried chillies,"(adjust to taste), cut into 2cm/ 3/4"" pieces, most seeds discarded (Note 7)",
468,3,Kung Pao Chicken,green onions,"cut into 2cm/ 3/4"" pieces, white parts separated from green",
469,1.5,Kung Pao Chicken,ground sichuan peppercorns,adjust to taste (Note 6),tsp
470,3/4,Kung Pao Chicken,whole peanuts (or 1/2 cup halved),roasted unsalted,cup
471,1,One Pot Chinese Chicken and Rice,oil,,tbsp
472,2,One Pot Chinese Chicken and Rice,garlic cloves,minced,
473,1,One Pot Chinese Chicken and Rice,ginger,grated,tsp
474,1,One Pot Chinese Chicken and Rice,onion,finely chopped,
475,500g (1 lb),One Pot Chinese Chicken and Rice,chicken thighs,"skinless boneless, halved (Note 1)",
476,1,One Pot Chinese Chicken and Rice,big bunch Chinese Broccoli with thick stems,(Note 2),
477,1 cup (180g),One Pot Chinese Chicken and Rice,uncooked white rice,(Note 3),
478,1 1/2 cups (375 ml),One Pot Chinese Chicken and Rice,chicken broth,low salt,
479,2,One Pot Chinese Chicken and Rice,garlic,"small, chopped",cloves
480,2,One Pot Chinese Chicken and Rice,Chinese cooking wine,or Mirin (Note 4),tbsp
481,3,One Pot Chinese Chicken and Rice,oyster sauce,(or sub with Hoisin),tbsp
482,1 1/2,One Pot Chinese Chicken and Rice,dark soy sauce,(Note 5),tbsp
483,1/4,One Pot Chinese Chicken and Rice,white pepper ,(or black),tsp
484,,One Pot Chinese Chicken and Rice,green onion,sliced,
485,,One Pot Chinese Chicken and Rice,Sesame seeds,,
486,50 - 60,Wonton Soup,wonton wrappers,(Note 1),
487,200 g / 7 oz ,Wonton Soup,lean pork mince,(ground pork),
488,200 g / 7 oz ,Wonton Soup,peeled prawns / shrimp,roughly chopped,
489,1,Wonton Soup,ginger,"finely grated (1.5"" / 3cm piece)",tbsp
490,2,Wonton Soup,shallots / green onions,finely chopped (5 tbsp),
491,1,Wonton Soup,light soy sauce,(Note 2),tbsp
492,2,Wonton Soup,Chinese cooking wine,(Shaoxing wine) (Note 3),tbsp
493,1/2,Wonton Soup,salt,,tsp
494,2,Wonton Soup,"sesame oil, toasted",(Note 4),tbsp
495,3 cups / 750 ml ,Wonton Soup,chicken broth,(Note 5),
496,2,Wonton Soup,garlic cloves,smashed (6),
497,"⅓"" / 1 cm ",Wonton Soup,piece of ginger,"sliced (optional, but highly recommended)",
498,1½,Wonton Soup,light soy sauce,(Note 2),tbsp
499,2,Wonton Soup,sugar,(any),tsp
500,1½,Wonton Soup,chinese cooking wine,(Note 3),tbsp
501,¼ - ½,Wonton Soup,sesame oil,,tsp
502,,Wonton Soup,Shallots / scallions,finely chopped,
503,,Wonton Soup,Bok choy,"quartered, or Chinese broccoli cut into 10cm /4"" lengths (optional)",
504,40 - 50 g / 1.5 - 1.75 oz ,Wonton Soup,dried egg noodles per person,(optional) (8),
505,2,Chinese Chicken Salad,light soy sauce,(Note 1),tbsp
506,3,Chinese Chicken Salad,rice vinegar,"(aka rice wine vinegar, or use cider vinegar)",tbsp
507,1,Chinese Chicken Salad,sesame oil (toasted),,tbsp
508,2,Chinese Chicken Salad,grapeseed oil,(or canola or any other neutral flavored oil),tbsp
509,1,Chinese Chicken Salad,sugar,,tsp
510,1 1/2,Chinese Chicken Salad,fresh ginger,grated or very finely chopped,tsp
511,1,Chinese Chicken Salad,garlic clove,minced,
512,1/2,Chinese Chicken Salad,black pepper,,tsp
513,4,Chinese Chicken Salad,Chinese cabbage,"(Nappa Cabbage), finely shredded (Note 2)",cups
514,1 1/2,Chinese Chicken Salad,red cabbage,finely shredded,cups
515,1,Chinese Chicken Salad,carrot,finely julienned (see video),cup
516,2,Chinese Chicken Salad,chicken,shredded,cups
517,1/2,Chinese Chicken Salad,shallots / scallions,finely sliced on the diagonal,cup
518,1/2 to 1,Chinese Chicken Salad,crunchy noodles,(I use Chang's) (Note 3),cup
519,1 - 2,Chinese Chicken Salad,sesame seeds,,tsp
520,1 kg (2 lb),Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),ham bone / hock,(Note 1),
521,1 1/4,Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),long grain white rice,uncooked,cups
522,9 cups (2.25 L or 2.25 QT),Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),water,,
523,,Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),Salt & white pepper,,
524,,Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),Finely sliced green onion,,
525,,Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),Fried asian shallots / onions or something else crunchy,optional (Note 2),
526,,Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),Sesame oil,optional,
527,1,Chinese Steamed Pork Buns,active dry yeast powder,,tsp
528,1/4 cup / 65 ml ,Chinese Steamed Pork Buns,warm water,,
529,1,Chinese Steamed Pork Buns,white sugar,,tbsp
530,1/2 cup /125 ml ,Chinese Steamed Pork Buns,warm water,,
531,4 tbsp /70g,Chinese Steamed Pork Buns,white sugar,,
532,2 cups / 300g ,Chinese Steamed Pork Buns,plain flour,(all purpose),
533,1 cup / 155g,Chinese Steamed Pork Buns,cornflour / cornstarch,,
534,1/4 cup / 65 ml ,Chinese Steamed Pork Buns,vegetable oil,,
535,2 1/2,Chinese Steamed Pork Buns,baking powder,,tsp
536,1,Chinese Steamed Pork Buns,vegetable oil,,tbsp
537,1/3,Chinese Steamed Pork Buns,finely chopped escalot or white onion,(Note 1),cup
538,1,Chinese Steamed Pork Buns,sugar,,tbsp
539,1 1/2,Chinese Steamed Pork Buns,soy sauce,regular or light (not dark),tbsp
540,1 1/2,Chinese Steamed Pork Buns,oyster sauce,(can sub Hoisin),tbsp
541,1,Chinese Steamed Pork Buns,sesame oil,,tbsp
542,1/2,Chinese Steamed Pork Buns,water,,cup
543,1,Chinese Steamed Pork Buns,cornflour dissolved in 1 tbsp water,,tbsp
544,1 1/2,Chinese Steamed Pork Buns,Chinese Barbecue Pork,diced (Note 2),cups
545,2,Singapore Noodles,soy sauce,(Note 1),tbsp
546,2,Singapore Noodles,Chinese cooking wine,(Note 2),tbsp
547,2 1/2,Singapore Noodles,"curry powder (hot or ordinary, Note 3)",,tsp
548,1/2,Singapore Noodles,sugar,,tsp
549,1/2,Singapore Noodles,white pepper (black also ok),,tsp
550,100g / 3 oz,Singapore Noodles,dried rice vermicelli noodles,(Note 4),
551,2,Singapore Noodles,peanut oil,separated,tbsp
552,8-10,Singapore Noodles,medium raw shrimp / prawns,shelled and deveined,
553,2,Singapore Noodles,eggs,beaten,
554,1/2,Singapore Noodles,medium onion,"thinly sliced (yellow, brown or white)",
555,4,Singapore Noodles,garlic cloves,minced,
556,1,Singapore Noodles,ginger,freshly grated,tsp
557,1/2 lb / 250g ,Singapore Noodles,"Chinese barbecue pork (Char Siu), thinly sliced (Note 5)",,
558,1,Singapore Noodles,red capsicum / bell pepper,,cup
559,2,Singapore Noodles,"thinly sliced hot green pepper (adjust to taste, optional)",,tsp
560,1 1/4,Chinese Lettuce Wraps (San Choy Bow ),cornflour / cornstarch,,tsp
561,3,Chinese Lettuce Wraps (San Choy Bow ),"water,",separated,tbsp
562,1 1/2,Chinese Lettuce Wraps (San Choy Bow ),light soy sauce,(Note 1),tbsp
563,1,Chinese Lettuce Wraps (San Choy Bow ),dark soy sauce,(Note 1),tsp
564,2,Chinese Lettuce Wraps (San Choy Bow ),oyster sauce,,tbsp
565,1,Chinese Lettuce Wraps (San Choy Bow ),sesame oil,,tsp
566,2,Chinese Lettuce Wraps (San Choy Bow ),Chinese cooking wine,"(or sub Mirin or dry sherry, Note 2)",tbsp
567,1,Chinese Lettuce Wraps (San Choy Bow ),white sugar,(can omit),tsp
568,1,Chinese Lettuce Wraps (San Choy Bow ),peanut oil,,tbsp
569,1,Chinese Lettuce Wraps (San Choy Bow ),"large garlic,",minced,clove
570,1/2,Chinese Lettuce Wraps (San Choy Bow ),"ginger,",minced,tsp
571,300g / 10oz,Chinese Lettuce Wraps (San Choy Bow ),pork mince,(ground pork) (Note 3),
572,1/2,Chinese Lettuce Wraps (San Choy Bow ),"onion,",finely chopped,
573,1,Chinese Lettuce Wraps (San Choy Bow ),"small carrot,",finely chopped,
574,100g/ 3.5oz,Chinese Lettuce Wraps (San Choy Bow ),"canned water chestnuts,",drained and finely chopped (Note 4),
575,5,Chinese Lettuce Wraps (San Choy Bow ),"baby corn,","canned or fresh, finely chopped (Note 4)",
576,5,Chinese Lettuce Wraps (San Choy Bow ),"mushrooms,","finely chopped(shiitake is best, I used Swiss Brown)",
577,8,Chinese Lettuce Wraps (San Choy Bow ),"large or 16 - 20 small lettuce, preferably soft",(Note 5),leaves
578,,Chinese Lettuce Wraps (San Choy Bow ),Crushed peanuts,,
579,,Chinese Lettuce Wraps (San Choy Bow ),Finely sliced scallions / shallots,,
580,2,Chinese Beef and Broccoli,cornstarch / cornflour,,tbsp
581,1/4,Chinese Beef and Broccoli,water,,cup
582,1,Chinese Beef and Broccoli,sugar,,tsp
583,1,Chinese Beef and Broccoli,dark soy sauce,(Note 1),tbsp
584,1 1/2,Chinese Beef and Broccoli,light soy sauce,(Note 1),tbsp
585,1,Chinese Beef and Broccoli,Chinese cooking wine,(Shaoxing wine) (Note 2),tbsp
586,1/8,Chinese Beef and Broccoli,Chinese five spice powder,(Note 3),tsp
587,1,Chinese Beef and Broccoli,sesame oil (optional),,tsp
588,1/8,Chinese Beef and Broccoli,tsp black pepper,,tsp
589,2,Chinese Beef and Broccoli,oil,,tbsp
590,12 oz / 360g,Chinese Beef and Broccoli,"beef fillet, flank or rump",(Note 4 for tenderising option), 
591,1,Chinese Beef and Broccoli,"garlic clove, finely chopped",,
592,1,Chinese Beef and Broccoli,"fresh ginger, finely chopped",,tsp
593,4 - 5,Chinese Beef and Broccoli,broccoli florets ,"(1 head), cooked (Note 5)",cups
594,1,Chinese Beef and Broccoli,water,,cup
595,,Chinese Beef and Broccoli,Sesame seeds (optional),,
596,10 oz / 300 g,Pork Stir Fry with Green Beans,green beans,(Note 1a), 
597,7 oz / 220 g ,Pork Stir Fry with Green Beans,pork mince,(Note 1b),
598,1/2,Pork Stir Fry with Green Beans,"small onion, finely chopped (about 1/2 cup)",,
599,2,Pork Stir Fry with Green Beans,finely chopped garlic (2 cloves),(Note 2),tsp
600,2,Pork Stir Fry with Green Beans,"ginger, finely chopped",(Note 2),tsp
601,2 1/2,Pork Stir Fry with Green Beans,peanut oil (or vegetable or canola),,tbsp
602,1,Pork Stir Fry with Green Beans,dark soy sauce (Note 3),,tbsp
603,1,Pork Stir Fry with Green Beans,Chinese cooking wine (Note 4 for subs),,tbsp
604,1,Pork Stir Fry with Green Beans,sugar,,tsp
605,1 1/2,Pork Stir Fry with Green Beans,Chilli Garlic Sauce (Note 5),,tsp +
606,5 - 6,Potstickers (Chinese Pan Fried Dumplings!),dried shiitake mushrooms,(Note 1),
607,1 ½,Potstickers (Chinese Pan Fried Dumplings!),finely chopped Chinese cabbage,(Napa cabbage),cups
608,½,Potstickers (Chinese Pan Fried Dumplings!),salt,,tsp
609,250 g / 0.5 lb ,Potstickers (Chinese Pan Fried Dumplings!),fatty pork mince,(20 - 30% fat ideal - Note 2),
610,¼,Potstickers (Chinese Pan Fried Dumplings!),garlic chives,finely chopped*,cup
611,2,Potstickers (Chinese Pan Fried Dumplings!),light soy sauce,(light or dark soy also ok),tsp
612,1 1/2,Potstickers (Chinese Pan Fried Dumplings!),Chinese wine,(Note 4),tsp
613,½,Potstickers (Chinese Pan Fried Dumplings!),sesame oil*,,tsp
614,¼,Potstickers (Chinese Pan Fried Dumplings!),white pepper,(black also ok),tsp
615,1,Potstickers (Chinese Pan Fried Dumplings!),garlic clove,minced,
616,½,Potstickers (Chinese Pan Fried Dumplings!),grated fresh ginger*,,tsp
617,30 - 35,Potstickers (Chinese Pan Fried Dumplings!),round dumpling wrappers,(Note 5),
618,1/2,Potstickers (Chinese Pan Fried Dumplings!),water per batch,,cup
619,4 - 6,Potstickers (Chinese Pan Fried Dumplings!),vegetable oil,,tsp
620,1/4 cup / 60g ,Stir Fried Peanut Sauce Noodles,crunchy peanut butter,(Note 1),
621,1 1/2,Stir Fried Peanut Sauce Noodles,fish sauce,(Note 2),tbsp
622,1 1/2,Stir Fried Peanut Sauce Noodles,dark soy sauce,(Note 3),tbsp
623,2,Stir Fried Peanut Sauce Noodles,sugar,,tsp
624,2,Stir Fried Peanut Sauce Noodles,cornflour / cornstarch,,tsp
625,2,Stir Fried Peanut Sauce Noodles,garlic clove,minced,
626,2,Stir Fried Peanut Sauce Noodles,grated ginger,,tsp
627,1 1/2,Stir Fried Peanut Sauce Noodles,curry powder,(any type),tsp
628,1/4 cup / 65 ml ,Stir Fried Peanut Sauce Noodles,water,,
629,180 g/ 6 oz ,Stir Fried Peanut Sauce Noodles,thinly sliced chicken breast,,
630,1,Stir Fried Peanut Sauce Noodles,bicarb / baking soda,"(optional, Note 4)",tsp
631,100 g/3.5 oz ,Stir Fried Peanut Sauce Noodles,dried rice noodles,(Note 5),
632,2,Stir Fried Peanut Sauce Noodles,oil,,tbsp
633,1,Stir Fried Peanut Sauce Noodles,garlic,finely chopped,
634,1/2,Stir Fried Peanut Sauce Noodles,onion,sliced,
635,1,Stir Fried Peanut Sauce Noodles,shredded carrot,,cup
636,1 1/2,Stir Fried Peanut Sauce Noodles,shredded cabbage,,cups
637,1,Stir Fried Peanut Sauce Noodles,beansprouts,,cup
638,,Stir Fried Peanut Sauce Noodles,Finely chopped coriander/cilantro,,
639,,Stir Fried Peanut Sauce Noodles,Crushed peanuts,,
640,,Peanut Sauce for Stir Fries,,,
641,,Peanut Sauce for Stir Fries,,,
642,,Peanut Sauce for Stir Fries,,,
643,,Peanut Sauce for Stir Fries,,,
644,,Peanut Sauce for Stir Fries,,,
645,,Peanut Sauce for Stir Fries,,,
646,,Peanut Sauce for Stir Fries,,,
647,1,Peanut Sauce for Stir Fries,fish sauce,(Note 1),tbsp
648,1/2,Peanut Sauce for Stir Fries,dark soy sauce,(Note 2),tbsp
649,1 1/2,Peanut Sauce for Stir Fries,sugar,,tsp
650,2,Peanut Sauce for Stir Fries,cornflour / cornstarch,,tsp
651,1,Peanut Sauce for Stir Fries,garlic clove,minced,
652,1,Peanut Sauce for Stir Fries,grated ginger,,tsp
653,1,Peanut Sauce for Stir Fries,curry powder,(any type),tsp
654,1 1/2 tbsp / 30 g,Peanut Sauce for Stir Fries,"crunchy peanut butter, regular",(Note 1),
655,3,Peanut Sauce for Stir Fries,water,,tbsp
656,1,Peanut Sauce for Stir Fries,SINGLE batch Peanut Sauce,(above),
657,2 tbsp,Peanut Sauce for Stir Fries,oil,,
658,1/2,Peanut Sauce for Stir Fries,"onion, sliced",,
659,1 - 2,Peanut Sauce for Stir Fries,"garlic cloves, finely chopped or minced",,
660,180- 200g / 6 - 7 oz,Peanut Sauce for Stir Fries,"protein of choice, sliced",,
661,3 - 4 cups,Peanut Sauce for Stir Fries,"vegetables of choice, chopped / sliced as required and  grouped by cooking time",(Note 4),
662,,Peanut Sauce for Stir Fries,DOUBLE batch Peanut Sauce,(tap Servings & slide),
663,,Peanut Sauce for Stir Fries,Stir fry ingredients above,,
664,100g / 3.5 oz,Peanut Sauce for Stir Fries,dried rice noodles OR 180g/6 oz fresh noodles of choice,prepared per packet,
665,,Peanut Sauce for Stir Fries,"Finely chopped coriander / cilantro, crushed peanuts",,
666,350 - 400 g / 12 - 14 oz ,Chinese Beef and Broccoli Noodles,beef rump or fillet,thinly sliced (or other quick cooking cut of beef),
667,1 1/2,Chinese Beef and Broccoli Noodles,peanut or vegetable oil,,tbsp
668,2,Chinese Beef and Broccoli Noodles,garlic cloves,finely chopped,
669,1/2,Chinese Beef and Broccoli Noodles,onion,finely sliced,
670,1,Chinese Beef and Broccoli Noodles,large head broccoli,broken into small florets,
671,400 - 450g / 14 - 15 oz ,Chinese Beef and Broccoli Noodles,egg noodles,"(hokkien, lo mein, singapore - from the fridge) (Note 1)",
672,1/2 cup / 125 ml,Chinese Beef and Broccoli Noodles,water,,
673,1,Chinese Beef and Broccoli Noodles,cornflour / cornstarch,,tbsp
674,2,Chinese Beef and Broccoli Noodles,dark soy sauce,(Note 2),tbsp
675,1 1/2,Chinese Beef and Broccoli Noodles,light soy sauce,(Note 2),tbsp
676,1 1/2,Chinese Beef and Broccoli Noodles,Chinese cooking wine/Shoasing wine,(Note 3),tbsp
