,amount,meal,name,notes,unit
380,1,Chicken Tikka Masala,garam masala,(Note 2),tsp
381,1,Chicken Tikka Masala,"each salt, cumin, ground coriander, paprika (sweet, normal or smokey)",,tsp
382,1,Chicken Tikka Masala,vegetable oil,,tbsp
383,1/8,Chicken Tikka Masala,cayenne pepper,(optional),tsp
384,,Chicken Tikka Masala,black pepper,,Pinch
385,2,Chicken Tikka Masala,lemon juice,,tsp
386,1 - 2,Chicken Tikka Masala,oil,(Note 3),tbsp
387,2,Chicken Tikka Masala,turmeric,,tsp
388,1,Chicken Tikka Masala,garam masala,(Note 2),tbsp
389,2,Chicken Tikka Masala,coriander,,tsp
390,1,Chicken Tikka Masala,cumin,,tsp
391,1/8,Chicken Tikka Masala,cardomon powder,,tsp
392,1/8,Chicken Tikka Masala,cayenne pepper,,tsp
393,3 tbsp (65ml),Chicken Tikka Masala,vegetable oil,(Note 3),
394,30g / 2 tbsp,Chicken Tikka Masala,unsalted butter OR ghee,,
395,1,Chicken Tikka Masala,"onion, finely chopped","(brown, white or yellow)",
396,1,Chicken Tikka Masala,salt,,tsp
397,2,Chicken Tikka Masala,fresh ginger,grated,tbsp
398,6,Chicken Tikka Masala,garlic,crushed or grated,cloves
399,1,Chicken Tikka Masala,paprika,(not smoked),tbsp
400,1 2/3 cups (400ml),Chicken Tikka Masala,tomato passata,(tomato puree),
401,1 2/3 cups (400ml),Chicken Tikka Masala,water,,
402,100 ml (1/3 cup + 1 tbsp),Chicken Tikka Masala,cream,(thickened or pure is fine),
403,1,Chicken Tikka Masala,sugar,,tsp
404,50g / 3 tbsp ,Chicken Tikka Masala,unsalted butter OR ghee,,
405,,Chicken Tikka Masala,Basmati rice,,
406,2,Vegetable Curry,curry powder,mild or hot (Note 1),tbsp
407,1,Vegetable Curry,All Spice powder,,tsp
408,1,Vegetable Curry,nutmeg powder,(or 1/2 tsp freshly grated nutmeg),tsp
409,1 1/2,Vegetable Curry,smoked paprika,(sub with sweet or ordinary paprika),tsp
410,2,Vegetable Curry,dried thyme leaves,(or 3 tsp fresh thyme leaves),tsp
411,1,Vegetable Curry,cumin powder,,tsp
412,3/4,Vegetable Curry,cayenne pepper,(adjust to taste),tsp
413,1,Vegetable Curry,pepper,(white or black),tsp
414,3,Vegetable Curry,cooking oil,,tbsp
415,1,Vegetable Curry,large onion,"diced (brown, white, yellow)",
416,1,Vegetable Curry,large red chilli / cayenne pepper,deseeded and finely sliced,
417,2,Vegetable Curry,large garlic cloves,minced,
418,1,Vegetable Curry,large red capsicum / bell pepper *,"chopped into 1.7cm / 2/3"" pieces (~1.5 cups)",
419,800g/ 28 oz,Vegetable Curry,canned crushed tomato,,
420,2 cups (500 ml),Vegetable Curry,vegetable or chicken broth,,
421,1,Vegetable Curry,zucchini,diced (~1 cup) *,
422,2,Vegetable Curry,sweet potato *,"1.5cm / 3/5"" cubes (~225g/7.5oz)",cups
423,2,Vegetable Curry,cauliflower florets *,small / medium (~180g/6oz),cups
424,3/4,Vegetable Curry,frozen peas *,,cup
425,2,Vegetable Curry,handfuls baby spinach,optional (Note 2),
426,1/2,Vegetable Curry,finely chopped coriander/cilantro,"(leaves and stems), plus more for garnish",cup
427,,Vegetable Curry,Salt and pepper,,
428,,Vegetable Curry,Yoghurt,(plain or Greek),
429,,Vegetable Curry,Basmati rice,,
430,,Vegetable Curry,White rice,,
431,4,Cauliflower and Chickpea Curry,vegetable oil,,tbsp
432,1,Cauliflower and Chickpea Curry,ginger,finely grated,tbsp
433,3,Cauliflower and Chickpea Curry,large garlic cloves,minced.,
434,1,Cauliflower and Chickpea Curry,large onion,"chopped (brown, white, yellow)",
435,3,Cauliflower and Chickpea Curry,coriander powder,,tsp
436,1/4,Cauliflower and Chickpea Curry,tumeric powder,,tsp
437,1,Cauliflower and Chickpea Curry,cumin powder,,tsp
438,2,Cauliflower and Chickpea Curry,paprika,,tsp
439,1 1/2,Cauliflower and Chickpea Curry,chicken stock,,cups
440,800,Cauliflower and Chickpea Curry,/ 28 oz can crushed tomato,,g
441,300,Cauliflower and Chickpea Curry,/ 4 cups,packed cauliflower small florets (1 small / 1/2 large cauliflower),g
442,400,Cauliflower and Chickpea Curry,/ 14 oz can chickpeas,drained,g
443,,Cauliflower and Chickpea Curry,Salt,,
444,1,Cauliflower and Chickpea Curry,sugar - optional,Note 1,tsp
445,3/4,Cauliflower and Chickpea Curry,frozen peas,75g,cup
446,3,Cauliflower and Chickpea Curry,garam masala powder,Note 2,tsp
447,1/4,Cauliflower and Chickpea Curry,coriander / cilantro leaves,chopped,cup
448,,Cauliflower and Chickpea Curry,Yoghurt,to serve (highly recommended),
449,3,Qeema Indian Curried Beef,oil,(any other than olive oil) (Note 1),tbsp
450,4,Qeema Indian Curried Beef,ginger,finely chopped,tsp
451,5,Qeema Indian Curried Beef,large garlic cloves,minced (about 4 tsp minced garlic),
452,1,Qeema Indian Curried Beef,large onion,finely diced (about 1 cup of onion),
453,1 lb /500g ,Qeema Indian Curried Beef,ground beef,(mince),
454,3/4,Qeema Indian Curried Beef,salt,(I use table salt),tsp
455,1 - 1 1/2,Qeema Indian Curried Beef,red chilli powder or cayenne pepper,(Note 2),tsp
456,1 1/4,Qeema Indian Curried Beef,garam masala,(Note 3),tsp
457,1 1/4,Qeema Indian Curried Beef,cumin powder,,tsp
458,1 1/4,Qeema Indian Curried Beef,coriander powder,,tsp
459,1/2,Qeema Indian Curried Beef,turmeric powder,,tsp
460,1,Qeema Indian Curried Beef,water,,cup
461,1/2,Qeema Indian Curried Beef,red chili flakes,,tsp
462,,Qeema Indian Curried Beef,Cilantro/coriander leaves,,
463,2 1/2,Aloo Paratha (Indian Potato Stuffed Flatbread),plain white flour,(Note 1),cups
464,1,Aloo Paratha (Indian Potato Stuffed Flatbread),salt,,tsp
465,1,Aloo Paratha (Indian Potato Stuffed Flatbread),water,(Note 2),cup
466,2,Aloo Paratha (Indian Potato Stuffed Flatbread),vegetable oil,"(or any other cooking oil), ghee or butter",tbsp
467,1 1/2,Aloo Paratha (Indian Potato Stuffed Flatbread),mashed potato,(Notes 3 and 4),cups
468,1/2,Aloo Paratha (Indian Potato Stuffed Flatbread),shallots/scallions,chopped,cup
469,2,Aloo Paratha (Indian Potato Stuffed Flatbread),fresh coriander/cilantro,roughly chopped (optional - adds a nice burst of freshness),tbsp
470,1/2,Aloo Paratha (Indian Potato Stuffed Flatbread),fresh ginger,grated (optional - Note 5),tsp
471,1,Aloo Paratha (Indian Potato Stuffed Flatbread),Garam Masala,(Note 6),tsp
472,1,Aloo Paratha (Indian Potato Stuffed Flatbread),Ajwain/ Carom seeds OR 1 tsp thyme,(Note 7),tsp
473,1/4,Aloo Paratha (Indian Potato Stuffed Flatbread),chili powder,(Note 8),tsp
474,1/2,Aloo Paratha (Indian Potato Stuffed Flatbread),salt,,tsp
