,amount,meal,name,notes,unit
389,1,Chicken Fajitas,salt,,tsp
390,1/2,Chicken Fajitas,black pepper,,tsp
391,700g / 1.2 lb,Chicken Fajitas,skinless chicken thighs or 2 large chicken breasts,halved horizontally (Note 2),
392,2,Chicken Fajitas,olive oil,,tbsp
393,3,Chicken Fajitas,capsicums / bell peppers,"deseeded and sliced (red, yellow or green)",
394,1,Chicken Fajitas,large onion,"halved and sliced thickly (brown, yellow, white or red)",
395,8– 12 ,Chicken Fajitas,small tortillas,,
396,1,Chicken Fajitas,large avocado,halved and sliced,
397,,Chicken Fajitas,Sour cream,,
398,,Chicken Fajitas,Fresh lime wedges,,
399,6 - 8,Quesadilla!!!,flour tortillas,"(20cm/8"")",
400,2 cups (200g),Quesadilla!!!,shredded Monterey Jack cheese,(or other of choice) (Note 1),
401,3/4,Quesadilla!!!,roughly chopped coriander/cilantro,,cup
402,1,Quesadilla!!!,corn kernels,(frozen thawed or can drained),cup
403,,Quesadilla!!!,"ONE Filling of Choice, below","(beef, chicken or vegetable)",
404,1,Quesadilla!!!,"each onion powder, dried oregano, salt",,tsp
405,2,Quesadilla!!!,"each cumin powder, paprika",,tsp
406,1/4,Quesadilla!!!,"each black pepper, cayenne pepper (optional)",,tsp
407,1/2,Quesadilla!!!,olive oil,,tbsp
408,2,Quesadilla!!!,garlic cloves,minced,
409,1/2,Quesadilla!!!,onion,finely chopped,
410,500g / 1 lb ,Quesadilla!!!,ground beef / mince,,
411,1,Quesadilla!!!,small red capsicum/bell peppers,diced,
412,2,Quesadilla!!!,tomato paste,,tbsp
413,1/4 cup (65 ml),Quesadilla!!!,water,,
414,2 1/2,Quesadilla!!!,olive oil,,tbsp
415,500 g/1 lb ,Quesadilla!!!,chicken thighs,skinless boneless (Note 2),
416,2,Quesadilla!!!,garlic cloves,minced,
417,1,Quesadilla!!!,small onion,quartered and sliced,
418,1,Quesadilla!!!,small red capsicum/bell pepper,diced,
419,2,Quesadilla!!!,vegetable oil,,tbsp
420,1,Quesadilla!!!,onion,diced,
421,2,Quesadilla!!!,garlic,minced,cloves
422,1,Quesadilla!!!,"can of black beans, drained",(400g/14oz),
423,1,Quesadilla!!!,capsicum/bell pepper,diced (any colour),
424,1,Quesadilla!!!,corn,(canned drained or frozen thawed),cup
425,1/4,Quesadilla!!!,tomato paste,,cup
426,1/4 cup (65 ml),Quesadilla!!!,water,,
427,1,Avocado Sauce,large,ripe avocado,
428,1/3,Avocado Sauce,sour cream or yoghurt,,cup
429,1/2,Avocado Sauce,small clove of garlic,,
430,,Avocado Sauce,Juice of 1/2 lemon,,
431,1 - 2,Avocado Sauce,olive oil,,tbsp
432,1/2,Avocado Sauce,"(packed) coriander / cilantro, roughly chopped",,cup
433,,Avocado Sauce,Salt and pepper to taste,,
434,2,Mexican Avocado Chicken Salad,lime juice,,tbsp
435,1,Mexican Avocado Chicken Salad,honey,,tbsp
436,1/4,Mexican Avocado Chicken Salad,olive oil (65ml),,cup
437,1,Mexican Avocado Chicken Salad,"garlic clove, minced",,
438,½,Mexican Avocado Chicken Salad,salt + black pepper,,tsp
439,2,Mexican Avocado Chicken Salad,"small chicken breasts, 400g/14oz (pound or split if thicker than 2cm / 4/5”)",,
440,1/2,Mexican Avocado Chicken Salad,EACH chipotle powder (Note 1) and oregano,,tsp
441,1/4,Mexican Avocado Chicken Salad,cumin powder,,tsp
442,,Mexican Avocado Chicken Salad,Salt & pepper,,
443,1/2,Mexican Avocado Chicken Salad,olive oil,,tbsp
444,1,Mexican Avocado Chicken Salad,"avocado, chunky dice (watch video to see how I do this)",,
445,1,Mexican Avocado Chicken Salad,"cherry tomatoes, halved",,cup
446,¾,Mexican Avocado Chicken Salad,"corn kernels (canned, drained)",,cup
447,½,Mexican Avocado Chicken Salad,"red onion, finely chopped",,
448,1/4,Mexican Avocado Chicken Salad,"coriander / cilantro, finely chopped",,cup
449,5,Mexican Avocado Chicken Salad,"heaped cups cos / romaine lettuce, cut into bite size pieces",,
450,,A Big Mexican Fiesta That's Easy to Make,Pork Carnitas,,
451,,A Big Mexican Fiesta That's Easy to Make,Restaurant style salsa,(doubles as taco sauce + dip),
452,,A Big Mexican Fiesta That's Easy to Make,Authentic Guacamole,,
453,,A Big Mexican Fiesta That's Easy to Make,Pickled red cabbage,(Note 1),
454,,A Big Mexican Fiesta That's Easy to Make,Warmed tortillas,,
455,,A Big Mexican Fiesta That's Easy to Make,Homemade tortilla chips,(see below),
456,,A Big Mexican Fiesta That's Easy to Make,Grilled corn,(See below),
457,,A Big Mexican Fiesta That's Easy to Make,Sour Cream,,
458,,A Big Mexican Fiesta That's Easy to Make,Chopped white onions,(Note 2),
459,,A Big Mexican Fiesta That's Easy to Make,Coriander/cilantro leaves,(whole or chopped),
460,,A Big Mexican Fiesta That's Easy to Make,Lime wedges,,
461,,A Big Mexican Fiesta That's Easy to Make,Marinated Chicken for tacos,,
462,,A Big Mexican Fiesta That's Easy to Make,Lime marinated chicken,,
463,,A Big Mexican Fiesta That's Easy to Make,Chicken Fajitas,,
464,,A Big Mexican Fiesta That's Easy to Make,Mexican Shredded Chicken,,
465,,A Big Mexican Fiesta That's Easy to Make,Beef Fajitas,,
466,,A Big Mexican Fiesta That's Easy to Make,Mexican Shredded Beef,,
467,,A Big Mexican Fiesta That's Easy to Make,Fish Tacos,,
468,,A Big Mexican Fiesta That's Easy to Make,Prawn/shrimp Tacos,,
469,,A Big Mexican Fiesta That's Easy to Make,Pico de Gallo,,
470,,A Big Mexican Fiesta That's Easy to Make,Queso Dip,(stays silky when cool!),
471,,A Big Mexican Fiesta That's Easy to Make,Mexican Corn Salad,,
472,,A Big Mexican Fiesta That's Easy to Make,Avocado Corn Salad,,
473,,A Big Mexican Fiesta That's Easy to Make,Mexican Grilled Corn with Chipotle Adobo Sauce,,
474,,A Big Mexican Fiesta That's Easy to Make,Pig Out Salsa,(Chorizo and Corn),
475,,A Big Mexican Fiesta That's Easy to Make,Mexican Red Rice,,
476,,A Big Mexican Fiesta That's Easy to Make,Refried Beans,(Note 3),
477,,A Big Mexican Fiesta That's Easy to Make,Shredded Cheeses,,
478,,A Big Mexican Fiesta That's Easy to Make,Avocado Slices (instead of guac),,
479,,A Big Mexican Fiesta That's Easy to Make,Hot Sauces,,
480,,A Big Mexican Fiesta That's Easy to Make,Sliced Jalapeno,,
481,,A Big Mexican Fiesta That's Easy to Make,Churros,"(quick, and great for make ahead)",
482,1 1/2,Mexican Red Rice,olive oil,,tbsp
483,2,Mexican Red Rice,garlic cloves,minced,
484,1/2,Mexican Red Rice,small white onion,finely chopped,
485,1,Mexican Red Rice,long grain white rice,uncooked (Note 1),cup
486,1 3/4 cups (435 ml),Mexican Red Rice,chicken or vegetable broth,(Note 2),
487,2 1/2,Mexican Red Rice,tomato paste,,tbsp
488,1/4,Mexican Red Rice,salt,,tsp
489,1,Mexican Red Rice,serrano or jalapeno pepper,whole (optional),
490,1,Mexican Red Rice,sprig coriander / cilantro,,
491,,Mexican Red Rice,Finely chopped coriander / cilantro leaves,,
492,2.5 cups / 225 g,Life Changing Queso Dip (Mexican Cheese Dip),"Cheddar cheese, freshly shredded",(Important - read Note 1),
493,1,Life Changing Queso Dip (Mexican Cheese Dip),cornflour / cornstarch,,tbsp
494,1/2 tbsp / 8 g,Life Changing Queso Dip (Mexican Cheese Dip),butter,,
495,1,Life Changing Queso Dip (Mexican Cheese Dip),"large garlic clove, minced",,
496,1/4,Life Changing Queso Dip (Mexican Cheese Dip),"small white onion, very finely chopped (1/4 cup)",,
497,375 g / 13 oz,Life Changing Queso Dip (Mexican Cheese Dip),"evaporated milk (1 can, not low fat)",,
498,1,Life Changing Queso Dip (Mexican Cheese Dip),"small tomato, finely diced (3/4 cup)",(Note 2),
499,1/4,Life Changing Queso Dip (Mexican Cheese Dip),"each onion powder, garlic powder, cumin",,tsp
500,4 oz / 113g,Life Changing Queso Dip (Mexican Cheese Dip),"can chopped green chile, fire roasted",(Subs Note 3),
501,1/4,Life Changing Queso Dip (Mexican Cheese Dip),"coriander / cilantro, finely chopped ",,cup
502,2 - 3,Life Changing Queso Dip (Mexican Cheese Dip),"milk, any",,tbsp
503,,Life Changing Queso Dip (Mexican Cheese Dip),Salt,,
504,1,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",olive oil,,tsp
505,250 - 300 g / 8 - 10 oz  ,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",chorizo,raw (not cured) (Note 1),
506,1,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",garlic clove,minced,
507,1,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",corn kernels,canned drain or raw cooked,cup
508,1,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",black beans,"(from can, drained)",cup
509,250 g / 8 oz ,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",cherry tomatoes,quartered (Note 2),
510,1/2,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",red onion,finely chopped,
511,1/4,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",finely chopped coriander/cilantro leaves,,cup
512,1 1/2,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",white wine vinegar,,tbsp
513,2 1/2,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",olive oil,,tbsp
514,2,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",white sugar,,tsp
515,1/4,"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",each salt and pepper,,tsp
516,4,Carne Asada,garlic,minced,cloves
517,1/2 cup / 125 ml,Carne Asada,orange juice,,
518,1/4 cup / 65 ml,Carne Asada,lime juice,(about 2 limes),
519,1,Carne Asada,finely chopped coriander / cilantro,,cup
520,1/2,Carne Asada,salt,,teaspoon
521,1/4,Carne Asada,black pepper,,teaspoon
522,1/4 cup / 65 ml,Carne Asada,olive oil,,
523,1,Carne Asada,jalapeno,"(fresh), finely minced",
524,2,Carne Asada,"white vinegar (any clear or clear-ish vinegar will be ok here e.g. white wine vinegar, cider vinegar)",,tbsp
525,,Carne Asada,Oil,,
526,750 g - 1.2kg / 1.5 - 2.5lb,Carne Asada,skirt of flank (I used a 900g/1.8lb skirt) (Note 1),,
527,,Carne Asada,Tortillas,,
528,,Carne Asada,Avocado Slices,,
529,,Carne Asada,Pico De Gallo or Tomato,,
530,,Carne Asada,Coriander/cilantro leaves,,
531,,Carne Asada,Lime wedges,,
532,400 g / 14 oz ,Oven Baked Chicken Quesadillas,chicken,"cut into small bite size pieces (thigh, breast or tenderloin)",
533,1,Oven Baked Chicken Quesadillas,cumin powder,,tsp
534,1,Oven Baked Chicken Quesadillas,garlic powder (or sub with onion powder),,tsp
535,1/2,Oven Baked Chicken Quesadillas,cayenne pepper,(or adjust to taste),tsp
536,1,Oven Baked Chicken Quesadillas,paprika powder,,tsp
537,1/2,Oven Baked Chicken Quesadillas,salt + black pepper,,tsp
538,1,Oven Baked Chicken Quesadillas,olive oil,,tbsp
539,1,Oven Baked Chicken Quesadillas,olive oil,,tbsp
540,1/2,Oven Baked Chicken Quesadillas,small onion,"diced (brown, white, yellow)",
541,1,Oven Baked Chicken Quesadillas,garlic clove,minced,
542,1,Oven Baked Chicken Quesadillas,red capsicum / bell pepper,diced,
543,1,Oven Baked Chicken Quesadillas,green capsicum / bell pepper,diced,
544,4,Oven Baked Chicken Quesadillas,flour tortillas,"(20cm/8"")",
545,,Oven Baked Chicken Quesadillas,Olive oil spray,,
546,1,Oven Baked Chicken Quesadillas,"grated cheese, or more to taste","(tasty, cheddar, Monterey Jack, Pepper Jack or other melting cheese of choice) (Note 1)",cups
547,,Pork Carnitas Tacos + Good Food & Wine Show!,Pork Carnitas,,
548,,Pork Carnitas Tacos + Good Food & Wine Show!,Spicy Tomato Salsa Sauce,,
549,,Pork Carnitas Tacos + Good Food & Wine Show!,Small tortillas,(corn or flour),
550,,Pork Carnitas Tacos + Good Food & Wine Show!,Avocado slices,,
551,,Pork Carnitas Tacos + Good Food & Wine Show!,Tomato slices,,
552,,Pork Carnitas Tacos + Good Food & Wine Show!,Lime wedges,,
553,,Pork Carnitas Tacos + Good Food & Wine Show!,White onions,finely sliced or diced,
554,,Pork Carnitas Tacos + Good Food & Wine Show!,Coriander / cilantro leaves,,
555,,Pork Carnitas Tacos + Good Food & Wine Show!,Grated cheese,,
556,1/4,Pork Carnitas Tacos + Good Food & Wine Show!,finely chopped onion,"(white, brown or yellow)",cup
557,1,Pork Carnitas Tacos + Good Food & Wine Show!,garlic clove,minced,
558,2,Pork Carnitas Tacos + Good Food & Wine Show!,olive oil,,tbsp
559,14 oz / 435 g ,Pork Carnitas Tacos + Good Food & Wine Show!,can refried beans,(I use Old El Paso),
560,1,Pork Carnitas Tacos + Good Food & Wine Show!,onion powder,(or garlic powder),tsp
561,1/2,Pork Carnitas Tacos + Good Food & Wine Show!,cumin,,tsp
562,1/3 - 1/2,Pork Carnitas Tacos + Good Food & Wine Show!,sour cream,,cup
563,1 - 1.5 lb / 500 - 750g ,Mexican Grilled Chicken Tacos,chicken thigh fillets,(Note 2),
564,1,Mexican Grilled Chicken Tacos,olive oil,,tbsp
565,4,Mexican Grilled Chicken Tacos,orange juice,,tbsp
566,2,Mexican Grilled Chicken Tacos,apple cider vinegar,(or rice vinegar),tbsp
567,1 1/2,Mexican Grilled Chicken Tacos,lime juice,,tbsp
568,3,Mexican Grilled Chicken Tacos,garlic cloves,minced,
569,1 1/2,Mexican Grilled Chicken Tacos,chipotle or ancho chile powder,(Note 3),tbsp
570,2,Mexican Grilled Chicken Tacos,dried oregano,,tsp
571,2,Mexican Grilled Chicken Tacos,smoked paprika powder,(Note 4),tsp
572,1/8,Mexican Grilled Chicken Tacos,All Spice,,tsp
573,1/4,Mexican Grilled Chicken Tacos,cinnamon powder,,tsp
574,1/4 - 1/2,Mexican Grilled Chicken Tacos,cayenne pepper,(optional - for spiciness),tsp
575,1,Mexican Grilled Chicken Tacos,salt,,tsp
576,,Mexican Grilled Chicken Tacos,Black pepper,,
577,,Mexican Grilled Chicken Tacos,Tortillas or taco shells,,
578,,Mexican Grilled Chicken Tacos,Pico de Gallo,(tomato salsa),
579,,Mexican Grilled Chicken Tacos,Sour cream,,
580,,Mexican Grilled Chicken Tacos,Avocado,,
581,,Mexican Grilled Chicken Tacos,Fresh coriander / cilantro,,
582,,Mexican Grilled Chicken Tacos,Lime wedges,,
583,1.5 lb / 750g ,Mexican Shredded Chicken,chicken breast,skinless boneless (~3 halves),
584,1/2,Mexican Shredded Chicken,Chipotles in Adobo Sauce,(4 chillies + sauce) (Note 1),cup
585,14 oz / 400g ,Mexican Shredded Chicken,can crushed tomatoes,,
586,2,Mexican Shredded Chicken,garlic cloves,crushed,
587,1,Mexican Shredded Chicken,"EACH dried oregano, cumin powder and onion powder (or garlic powder)",,tsp
588,2,Mexican Shredded Chicken,sugar,(any),tsp
589,3/4,Mexican Shredded Chicken,salt,(Note 2),tsp
590,,Mexican Shredded Chicken,Pepper,,
591,3,Mexican Shredded Chicken,olive oil,(Note 3),tbsp
592,2,Mexican Shredded Chicken,lime juice,,tbsp
593,1 lb / 500g ,Beef Fajitas,beef steak,(rump and skirt are ideal) (Note 1),
594,4 tbsp / 1/4 cup,Beef Fajitas,orange juice,fresh (1 orange), 
595,2,Beef Fajitas,lime juice,,tbsp
596,2,Beef Fajitas,garlic cloves,minced,
597,1/2,Beef Fajitas,cumin powder,,tsp
598,1/2,Beef Fajitas,coriander powder,,tsp
599,1/2,Beef Fajitas,onion powder,(optional),tsp
600,1,Beef Fajitas,chipotle powder,(Note 2),tsp
601,1/2,Beef Fajitas,salt,,tsp
602,,Beef Fajitas,Black pepper,,
603,2 - 3,Beef Fajitas,oil,,tbsp
604,2,Beef Fajitas,bell peppers/capsicum,sliced (Note 3),
605,1,Beef Fajitas,large onion,"halved and sliced (brown, yellow, white)",
606,,Beef Fajitas,Salt and pepper,,
607,12 ,Beef Fajitas,tortillas,small,
608,,Beef Fajitas,Avocado,,
609,,Beef Fajitas,Cilantro/coriander,,
610,,Beef Fajitas,Sour cream,,
611,,Beef Fajitas,Lime wedges,,
612,,Beef Fajitas,Tomatoes,"sliced, or Pico de gallo",
613,3,Pico de Gallo (Authentic Mexican Salsa),large tomatoes,,
614,1/3,Pico de Gallo (Authentic Mexican Salsa),cilantro/coriander leaves,roughly chopped,cup
615,1/4,Pico de Gallo (Authentic Mexican Salsa),finely chopped white onion,(Note 1),cup
616,1 1/2,Pico de Gallo (Authentic Mexican Salsa),finely chopped jalapeño or serrano chilli,(adjust to taste),tbsp
617,1 - 2,Pico de Gallo (Authentic Mexican Salsa),lime juice,(adjust to taste),tbsp
618,1/2,Pico de Gallo (Authentic Mexican Salsa),salt,(table salt) or 3/4 tsp kosher / sea salt flakes,tsp
619,1,Ripper Beef Nachos,olive oil,,tbsp
620,2,Ripper Beef Nachos,garlic cloves,,
621,1/2,Ripper Beef Nachos,onion,finely chopped,
622,1 lb / 500g ,Ripper Beef Nachos,ground beef,(mince),
623,2,Ripper Beef Nachos,tomato paste,,tbsp
624,2,Ripper Beef Nachos,water,,tbsp
625,1,Ripper Beef Nachos,each onion powder,"(Note 1), dried oregano, salt",tsp
626,2,Ripper Beef Nachos,each dried cumin powder,paprika,tsp
627,1/4,Ripper Beef Nachos,cayenne pepper,or to taste,tsp
628,14 oz / 400g,Ripper Beef Nachos,corn chips,good quality (Note 2), 
629,2,Ripper Beef Nachos,grated cheese,"(cheddar, tasty, gruyere, Monterey Jack)",cups
630,1,Ripper Beef Nachos,quantity Nachos Cheese Sauce,warm (Note 3),
631,,Ripper Beef Nachos,Sliced scallions / shallots,,
632,1,Ripper Beef Nachos,quantity Proper Guacamole,Restaurant Style,
633,1,Ripper Beef Nachos,quantity Pico de Gallo,(Note 4),
634,,Ripper Beef Nachos,Sour cream,,
635,400,White Chicken Enchilada Soup (or Turkey!),chicken breast,,g
636,1/4,White Chicken Enchilada Soup (or Turkey!),salt,,tsp
637,,White Chicken Enchilada Soup (or Turkey!),Black pepper,,
638,1,White Chicken Enchilada Soup (or Turkey!),olive oil,,tbsp
639,2,White Chicken Enchilada Soup (or Turkey!),butter,,tbsp
640,2,White Chicken Enchilada Soup (or Turkey!),garlic cloves,crushed,
641,1,White Chicken Enchilada Soup (or Turkey!),onion,"diced (brown, white, yellow)",
642,3,White Chicken Enchilada Soup (or Turkey!),plain flour,,tbsp
643,1,White Chicken Enchilada Soup (or Turkey!),chicken broth / stock,,cup
644,4,White Chicken Enchilada Soup (or Turkey!),milk,(I used low fat),cups
645,1,White Chicken Enchilada Soup (or Turkey!),cumin powder,,tsp
646,1,White Chicken Enchilada Soup (or Turkey!),coriander power,,tsp
647,2 to 4,White Chicken Enchilada Soup (or Turkey!),canned jalapeños,finely chopped OR 1 x 4.5oz / 127g canned chopped peeled green chili,tbsp
648,1/4,White Chicken Enchilada Soup (or Turkey!),sour cream,(I used light),cup
649,1 1/2,White Chicken Enchilada Soup (or Turkey!),corn,(frozen or canned),cups
650,21 oz / 600g ,White Chicken Enchilada Soup (or Turkey!),canned white beans,"(1 1/2 cans), drained",
651,1/2 to 1,White Chicken Enchilada Soup (or Turkey!),salt,,tsp
652,,White Chicken Enchilada Soup (or Turkey!),Black pepper,,
653,½,Blackened Fish Tacos {Hapa Nom Nom Guest post},greek yogurt,,cup
654,1,Blackened Fish Tacos {Hapa Nom Nom Guest post},avocado,,
655,1,Blackened Fish Tacos {Hapa Nom Nom Guest post},cilantro/coriander leaves,,cup
656,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},garlic cloves,,
657,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},limes zested and juiced,,
658,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},jalapeños,,
659,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},mint,roughly chopped,tbsp
660,½,Blackened Fish Tacos {Hapa Nom Nom Guest post},Kosher salt,,tsp
661,,Blackened Fish Tacos {Hapa Nom Nom Guest post},Freshly ground black pepper,to taste,
662,1,Blackened Fish Tacos {Hapa Nom Nom Guest post},red cabbage,finely shredded*,cup
663,1,Blackened Fish Tacos {Hapa Nom Nom Guest post},green cabbage,finely shredded*,cup
664,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},carrots,grated*,
665,1/4,Blackened Fish Tacos {Hapa Nom Nom Guest post},mayonnaise,,cup
666,1,Blackened Fish Tacos {Hapa Nom Nom Guest post},Sriracha,,tsp
667,1,Blackened Fish Tacos {Hapa Nom Nom Guest post},fresh lime juice,,tbsp
668,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},paprika,,tbsp
669,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},ground cumin,,tsp
670,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},onion powder,,tsp
671,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},garlic powder,,tsp
672,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},dried thyme,,tsp
673,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},dry mustard,,tsp
674,1 1/4,Blackened Fish Tacos {Hapa Nom Nom Guest post},Kosher salt,,tsp
675,1/4,Blackened Fish Tacos {Hapa Nom Nom Guest post},cayenne pepper,,tsp
676,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},extra virgin olive oil,,tbsp
677,4,Blackened Fish Tacos {Hapa Nom Nom Guest post},tilapia fillets,,
678,8,Blackened Fish Tacos {Hapa Nom Nom Guest post},(6 inch) tortillas,,
679,2,Blackened Fish Tacos {Hapa Nom Nom Guest post},jalapeños,sliced,
680,1,Blackened Fish Tacos {Hapa Nom Nom Guest post},small bunch cilantro,,
681,1,One Pot Chicken Enchilada Rice Casserole,olive oil,,tbsp
682,400g (13oz),One Pot Chicken Enchilada Rice Casserole,"chicken breast, about 1/3""/1cm thick, sliced horizontally into thin steaks (Note 1)",,
683,1,One Pot Chicken Enchilada Rice Casserole,"small onion, diced",,
684,3,One Pot Chicken Enchilada Rice Casserole,"garlic, crushed",,cloves
685,1,One Pot Chicken Enchilada Rice Casserole,"red bell pepper/capsicum, diced",,
686,680g (24oz),One Pot Chicken Enchilada Rice Casserole,tomato passata or crushed canned tomatoes* (Note 2),,
687,3,One Pot Chicken Enchilada Rice Casserole,chicken broth or water (750ml),,cups
688,1 1/2,One Pot Chicken Enchilada Rice Casserole,frozen corn (250g),,cups
689,1/2,One Pot Chicken Enchilada Rice Casserole,cayenne pepper* (spicy - adjust to taste),,tsp
690,1,One Pot Chicken Enchilada Rice Casserole,dried oregano*,,tbsp
691,2,One Pot Chicken Enchilada Rice Casserole,cumin*,,tsp
692,1 1/2,One Pot Chicken Enchilada Rice Casserole,coriander*,,tsp
693,2,One Pot Chicken Enchilada Rice Casserole,onion powder*,,tsp
694,1,One Pot Chicken Enchilada Rice Casserole,brown sugar*,,tbsp
695,,One Pot Chicken Enchilada Rice Casserole,Salt and pepper,,
696,1 1/2 cups (270g),One Pot Chicken Enchilada Rice Casserole,"white rice (short, medium or long grain",uncooked (Note 4),
697,1 - 1 1/2,One Pot Chicken Enchilada Rice Casserole,grated cheese (about 125 - 150 g),,cups
698,,One Pot Chicken Enchilada Rice Casserole,Chopped cilantro/coriander,optional,
699,8,Shredded Beef Burritos,large extra soft flour tortillas,"(10""/26cm)",
700,1 1/2 to 2,Shredded Beef Burritos,shredded cheese,(I used Monterey Jack),cups
701,3 to 4,Shredded Beef Burritos,Mexican Shredded Beef plus sauce,tossed or separated (Note 1),cups
702,2,Shredded Beef Burritos,Mexican Red Rice,,cups
703,400g/14oz,Shredded Beef Burritos,can corn kernels,drained,
704,400g/14oz,Shredded Beef Burritos,can black beans,drained,
705,3,"Egg, Bacon and Avocado Quesadilla",rashers of streaky bacon,chopped,
706,4,"Egg, Bacon and Avocado Quesadilla",flour tortillas,(Note 1),
707,4,"Egg, Bacon and Avocado Quesadilla",eggs,,
708,1,"Egg, Bacon and Avocado Quesadilla",large avocado,halved and sliced,
709,1/2,"Egg, Bacon and Avocado Quesadilla",grated cheese,(I used cheddar),cup
710,,"Egg, Bacon and Avocado Quesadilla",Salt and pepper,,
711,2 1/2,Creamy White Chicken Enchiladas,butter,,tbsp
712,3,Creamy White Chicken Enchiladas,flour,,tbsp
713,1,Creamy White Chicken Enchiladas,milk,,cup
714,1/2,Creamy White Chicken Enchiladas,light sour cream,,cup
715,1,Creamy White Chicken Enchiladas,chicken broth,,cup
716,1/2,Creamy White Chicken Enchiladas,cumin powder,,tsp
717,2,Creamy White Chicken Enchiladas,finely chopped jalapeños OR canned green chilies,(Note 2),tbsp
718,1/2,Creamy White Chicken Enchiladas,salt + pepper,,tsp
719,2 1/2,Creamy White Chicken Enchiladas,shredded cooked chicken,(I used poached chicken breast),cups
720,1,Creamy White Chicken Enchiladas,frozen corn,,cup
721,1/2,Creamy White Chicken Enchiladas,sliced scallions,,cup
722,,Creamy White Chicken Enchiladas,Salt and pepper,,
723,2,Creamy White Chicken Enchiladas,grated cheese,(Note 1),cups
724,8 to,Creamy White Chicken Enchiladas,rtillas,(flour or corn),
725,1,Nachos Pie,olive oil,,tbsp
726,1,Nachos Pie,onion,"diced (brown, yellow, white)",
727,2,Nachos Pie,garlic cloves,,
728,13 oz / 400 g ,Nachos Pie,ground/mince beef,(use lean!),
729,1 oz / 28 g ,Nachos Pie,packet Taco Seasoning OR make your own - see Note 1,,
730,1/2,Nachos Pie,black pepper,,tsp
731,700 g / 24oz ,Nachos Pie,tomato passata or pureed canned tomatoes,(Note 2),
732,1/2,Nachos Pie,water,,cup
733,14 oz / 400 g ,Nachos Pie,canned red kidney beans,"(or any other beans), drained",
734,3 - 4,Nachos Pie,soft tortillas,(flour or corn) - for layering,
735,1,Nachos Pie,grated cheese,"(I used mozzarella, but any melting cheese is fine)",cup
736,2 oz / 70 g ,Nachos Pie,corn chips,,
737,1/2,Nachos Pie,avocado,diced,
738,1,Nachos Pie,large tomato,deseeded and diced (Note 3),
739,1/4,Nachos Pie,spanish,"(red) onion, diced",
740,2,Nachos Pie,lime juice,(fresh or bottled),tbsp
741,3,Nachos Pie,fresh coriander leaves,,tbsp
742,1/2,Nachos Pie,olive oil,,tbsp
743,,Nachos Pie,Salt and pepper,,
744,,Nachos Pie,Sour cream,,
745,1 1/2,Breakfast Enchiladas (with Bacon and Eggs),olive oil,,tbsp
746,2,Breakfast Enchiladas (with Bacon and Eggs),garlic cloves,minced,
747,1,Breakfast Enchiladas (with Bacon and Eggs),small onion,"(red, brown, white, yellow), diced",
748,1,Breakfast Enchiladas (with Bacon and Eggs),red capsicum,"(bell peppers), roughly diced",cup
749,400 g / 14 oz ,Breakfast Enchiladas (with Bacon and Eggs),crushed tinned tomato,,
750,400 g / 14 oz ,Breakfast Enchiladas (with Bacon and Eggs),canned black beans or red kidney beans,drained,
751,2,Breakfast Enchiladas (with Bacon and Eggs),paprika powder,,tsp
752,2,Breakfast Enchiladas (with Bacon and Eggs),cumin powder,,tsp
753,1/2,Breakfast Enchiladas (with Bacon and Eggs),salt,,tsp
754,,Breakfast Enchiladas (with Bacon and Eggs),Black pepper,,
755,8 oz / 250 g ,Breakfast Enchiladas (with Bacon and Eggs),bacon,diced,
756,5,Breakfast Enchiladas (with Bacon and Eggs),large eggs,"(or 6 normal eggs), lightly whisked",
757,6,Breakfast Enchiladas (with Bacon and Eggs),soft tortillas,"(standard size around 20cm/8"" in diameter)",
758,1/2,Breakfast Enchiladas (with Bacon and Eggs),cheese,,cup
759,,Breakfast Enchiladas (with Bacon and Eggs),Diced avocado,,
760,,Breakfast Enchiladas (with Bacon and Eggs),Sour cream,,
761,,Breakfast Enchiladas (with Bacon and Eggs),Coriander/cilantro,,
