,amount,meal,name,notes,unit
367,1 ½,Nando's Peri Peri Chicken Burger,paprika,,tsp
368,3/4,Nando's Peri Peri Chicken Burger,salt,,tsp
369,2,Nando's Peri Peri Chicken Burger,olive oil,,tbsp
370,1 lb / 500 g ,Greek Zucchini Tots (Mini Fritters),zucchinis,,
371,1/4,Greek Zucchini Tots (Mini Fritters),salt,,tsp
372,3/4,Greek Zucchini Tots (Mini Fritters),scallions/shallots,finely sliced (white and pale green parts only),cup
373,2,Greek Zucchini Tots (Mini Fritters),"garlic cloves, minced",,
374,1,Greek Zucchini Tots (Mini Fritters),panko breadcrumbs,,cup
375,2,Greek Zucchini Tots (Mini Fritters),eggs,lightly beaten,
376,150 g / 5 oz ,Greek Zucchini Tots (Mini Fritters),feta cheese,crumbled,
377,1/2,Greek Zucchini Tots (Mini Fritters),parmesan cheese,(or shredded cheddar or tasty cheese),cup
378,1,Greek Zucchini Tots (Mini Fritters),dried oregano,,tbsp
379,1/2,Greek Zucchini Tots (Mini Fritters),plain flour,,cup
380,,Greek Zucchini Tots (Mini Fritters),Oil spray,,
381,1,Greek Zucchini Tots (Mini Fritters),plain Greek yoghurt,,cup
382,1/2,Greek Zucchini Tots (Mini Fritters),lemon juice,,tbsp
383,1/2,Greek Zucchini Tots (Mini Fritters),extra virgin olive oil,(or more),tbsp
384,2,Greek Zucchini Tots (Mini Fritters),fresh mint,finely chopped,tsp
385,,Greek Zucchini Tots (Mini Fritters),Salt and pepper,,
386,5,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"chicken thighs, skin on, bone in",(about 1 kg / 2 lb) (Note 1),
387,1 - 2,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"lemons, use the zest + 4 tbsp lemon juice",(Note 7),
388,1,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,dried oregano,,tbsp
389,4,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"garlic cloves, minced",,
390,1/2,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,salt,,tsp
391,1 1/2,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"olive oil, separated",,tbsp
392,1,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,"small onion, finely diced",,
393,1 cup (180g),One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,long grain rice,uncooked (Note 6),
394,1 1/2 cups (375 ml),One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,chicken broth / stock,,
395,3/4 cup (185 ml),One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,water,,
396,1,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,dried oregano,,tbsp
397,3/4,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,salt,,tsp
398,,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,Black pepper,,
399,,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,Finely chopped parsley or oregano (optional),,
400,,One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,Fresh lemon zest (highly recommended),,
401,4,One Pan Spanish Chicken and Chorizo,chicken thigh fillets,skin on and bone in (about 8oz/250g each) (Note 1),
402,8 - 12,One Pan Spanish Chicken and Chorizo,baby potatoes,"scrubbed and skin on, halved (or 3 medium potatoes, cut into 4) (Note 2)",
403,2,One Pan Spanish Chicken and Chorizo,chorizo,"(5 - 6 oz / 150 - 200g in total), cut into 1/3cm / 1/8"" slices (Note 3)",
404,2,One Pan Spanish Chicken and Chorizo,garlic,minced,cloves
405,1,One Pan Spanish Chicken and Chorizo,red capsicum,"(bell pepper), cut into slices",small
406,1,One Pan Spanish Chicken and Chorizo,red onion,halved and cut into slices (or ordinary onion),small
407,1,One Pan Spanish Chicken and Chorizo,crushed tomatoes,,can (15oz/400g) 
408,1,One Pan Spanish Chicken and Chorizo,dried oregano,,tbsp
409,1/2 to 1,One Pan Spanish Chicken and Chorizo,cherry tomatoes,(8oz / 250g) (Note 4),punnet
410,2,One Pan Spanish Chicken and Chorizo,lemon juice,(Note 5),tbsp
411,1 1/2,One Pan Spanish Chicken and Chorizo,paprika,,tbsp
412,1/4 - 1/2,One Pan Spanish Chicken and Chorizo,cayenne or chilli powder,(adjust to taste for spiciness),tsp
413,1 1/2,One Pan Spanish Chicken and Chorizo,salt,,tsp
414,,One Pan Spanish Chicken and Chorizo,Black pepper,,
415,,One Pan Spanish Chicken and Chorizo,Fresh oregano leaves,,
416,2,Syrian Chicken,olive oil,,tbsp
417,2 lb / 1 kg ,Syrian Chicken,chicken thigh fillets,bone in and skin on (4 to 5 pieces) (see notes),
418,1,Syrian Chicken,cumin powder,,tsp
419,1,Syrian Chicken,cinnamon powder,,tsp
420,1,Syrian Chicken,salt,,tsp
421,,Syrian Chicken,Black pepper,,
422,1 1/2,Syrian Chicken,fresh ginger,finely chopped,tbsp
423,3,Syrian Chicken,garlic cloves,minced,
424,1,Syrian Chicken,onion,halved and finely sliced,
425,2,Syrian Chicken,birds eye chilis,finely chopped (or to taste) (see notes),
426,1/4,Syrian Chicken,"(combined) mint and coriander leaves, roughly chopped",,cup
427,2,Syrian Chicken,lemon juice,,tbsp
428,14 oz / 400 g ,Syrian Chicken,canned crushed tomato,,
429,1,Syrian Chicken,chicken stock / broth,,cup
430,1/8,Syrian Chicken,saffron powder,(see notes),tsp
431,1/2,Syrian Chicken,cumin powder,,tsp
432,3,Syrian Chicken,thyme or 1 tsp dried thyme leaves,,sprigs of
433,1/4,Syrian Chicken,dried currants or sultanas,(optional) (see notes),cup
434,8 oz / 250 g ,Syrian Chicken,giant couscous,(Israeli or Pearl Couscous),
435,,Syrian Chicken,Yoghurt,(optional),
436,600 g / 20 oz ,Greek Lamb and Salad Dinner,lamb steaks,(4 pieces in total),
437,2,Greek Lamb and Salad Dinner,large cucumbers,,
438,4,Greek Lamb and Salad Dinner,medium tomatoes,,
439,1,Greek Lamb and Salad Dinner,red onion,(spanish onion),
440,1/2,Greek Lamb and Salad Dinner,(combined) parsley and mint leaves,,cup
441,1/2,Greek Lamb and Salad Dinner,small garlic clove,,
442,1/4,Greek Lamb and Salad Dinner,crumbled feta cheese,,cup
443,16,Greek Lamb and Salad Dinner,olives,(black or green),
444,2,Greek Lamb and Salad Dinner,dried oregano,,tsp
445,8,Greek Lamb and Salad Dinner,sourdough bread,,slices
446,,Greek Lamb and Salad Dinner,Salt and pepper,,
447,1/2,Greek Lamb and Salad Dinner,extra virgin olive oil,,cup
448,1/4,Greek Lamb and Salad Dinner,lemon juice,,cup
449,2,Greek Lamb and Salad Dinner,honey,,tsp
450,1/2,Greek Lamb and Salad Dinner,garlic clove,minced,
451,1,Greek Lamb and Salad Dinner,salt,,tsp
452,,Greek Lamb and Salad Dinner,Black pepper,,
453,1,Midweek Paella,olive oil,,tbsp
454,350 g / 12 oz ,Midweek Paella,chicken thigh fillets,cut into 8 pieces,
455,180 g / 6oz ,Midweek Paella,chorizo,the best you can afford. I like to use a spicy one. (Note 3),
456,1,Midweek Paella,small brown onion,diced,
457,1,Midweek Paella,small red capsicum / bell pepper,roughly diced,
458,2,Midweek Paella,(packed) shredded spinach (optional - see Note 1),,cups
459,2,Midweek Paella,garlic cloves,minced,
460,1 can (400g/14oz),Midweek Paella,crushed tomato,,
461,1 1/2,Midweek Paella,chicken stock/broth,,cups
462,1/3,Midweek Paella,frozen peas,,cup
463,1,Midweek Paella,paprika,,tsp
464,1,Midweek Paella,spanish calasparra rice,(Note 2),cup
465,1 1/2,Midweek Paella,parsley,finely chopped,tbsp
466,,Midweek Paella,Salt and pepper,,
467,8 oz / 250 g ,Feta Marinated with Herbs and Chilli,feta cheese,preferably Danish or another creamy type (see notes),
468,1/2,Feta Marinated with Herbs and Chilli,extra virgin oil,,cup
469,2,Feta Marinated with Herbs and Chilli,garlic cloves,peeled,
470,2,Feta Marinated with Herbs and Chilli,herbs,finely chopped. (I used parsley and thyme leaves),tbsp
471,1,Feta Marinated with Herbs and Chilli,birds eye chilli,finely chopped (or any fresh red chilli of choice),
472,1//4,Feta Marinated with Herbs and Chilli,lemon rind,finely grated,tsp
473,,Feta Marinated with Herbs and Chilli,Black pepper,,
