meal,servings,name,amount,unit,notes
Chicken Tikka Masala,4,chicken thigh,600g/ 1.2lb ,,"(boneless, skinless), cut into 3cm / 2.2"" cubes (Note 1)"
Chicken Tikka Masala,4,"plain yoghurt,",1/2,cup,full fat best (Greek is fine)
Chicken Tikka Masala,4,garlic,6,cloves,minced (~1.5 tbsp)
Chicken Tikka Masala,4,fresh ginger,1,tbsp,grated
Chicken Tikka Masala,4,garam masala,1,tsp,(Note 2)
Chicken Tikka Masala,4,"each salt, cumin, ground coriander, paprika (sweet, normal or smokey)",1,tsp,
Chicken Tikka Masala,4,vegetable oil,1,tbsp,
Chicken Tikka Masala,4,cayenne pepper,1/8,tsp,(optional)
Chicken Tikka Masala,4,black pepper,,Pinch,
Chicken Tikka Masala,4,lemon juice,2,tsp,
Chicken Tikka Masala,4,oil,1 - 2,tbsp,(Note 3)
Chicken Tikka Masala,4,turmeric,2,tsp,
Chicken Tikka Masala,4,garam masala,1,tbsp,(Note 2)
Chicken Tikka Masala,4,coriander,2,tsp,
Chicken Tikka Masala,4,cumin,1,tsp,
Chicken Tikka Masala,4,cardomon powder,1/8,tsp,
Chicken Tikka Masala,4,cayenne pepper,1/8,tsp,
Chicken Tikka Masala,4,vegetable oil,3 tbsp (65ml),,(Note 3)
Chicken Tikka Masala,4,unsalted butter OR ghee,30g / 2 tbsp,,
Chicken Tikka Masala,4,"onion, finely chopped",1,,"(brown, white or yellow)"
Chicken Tikka Masala,4,salt,1,tsp,
Chicken Tikka Masala,4,fresh ginger,2,tbsp,grated
Chicken Tikka Masala,4,garlic,6,cloves,crushed or grated
Chicken Tikka Masala,4,paprika,1,tbsp,(not smoked)
Chicken Tikka Masala,4,tomato passata,1 2/3 cups (400ml),,(tomato puree)
Chicken Tikka Masala,4,water,1 2/3 cups (400ml),,
Chicken Tikka Masala,4,cream,100 ml (1/3 cup + 1 tbsp),,(thickened or pure is fine)
Chicken Tikka Masala,4,sugar,1,tsp,
Chicken Tikka Masala,4,unsalted butter OR ghee,50g / 3 tbsp ,,
Chicken Tikka Masala,4,Basmati rice,,,
Vegetable Curry,5,curry powder,2,tbsp,mild or hot (Note 1)
Vegetable Curry,5,All Spice powder,1,tsp,
Vegetable Curry,5,nutmeg powder,1,tsp,(or 1/2 tsp freshly grated nutmeg)
Vegetable Curry,5,smoked paprika,1 1/2,tsp,(sub with sweet or ordinary paprika)
Vegetable Curry,5,dried thyme leaves,2,tsp,(or 3 tsp fresh thyme leaves)
Vegetable Curry,5,cumin powder,1,tsp,
Vegetable Curry,5,cayenne pepper,3/4,tsp,(adjust to taste)
Vegetable Curry,5,pepper,1,tsp,(white or black)
Vegetable Curry,5,cooking oil,3,tbsp,
Vegetable Curry,5,large onion,1,,"diced (brown, white, yellow)"
Vegetable Curry,5,large red chilli / cayenne pepper,1,,deseeded and finely sliced
Vegetable Curry,5,large garlic cloves,2,,minced
Vegetable Curry,5,large red capsicum / bell pepper *,1,,"chopped into 1.7cm / 2/3"" pieces (~1.5 cups)"
Vegetable Curry,5,canned crushed tomato,800g/ 28 oz,,
Vegetable Curry,5,vegetable or chicken broth,2 cups (500 ml),,
Vegetable Curry,5,zucchini,1,,diced (~1 cup) *
Vegetable Curry,5,sweet potato *,2,cups,"1.5cm / 3/5"" cubes (~225g/7.5oz)"
Vegetable Curry,5,cauliflower florets *,2,cups,small / medium (~180g/6oz)
Vegetable Curry,5,frozen peas *,3/4,cup,
Vegetable Curry,5,handfuls baby spinach,2,,optional (Note 2)
Vegetable Curry,5,finely chopped coriander/cilantro,1/2,cup,"(leaves and stems), plus more for garnish"
Vegetable Curry,5,Salt and pepper,,,
Vegetable Curry,5,Yoghurt,,,(plain or Greek)
Vegetable Curry,5,Basmati rice,,,
Vegetable Curry,5,White rice,,,
Cauliflower and Chickpea Curry,4,vegetable oil,4,tbsp,
Cauliflower and Chickpea Curry,4,ginger,1,tbsp,finely grated
Cauliflower and Chickpea Curry,4,large garlic cloves,3,,minced.
Cauliflower and Chickpea Curry,4,large onion,1,,"chopped (brown, white, yellow)"
Cauliflower and Chickpea Curry,4,coriander powder,3,tsp,
Cauliflower and Chickpea Curry,4,tumeric powder,1/4,tsp,
Cauliflower and Chickpea Curry,4,cumin powder,1,tsp,
Cauliflower and Chickpea Curry,4,paprika,2,tsp,
Cauliflower and Chickpea Curry,4,chicken stock,1 1/2,cups,
Cauliflower and Chickpea Curry,4,/ 28 oz can crushed tomato,800,g,
Cauliflower and Chickpea Curry,4,/ 4 cups,300,g,packed cauliflower small florets (1 small / 1/2 large cauliflower)
Cauliflower and Chickpea Curry,4,/ 14 oz can chickpeas,400,g,drained
Cauliflower and Chickpea Curry,4,Salt,,,
Cauliflower and Chickpea Curry,4,sugar - optional,1,tsp,Note 1
Cauliflower and Chickpea Curry,4,frozen peas,3/4,cup,75g
Cauliflower and Chickpea Curry,4,garam masala powder,3,tsp,Note 2
Cauliflower and Chickpea Curry,4,coriander / cilantro leaves,1/4,cup,chopped
Cauliflower and Chickpea Curry,4,Yoghurt,,,to serve (highly recommended)
Qeema Indian Curried Beef,4,oil,3,tbsp,(any other than olive oil) (Note 1)
Qeema Indian Curried Beef,4,ginger,4,tsp,finely chopped
Qeema Indian Curried Beef,4,large garlic cloves,5,,minced (about 4 tsp minced garlic)
Qeema Indian Curried Beef,4,large onion,1,,finely diced (about 1 cup of onion)
Qeema Indian Curried Beef,4,ground beef,1 lb /500g ,,(mince)
Qeema Indian Curried Beef,4,salt,3/4,tsp,(I use table salt)
Qeema Indian Curried Beef,4,red chilli powder or cayenne pepper,1 - 1 1/2,tsp,(Note 2)
Qeema Indian Curried Beef,4,garam masala,1 1/4,tsp,(Note 3)
Qeema Indian Curried Beef,4,cumin powder,1 1/4,tsp,
Qeema Indian Curried Beef,4,coriander powder,1 1/4,tsp,
Qeema Indian Curried Beef,4,turmeric powder,1/2,tsp,
Qeema Indian Curried Beef,4,water,1,cup,
Qeema Indian Curried Beef,4,red chili flakes,1/2,tsp,
Qeema Indian Curried Beef,4,Cilantro/coriander leaves,,,
Aloo Paratha (Indian Potato Stuffed Flatbread),4,plain white flour,2 1/2,cups,(Note 1)
Aloo Paratha (Indian Potato Stuffed Flatbread),4,salt,1,tsp,
Aloo Paratha (Indian Potato Stuffed Flatbread),4,water,1,cup,(Note 2)
Aloo Paratha (Indian Potato Stuffed Flatbread),4,vegetable oil,2,tbsp,"(or any other cooking oil), ghee or butter"
Aloo Paratha (Indian Potato Stuffed Flatbread),4,mashed potato,1 1/2,cups,(Notes 3 and 4)
Aloo Paratha (Indian Potato Stuffed Flatbread),4,shallots/scallions,1/2,cup,chopped
Aloo Paratha (Indian Potato Stuffed Flatbread),4,fresh coriander/cilantro,2,tbsp,roughly chopped (optional - adds a nice burst of freshness)
Aloo Paratha (Indian Potato Stuffed Flatbread),4,fresh ginger,1/2,tsp,grated (optional - Note 5)
Aloo Paratha (Indian Potato Stuffed Flatbread),4,Garam Masala,1,tsp,(Note 6)
Aloo Paratha (Indian Potato Stuffed Flatbread),4,Ajwain/ Carom seeds OR 1 tsp thyme,1,tsp,(Note 7)
Aloo Paratha (Indian Potato Stuffed Flatbread),4,chili powder,1/4,tsp,(Note 8)
Aloo Paratha (Indian Potato Stuffed Flatbread),4,salt,1/2,tsp,
