meal,servings,name,amount,unit,notes
Nando's Peri Peri Chicken Burger,4,Lettuce of choice,,,
Nando's Peri Peri Chicken Burger,4,large Sebago potatoes,3,,peeled and each cut into 8 wedges (Note 1)
Nando's Peri Peri Chicken Burger,4,onion powder,1,tsp,
Nando's Peri Peri Chicken Burger,4,paprika,1 ½,tsp,
Nando's Peri Peri Chicken Burger,4,salt,3/4,tsp,
Nando's Peri Peri Chicken Burger,4,olive oil,2,tbsp,
Greek Zucchini Tots (Mini Fritters),35,zucchinis,1 lb / 500 g ,,
Greek Zucchini Tots (Mini Fritters),35,salt,1/4,tsp,
Greek Zucchini Tots (Mini Fritters),35,scallions/shallots,3/4,cup,finely sliced (white and pale green parts only)
Greek Zucchini Tots (Mini Fritters),35,"garlic cloves, minced",2,,
Greek Zucchini Tots (Mini Fritters),35,panko breadcrumbs,1,cup,
Greek Zucchini Tots (Mini Fritters),35,eggs,2,,lightly beaten
Greek Zucchini Tots (Mini Fritters),35,feta cheese,150 g / 5 oz ,,crumbled
Greek Zucchini Tots (Mini Fritters),35,parmesan cheese,1/2,cup,(or shredded cheddar or tasty cheese)
Greek Zucchini Tots (Mini Fritters),35,dried oregano,1,tbsp,
Greek Zucchini Tots (Mini Fritters),35,plain flour,1/2,cup,
Greek Zucchini Tots (Mini Fritters),35,Oil spray,,,
Greek Zucchini Tots (Mini Fritters),35,plain Greek yoghurt,1,cup,
Greek Zucchini Tots (Mini Fritters),35,lemon juice,1/2,tbsp,
Greek Zucchini Tots (Mini Fritters),35,extra virgin olive oil,1/2,tbsp,(or more)
Greek Zucchini Tots (Mini Fritters),35,fresh mint,2,tsp,finely chopped
Greek Zucchini Tots (Mini Fritters),35,Salt and pepper,,,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,"chicken thighs, skin on, bone in",5,,(about 1 kg / 2 lb) (Note 1)
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,"lemons, use the zest + 4 tbsp lemon juice",1 - 2,,(Note 7)
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,dried oregano,1,tbsp,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,"garlic cloves, minced",4,,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,salt,1/2,tsp,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,"olive oil, separated",1 1/2,tbsp,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,"small onion, finely diced",1,,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,long grain rice,1 cup (180g),,uncooked (Note 6)
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,chicken broth / stock,1 1/2 cups (375 ml),,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,water,3/4 cup (185 ml),,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,dried oregano,1,tbsp,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,salt,3/4,tsp,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,Black pepper,,,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,Finely chopped parsley or oregano (optional),,,
One Pot Greek Chicken and Lemon Rice - best chicken and rice ever!,5,Fresh lemon zest (highly recommended),,,
One Pan Spanish Chicken and Chorizo,4,chicken thigh fillets,4,,skin on and bone in (about 8oz/250g each) (Note 1)
One Pan Spanish Chicken and Chorizo,4,baby potatoes,8 - 12,,"scrubbed and skin on, halved (or 3 medium potatoes, cut into 4) (Note 2)"
One Pan Spanish Chicken and Chorizo,4,chorizo,2,,"(5 - 6 oz / 150 - 200g in total), cut into 1/3cm / 1/8"" slices (Note 3)"
One Pan Spanish Chicken and Chorizo,4,garlic,2,cloves,minced
One Pan Spanish Chicken and Chorizo,4,red capsicum,1,small,"(bell pepper), cut into slices"
One Pan Spanish Chicken and Chorizo,4,red onion,1,small,halved and cut into slices (or ordinary onion)
One Pan Spanish Chicken and Chorizo,4,crushed tomatoes,1,can (15oz/400g) ,
One Pan Spanish Chicken and Chorizo,4,dried oregano,1,tbsp,
One Pan Spanish Chicken and Chorizo,4,cherry tomatoes,1/2 to 1,punnet,(8oz / 250g) (Note 4)
One Pan Spanish Chicken and Chorizo,4,lemon juice,2,tbsp,(Note 5)
One Pan Spanish Chicken and Chorizo,4,paprika,1 1/2,tbsp,
One Pan Spanish Chicken and Chorizo,4,cayenne or chilli powder,1/4 - 1/2,tsp,(adjust to taste for spiciness)
One Pan Spanish Chicken and Chorizo,4,salt,1 1/2,tsp,
One Pan Spanish Chicken and Chorizo,4,Black pepper,,,
One Pan Spanish Chicken and Chorizo,4,Fresh oregano leaves,,,
Syrian Chicken,4,olive oil,2,tbsp,
Syrian Chicken,4,chicken thigh fillets,2 lb / 1 kg ,,bone in and skin on (4 to 5 pieces) (see notes)
Syrian Chicken,4,cumin powder,1,tsp,
Syrian Chicken,4,cinnamon powder,1,tsp,
Syrian Chicken,4,salt,1,tsp,
Syrian Chicken,4,Black pepper,,,
Syrian Chicken,4,fresh ginger,1 1/2,tbsp,finely chopped
Syrian Chicken,4,garlic cloves,3,,minced
Syrian Chicken,4,onion,1,,halved and finely sliced
Syrian Chicken,4,birds eye chilis,2,,finely chopped (or to taste) (see notes)
Syrian Chicken,4,"(combined) mint and coriander leaves, roughly chopped",1/4,cup,
Syrian Chicken,4,lemon juice,2,tbsp,
Syrian Chicken,4,canned crushed tomato,14 oz / 400 g ,,
Syrian Chicken,4,chicken stock / broth,1,cup,
Syrian Chicken,4,saffron powder,1/8,tsp,(see notes)
Syrian Chicken,4,cumin powder,1/2,tsp,
Syrian Chicken,4,thyme or 1 tsp dried thyme leaves,3,sprigs of,
Syrian Chicken,4,dried currants or sultanas,1/4,cup,(optional) (see notes)
Syrian Chicken,4,giant couscous,8 oz / 250 g ,,(Israeli or Pearl Couscous)
Syrian Chicken,4,Yoghurt,,,(optional)
Greek Lamb and Salad Dinner,4,lamb steaks,600 g / 20 oz ,,(4 pieces in total)
Greek Lamb and Salad Dinner,4,large cucumbers,2,,
Greek Lamb and Salad Dinner,4,medium tomatoes,4,,
Greek Lamb and Salad Dinner,4,red onion,1,,(spanish onion)
Greek Lamb and Salad Dinner,4,(combined) parsley and mint leaves,1/2,cup,
Greek Lamb and Salad Dinner,4,small garlic clove,1/2,,
Greek Lamb and Salad Dinner,4,crumbled feta cheese,1/4,cup,
Greek Lamb and Salad Dinner,4,olives,16,,(black or green)
Greek Lamb and Salad Dinner,4,dried oregano,2,tsp,
Greek Lamb and Salad Dinner,4,sourdough bread,8,slices,
Greek Lamb and Salad Dinner,4,Salt and pepper,,,
Greek Lamb and Salad Dinner,4,extra virgin olive oil,1/2,cup,
Greek Lamb and Salad Dinner,4,lemon juice,1/4,cup,
Greek Lamb and Salad Dinner,4,honey,2,tsp,
Greek Lamb and Salad Dinner,4,garlic clove,1/2,,minced
Greek Lamb and Salad Dinner,4,salt,1,tsp,
Greek Lamb and Salad Dinner,4,Black pepper,,,
Midweek Paella,4,olive oil,1,tbsp,
Midweek Paella,4,chicken thigh fillets,350 g / 12 oz ,,cut into 8 pieces
Midweek Paella,4,chorizo,180 g / 6oz ,,the best you can afford. I like to use a spicy one. (Note 3)
Midweek Paella,4,small brown onion,1,,diced
Midweek Paella,4,small red capsicum / bell pepper,1,,roughly diced
Midweek Paella,4,(packed) shredded spinach (optional - see Note 1),2,cups,
Midweek Paella,4,garlic cloves,2,,minced
Midweek Paella,4,crushed tomato,1 can (400g/14oz),,
Midweek Paella,4,chicken stock/broth,1 1/2,cups,
Midweek Paella,4,frozen peas,1/3,cup,
Midweek Paella,4,paprika,1,tsp,
Midweek Paella,4,spanish calasparra rice,1,cup,(Note 2)
Midweek Paella,4,parsley,1 1/2,tbsp,finely chopped
Midweek Paella,4,Salt and pepper,,,
Feta Marinated with Herbs and Chilli,4,feta cheese,8 oz / 250 g ,,preferably Danish or another creamy type (see notes)
Feta Marinated with Herbs and Chilli,4,extra virgin oil,1/2,cup,
Feta Marinated with Herbs and Chilli,4,garlic cloves,2,,peeled
Feta Marinated with Herbs and Chilli,4,herbs,2,tbsp,finely chopped. (I used parsley and thyme leaves)
Feta Marinated with Herbs and Chilli,4,birds eye chilli,1,,finely chopped (or any fresh red chilli of choice)
Feta Marinated with Herbs and Chilli,4,lemon rind,1//4,tsp,finely grated
Feta Marinated with Herbs and Chilli,4,Black pepper,,,
