meal,servings,name,amount,unit,notes
Nutella Crepes with Strawberries,8,Nutella,,,(homemade or store bought)
Nutella Crepes with Strawberries,8,Strawberries,,,sliced
Nutella Crepes with Strawberries,8,Icing sugar / confectionary sugar,,,for dusting
Seafood Gratin Pasta Bake,4,macaroni or other pasta of choice,7 oz / 200 g ,,
Seafood Gratin Pasta Bake,4,olive oil,1 1/2,tbsp,separated
Seafood Gratin Pasta Bake,4,mixed raw seafood,1 lb / 500 g ,,(Marinara seafood mix) (Note 1)
Seafood Gratin Pasta Bake,4,leeks,2,,white and pale green part only finely sliced
Seafood Gratin Pasta Bake,4,garlic cloves,2,,minced
Seafood Gratin Pasta Bake,4,butter,3,tbsp,
Seafood Gratin Pasta Bake,4,flour,3,tbsp,
Seafood Gratin Pasta Bake,4,milk,2 1/2,cups,
Seafood Gratin Pasta Bake,4,chicken bouillon cube,1,,(or 1 1/2 tsp chicken stock powder) OR 1/2 cup grated parmesan cheese
Seafood Gratin Pasta Bake,4,panko,3/4,cup,
Seafood Gratin Pasta Bake,4,grated parmesan cheese,1/4,cup,(high recommended)
Seafood Gratin Pasta Bake,4,Finely chopped fresh parsley,,,(optional)
Creamy Chicken in White Wine Sauce (with Bacon!),4,olive oil,1,tbsp,
Creamy Chicken in White Wine Sauce (with Bacon!),4,chicken pieces,2.5 lb / 1.2 kg ,,bone in thigh & drumsticks are ideal (Note 1)
Creamy Chicken in White Wine Sauce (with Bacon!),4,butter,1 tbsp / 15g / 0.5 oz,,
Creamy Chicken in White Wine Sauce (with Bacon!),4,garlic cloves,3,,crushed
Creamy Chicken in White Wine Sauce (with Bacon!),4,onion,1,,"(brown, white, yellow), finely chopped (~1 cup)"
Creamy Chicken in White Wine Sauce (with Bacon!),4,bacon,5 oz / 150 g ,,diced
Creamy Chicken in White Wine Sauce (with Bacon!),4,dry white wine,2 cups / 500 ml ,,(Note 2)
Creamy Chicken in White Wine Sauce (with Bacon!),4,chicken broth / stock or water,1 cup / 250 ml,,
Creamy Chicken in White Wine Sauce (with Bacon!),4,fresh thyme leaves,2,tsp,(or 1 tsp dried)
Creamy Chicken in White Wine Sauce (with Bacon!),4,cream,3/4 cup / 185 ml, ,"(pouring or heavy cream, but not low fat cream)"
Creamy Chicken in White Wine Sauce (with Bacon!),4,Finely chopped parsley,,,
Twice Baked Make Ahead Cheese Souffle,4,unsalted butter,60 g / 2 oz / 4 tbsp ,,
Twice Baked Make Ahead Cheese Souffle,4,finely chopped leeks or scallions/shallots,1,cup,(white part only)
Twice Baked Make Ahead Cheese Souffle,4,plain all purpose flour (unsifted),1/3 cup (40 g / 1.5 oz) ,,
Twice Baked Make Ahead Cheese Souffle,4,milk,1,cup,
Twice Baked Make Ahead Cheese Souffle,4,grated good melting cheese,1,cup,(see notes)
Twice Baked Make Ahead Cheese Souffle,4,eggs,3,,separated
Twice Baked Make Ahead Cheese Souffle,4,of salt and pepper,,Pinch,
Twice Baked Make Ahead Cheese Souffle,4,cream,1 1/4,cups,(unwhipped)
Twice Baked Make Ahead Cheese Souffle,4,grated cheese,4,tbsp,
Twice Baked Make Ahead Cheese Souffle,4,of salt and pepper,,Pinch,
