meal,servings,name,amount,unit,notes
Chicken Fried Rice,4,Chinese cooking wine or Mirin,2.5,tbsp,(Note 3)
Chicken Fried Rice,4,oyster sauce,1,tbsp,(Note 4)
Chicken Fried Rice,4,light soy sauce,3,tbsp,(Note 5)
Chicken Fried Rice,4,sesame oil,1/2,tsp,optional
Chicken Fried Rice,4,white pepper,1/4,tsp,optional
How to cook white rice - easily and perfectly,3,white rice,1,cup,"– short, medium or long grain, uncooked (Note 1)"
How to cook white rice - easily and perfectly,3,water,1 1/2,cups,
How to cook white rice - easily and perfectly,3,white rice,2,cups,"– short, medium or long grain (Note 1, 2)"
How to cook white rice - easily and perfectly,3,boiling water,3,cups,(Note 3)
How to cook white rice - easily and perfectly,3,white rice,1,cup,"– short, medium or long grain (Note 1)"
How to cook white rice - easily and perfectly,3,boiling water,2,cups,(Note 3)
Chinese Crispy Noodles (Chow Mein),2,oyster sauce,1,tbsp,
Chinese Crispy Noodles (Chow Mein),2,Chinese cooking wine,2 tbsp,,"(shoasing wine) (sub Dry Sherry, Mirin, Note 1)"
Chinese Crispy Noodles (Chow Mein),2,soy sauce,1.5,tbsp,light or all purpose (not dark soy)
Chinese Crispy Noodles (Chow Mein),2,sesame oil,1/4,tsp,
Chinese Crispy Noodles (Chow Mein),2,sugar,1,tsp,
Chinese Crispy Noodles (Chow Mein),2,White pepper,,,one dash
Chinese Crispy Noodles (Chow Mein),2,chicken stock / broth,3/4 cup (185ml),,low sodium
Chinese Crispy Noodles (Chow Mein),2,cornflour / corn starch,3,tbsps,
Chinese Crispy Noodles (Chow Mein),2,fresh chow mein noodles,200 g / 8 oz ,,(Note 2)
Chinese Crispy Noodles (Chow Mein),2,water,4,tbsp,separated
Chinese Crispy Noodles (Chow Mein),2,peanut oil,2,tbsp,(or vegetable or canola)
Chinese Crispy Noodles (Chow Mein),2,chicken,150 g / 5 oz,,thinly sliced
Chinese Crispy Noodles (Chow Mein),2,peanut oil,1,tbsp,if needed (or vegetable or canola)
Chinese Crispy Noodles (Chow Mein),2,garlic cloves,2,,finely chopped
Chinese Crispy Noodles (Chow Mein),2,onion,1/2,,sliced
Chinese Crispy Noodles (Chow Mein),2,carrot *,1,,"small, halved lengthwise then sliced on diagonal"
Chinese Crispy Noodles (Chow Mein),2,bok choy *,1,,stems and leaves separated with stems cut vertically into sticks
Chinese Crispy Noodles (Chow Mein),2,shallots/scallions *,2,,"cut into 5cm/2"" pieces"
Chinese Crispy Noodles (Chow Mein),2,cabbage *,2,cups,"cut into 2.4cm / 1"" squares"
Chinese Crispy Noodles (Chow Mein),2,water,1/2 cup (125ml),,
Asian Beef Bowls (Super Quick!),4,Hoisin Sauce ,1,tbsp,(or sub with Oyster)
Asian Beef Bowls (Super Quick!),4,Oyster Sauce,2,tbsp,(or sub with 1 1/2 tbsp Hoisin)
Asian Beef Bowls (Super Quick!),4,Chinese cooking wine ,1,tbsp,"(or Mirin, dry sherry, sake or any rice wine) (Note 1)"
Asian Beef Bowls (Super Quick!),4,dark soy sauce,2 1/2,tbsp,(Note 2)
Asian Beef Bowls (Super Quick!),4,white sugar,2,tsp,
Asian Beef Bowls (Super Quick!),4,sesame oil,1/2,tsp,
Asian Beef Bowls (Super Quick!),4,white pepper ,1/4,tsp,(or sub with black)
Asian Beef Bowls (Super Quick!),4,oil,1,tbsp,
Asian Beef Bowls (Super Quick!),4,"garlic cloves, minced",2,,
Asian Beef Bowls (Super Quick!),4,"small onion, finely chopped",1,,
Asian Beef Bowls (Super Quick!),4,beef mince (ground beef),500 g /1 lb,,(lean is good)
Asian Beef Bowls (Super Quick!),4,shallots / scallions,1/2,cup,"sliced, plus more for garnish"
Asian Beef Bowls (Super Quick!),4,Sesame seeds,,,
Fried Rice,2,oil,2,tbsp,
Fried Rice,2,garlic cloves,2,,minced
Fried Rice,2,onion,1/2,,finely chopped
Fried Rice,2,bacon,120 g/4 oz ,,"chopped (optional, or use ham)"
Fried Rice,2,diced vegetables,1 – 1 1/2,cups,frozen or fresh (Note 1)
Fried Rice,2,(packed) cooked day old white rice ,2,cups,(refrigerated or frozen defrosted (Note 2)
Fried Rice,2,"eggs, whisked",3,,
Fried Rice,2,green onions,3/4,cup,(shallots / scallions) sliced
Fried Rice,2,Chinese cooking wine or Mirin,1,tbsp,"(or sake, dry sherry) (Note 4)"
Fried Rice,2,Oyster Sauce,1,tbsp,
Fried Rice,2,dark soy sauce,1,tbsp,(or light or all purpose) (Note 5)
Fried Rice,2,sesame oil,1/2,tsp,optional
Fried Rice,2,white pepper,1/4,tsp,
Hot and Sour Soup,4,chicken breast,220 g / 7oz ,,
Hot and Sour Soup,4,dried shiitake mushrooms,12,,(or 150g/5oz fresh) (Note 1)
Hot and Sour Soup,4,wood ear mushrooms,1/2,cup,"chopped 1.5cm/ 3/5"" pieces (Note 1)"
Hot and Sour Soup,4,dried chilli / red pepper flakes,1,tsp,adjust spice to taste (Note 2)
Hot and Sour Soup,4,dark soy sauce,2,tsp,(Note 3)
Hot and Sour Soup,4,light soy sauce,1,tbsp,(Note 3)
Hot and Sour Soup,4,ginger,1,tsp,finely grated
Hot and Sour Soup,4,white pepper,1/2,tsp,(sub black)
Hot and Sour Soup,4,chicken or veg stock/broth,6 cups (1.5L/1.5qt) ,,low sodium
Hot and Sour Soup,4,sesame oil,1,tsp,
Hot and Sour Soup,4,sugar,1,tsp,
Hot and Sour Soup,4,white vinegar,1/4 cup (65 ml),,(adjust to taste)
Hot and Sour Soup,4,firm tofu (~ 1 cup),125 g / 4oz ,,"cut into 1.2cm / 0.5"" cubes (Note 4)"
Hot and Sour Soup,4,bamboo shoots,1/4,cup,thinly sliced (Note 5)
Hot and Sour Soup,4,eggs,2,,whisked
Hot and Sour Soup,4,cornstarch/cornflour,1/4 cup (40g),,
Hot and Sour Soup,4,water,1/4 cup (125 ml) ,,
Hot and Sour Soup,4,Salt to taste,,,
Hot and Sour Soup,4,shallot/scallion,1,,finely sliced
Velveting Chicken: The Chinese restaurant secret to tenderising chicken!,3,chicken breast slices OR bite size pieces,250 g / 8 oz ,,"(note whole pieces, Note 1)"
Velveting Chicken: The Chinese restaurant secret to tenderising chicken!,3,baking soda,3/4,tsp,(bi-carb/bi-carbonate)
Tenderise beef for stir fries (Velveting Beef),2,stewing beef or other economical beef cuts,250 g / 8 oz ,,(Note 1)
Tenderise beef for stir fries (Velveting Beef),2,baking soda / bi-carbonate soda,3/4,tsp,(Note 2)
Egg Foo Young (Chinese Omelette),4,cornflour / corn starch,4,tsp,
Egg Foo Young (Chinese Omelette),4,light soy sauce,1 1/2,tbsp,or all purpose (Note 2)
Egg Foo Young (Chinese Omelette),4,Oyster Sauce,2,tsp,
Egg Foo Young (Chinese Omelette),4,Chinese Cooking Wine ,1,tbsp,(shaoxing wine) OR Mirin (Note 3)
Egg Foo Young (Chinese Omelette),4,sesame oil,1/2,tsp,
Egg Foo Young (Chinese Omelette),4,water,1 cup / 250 ml,,
Egg Foo Young (Chinese Omelette),4,Dash of white pepper,,,
Egg Foo Young (Chinese Omelette),4,eggs,6,,
Egg Foo Young (Chinese Omelette),4,bean sprouts,2,cups,(just eyeball it)
Egg Foo Young (Chinese Omelette),4,shallots/green onions,4,,"white part only, sliced"
Egg Foo Young (Chinese Omelette),4,Salt and white pepper,,,
Egg Foo Young (Chinese Omelette),4,vegetable oil,2,tbsp,
Egg Foo Young (Chinese Omelette),4,sesame oil,1,tsp,
Egg Foo Young (Chinese Omelette),4,garlic clove,1,,finely chopped
Egg Foo Young (Chinese Omelette),4,"ONE Filling of Choice, below (Prawn or Pork)",,,
Egg Foo Young (Chinese Omelette),4,chopped raw small prawns/shrimp,100 – 120g/3.5 – 4 oz ,,peeled and deveined (Note 4)
Egg Foo Young (Chinese Omelette),4,ground/mince pork,100 – 120g/3.5 – 4 oz ,,"(or chicken, turkey, beef or veal)"
Egg Foo Young (Chinese Omelette),4,EACH soy sauce and Oyster Sauce,1/2,tsp,
Egg Foo Young (Chinese Omelette),4,sugar,1/4,tsp,
Egg Foo Young (Chinese Omelette),4,Dash of sesame oil,,,
Egg Foo Young (Chinese Omelette),4,"Sesame seeds, sliced green onion",,,
Chinese Crispy Pork Belly,8,"pork belly, skin on (800 - 1.2kg / 1.6 - 2.4 lb)",1,,(Note 1)
Chinese Crispy Pork Belly,8,Chinese cooking wine,1 1/2,tbsp,(Shaoxing wine) (Note 2)
Chinese Crispy Pork Belly,8,Chinese five spice powder,1,tsp,(Note 3)
Chinese Crispy Pork Belly,8,white pepper,1,tsp,(sub black pepper)
Chinese Crispy Pork Belly,8,salt,1/2,tsp,
Chinese Crispy Pork Belly,8,white vinegar,1,tbsp,(helps conduct heat evenly)
Chinese Crispy Pork Belly,8,rock salt,200 g / 7 oz ,,(Note 4)
Cashew Chicken,4,cornstarch / cornflour,1,tbsp,
Cashew Chicken,4,soy sauce ,3,tbsp,all purpose or light (Note 1)
Cashew Chicken,4,Chinese cooking wine or Mirin,1 1/2,tbsp,(Note 2)
Cashew Chicken,4,oyster sauce,3,tbsp,
Cashew Chicken,4,sesame oil,2,tsp,
Cashew Chicken,4,Dash of white pepper,,,(sub black)
Cashew Chicken,4,chicken thigh,500g / 1 lb,,"skinless boneless, cut into 2.5cm/1"" pieces (Note 3)"
Cashew Chicken,4,peanut oil (or vegetable oil),2,tbsp,
Cashew Chicken,4,garlic cloves,2,,minced
Cashew Chicken,4,onion,1/2,,"chopped into 1.75 cm / 3/4"" pieces(yellow, brown or white)"
Cashew Chicken,4,green capsicum / bell pepper,1,,"chopped into 2 cm / 0.8"" pieces"
Cashew Chicken,4,water,6,tbsp,
Cashew Chicken,4,roasted cashews,3/4,cup,unsalted
Spring Rolls!,15,oil,1,tbsp,
Spring Rolls!,15,garlic cloves,2,,finely chopped or minced
Spring Rolls!,15,pork mince,400 g / 13 oz ,,"(ground pork), or chicken or turkey"
Spring Rolls!,15,dried shiitake mushrooms soaked in boiling water OR 8 fresh,6,,(Note 1)
Spring Rolls!,15,shredded carrot,1 1/2,cups,(1 large or 2 small)
Spring Rolls!,15,(heaped) bean sprouts,1 1/2,cups,
Spring Rolls!,15,(packed) shredded green cabbage,1 1/2,cups,(any type is fine)
Spring Rolls!,15,cornflour / cornstarch,1,tsp,
Spring Rolls!,15,Oyster Sauce,1 1/2,tbsp,
Spring Rolls!,15,soy sauce,2,tsp,"(light or all purpose is best, dark is also ok)"
Spring Rolls!,15,"spring roll wrappers, defrosted (21.5 cm / 8” squares) OR 35 - 40 small spring roll wrappers (Note 2), or Egg Roll wrappers to make Egg Rolls (Note 6)",15 – 20,,
Spring Rolls!,15,cornflour (for sealing rolls),2,tsp,
Spring Rolls!,15,water (for sealing rolls),1,tbsp,
Spring Rolls!,15,Oil for frying (I use vegetable) OR oil spray for baking (I use canola),,,
Spring Rolls!,15,cornflour/ cornstarch,2,tsp,
Spring Rolls!,15,water,2,tbsp,
Spring Rolls!,15,apple cider vinegar,½,cup,
Spring Rolls!,15,brown sugar,1/3,cup,(adjust to taste)
Spring Rolls!,15,tomato ketchup,2,tbsp,
Spring Rolls!,15,soy sauce,2,tsp,
Kung Pao Chicken,4,chicken thigh,1 lb / 500g ,,cut into bite size pieces
Kung Pao Chicken,4,cornflour / cornstarch,2,tsp,
Kung Pao Chicken,4,light soy sauce,1,tbsp,(Note 2)
Kung Pao Chicken,4,dark soy sauce,1.5,tbsp,(Note 3)
Kung Pao Chicken,4,Chinese black vinegar,2,tbsp,(Note 4)
Kung Pao Chicken,4,Chinese cooking wine,1,tbsp,(Note 5)
Kung Pao Chicken,4,sugar,3,tbsp,any
Kung Pao Chicken,4,sesame oil,1/2,tsp,
Kung Pao Chicken,4,water,1/3,cup,
Kung Pao Chicken,4,peanut oil,2,tbsp,(or other cooking oil)
Kung Pao Chicken,4,garlic cloves,2,,minced
Kung Pao Chicken,4,ginger,1,tsp,finely chopped
Kung Pao Chicken,4,dried chillies,6 - 10,,"(adjust to taste), cut into 2cm/ 3/4"" pieces, most seeds discarded (Note 7)"
Kung Pao Chicken,4,green onions,3,,"cut into 2cm/ 3/4"" pieces, white parts separated from green"
Kung Pao Chicken,4,ground sichuan peppercorns,1.5,tsp,adjust to taste (Note 6)
Kung Pao Chicken,4,whole peanuts (or 1/2 cup halved),3/4,cup,roasted unsalted
One Pot Chinese Chicken and Rice,4,oil,1,tbsp,
One Pot Chinese Chicken and Rice,4,garlic cloves,2,,minced
One Pot Chinese Chicken and Rice,4,ginger,1,tsp,grated
One Pot Chinese Chicken and Rice,4,onion,1,,finely chopped
One Pot Chinese Chicken and Rice,4,chicken thighs,500g (1 lb),,"skinless boneless, halved (Note 1)"
One Pot Chinese Chicken and Rice,4,big bunch Chinese Broccoli with thick stems,1,,(Note 2)
One Pot Chinese Chicken and Rice,4,uncooked white rice,1 cup (180g),,(Note 3)
One Pot Chinese Chicken and Rice,4,chicken broth,1 1/2 cups (375 ml),,low salt
One Pot Chinese Chicken and Rice,4,garlic,2,cloves,"small, chopped"
One Pot Chinese Chicken and Rice,4,Chinese cooking wine,2,tbsp,or Mirin (Note 4)
One Pot Chinese Chicken and Rice,4,oyster sauce,3,tbsp,(or sub with Hoisin)
One Pot Chinese Chicken and Rice,4,dark soy sauce,1 1/2,tbsp,(Note 5)
One Pot Chinese Chicken and Rice,4,white pepper ,1/4,tsp,(or black)
One Pot Chinese Chicken and Rice,4,green onion,,,sliced
One Pot Chinese Chicken and Rice,4,Sesame seeds,,,
Wonton Soup,50,wonton wrappers,50 - 60,,(Note 1)
Wonton Soup,50,lean pork mince,200 g / 7 oz ,,(ground pork)
Wonton Soup,50,peeled prawns / shrimp,200 g / 7 oz ,,roughly chopped
Wonton Soup,50,ginger,1,tbsp,"finely grated (1.5"" / 3cm piece)"
Wonton Soup,50,shallots / green onions,2,,finely chopped (5 tbsp)
Wonton Soup,50,light soy sauce,1,tbsp,(Note 2)
Wonton Soup,50,Chinese cooking wine,2,tbsp,(Shaoxing wine) (Note 3)
Wonton Soup,50,salt,1/2,tsp,
Wonton Soup,50,"sesame oil, toasted",2,tbsp,(Note 4)
Wonton Soup,50,chicken broth,3 cups / 750 ml ,,(Note 5)
Wonton Soup,50,garlic cloves,2,,smashed (6)
Wonton Soup,50,piece of ginger,"⅓"" / 1 cm ",,"sliced (optional, but highly recommended)"
Wonton Soup,50,light soy sauce,1½,tbsp,(Note 2)
Wonton Soup,50,sugar,2,tsp,(any)
Wonton Soup,50,chinese cooking wine,1½,tbsp,(Note 3)
Wonton Soup,50,sesame oil,¼ - ½,tsp,
Wonton Soup,50,Shallots / scallions,,,finely chopped
Wonton Soup,50,Bok choy,,,"quartered, or Chinese broccoli cut into 10cm /4"" lengths (optional)"
Wonton Soup,50,dried egg noodles per person,40 - 50 g / 1.5 - 1.75 oz ,,(optional) (8)
Chinese Chicken Salad,2,light soy sauce,2,tbsp,(Note 1)
Chinese Chicken Salad,2,rice vinegar,3,tbsp,"(aka rice wine vinegar, or use cider vinegar)"
Chinese Chicken Salad,2,sesame oil (toasted),1,tbsp,
Chinese Chicken Salad,2,grapeseed oil,2,tbsp,(or canola or any other neutral flavored oil)
Chinese Chicken Salad,2,sugar,1,tsp,
Chinese Chicken Salad,2,fresh ginger,1 1/2,tsp,grated or very finely chopped
Chinese Chicken Salad,2,garlic clove,1,,minced
Chinese Chicken Salad,2,black pepper,1/2,tsp,
Chinese Chicken Salad,2,Chinese cabbage,4,cups,"(Nappa Cabbage), finely shredded (Note 2)"
Chinese Chicken Salad,2,red cabbage,1 1/2,cups,finely shredded
Chinese Chicken Salad,2,carrot,1,cup,finely julienned (see video)
Chinese Chicken Salad,2,chicken,2,cups,shredded
Chinese Chicken Salad,2,shallots / scallions,1/2,cup,finely sliced on the diagonal
Chinese Chicken Salad,2,crunchy noodles,1/2 to 1,cup,(I use Chang's) (Note 3)
Chinese Chicken Salad,2,sesame seeds,1 - 2,tsp,
Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),5,ham bone / hock,1 kg (2 lb),,(Note 1)
Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),5,long grain white rice,1 1/4,cups,uncooked
Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),5,water,9 cups (2.25 L or 2.25 QT),,
Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),5,Salt & white pepper,,,
Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),5,Finely sliced green onion,,,
Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),5,Fried asian shallots / onions or something else crunchy,,,optional (Note 2)
Chinese Ham Bone Rice Soup - Congee (3 ingredients!!),5,Sesame oil,,,optional
Chinese Steamed Pork Buns,12,active dry yeast powder,1,tsp,
Chinese Steamed Pork Buns,12,warm water,1/4 cup / 65 ml ,,
Chinese Steamed Pork Buns,12,white sugar,1,tbsp,
Chinese Steamed Pork Buns,12,warm water,1/2 cup /125 ml ,,
Chinese Steamed Pork Buns,12,white sugar,4 tbsp /70g,,
Chinese Steamed Pork Buns,12,plain flour,2 cups / 300g ,,(all purpose)
Chinese Steamed Pork Buns,12,cornflour / cornstarch,1 cup / 155g,,
Chinese Steamed Pork Buns,12,vegetable oil,1/4 cup / 65 ml ,,
Chinese Steamed Pork Buns,12,baking powder,2 1/2,tsp,
Chinese Steamed Pork Buns,12,vegetable oil,1,tbsp,
Chinese Steamed Pork Buns,12,finely chopped escalot or white onion,1/3,cup,(Note 1)
Chinese Steamed Pork Buns,12,sugar,1,tbsp,
Chinese Steamed Pork Buns,12,soy sauce,1 1/2,tbsp,regular or light (not dark)
Chinese Steamed Pork Buns,12,oyster sauce,1 1/2,tbsp,(can sub Hoisin)
Chinese Steamed Pork Buns,12,sesame oil,1,tbsp,
Chinese Steamed Pork Buns,12,water,1/2,cup,
Chinese Steamed Pork Buns,12,cornflour dissolved in 1 tbsp water,1,tbsp,
Chinese Steamed Pork Buns,12,Chinese Barbecue Pork,1 1/2,cups,diced (Note 2)
Singapore Noodles,2,soy sauce,2,tbsp,(Note 1)
Singapore Noodles,2,Chinese cooking wine,2,tbsp,(Note 2)
Singapore Noodles,2,"curry powder (hot or ordinary, Note 3)",2 1/2,tsp,
Singapore Noodles,2,sugar,1/2,tsp,
Singapore Noodles,2,white pepper (black also ok),1/2,tsp,
Singapore Noodles,2,dried rice vermicelli noodles,100g / 3 oz,,(Note 4)
Singapore Noodles,2,peanut oil,2,tbsp,separated
Singapore Noodles,2,medium raw shrimp / prawns,8-10,,shelled and deveined
Singapore Noodles,2,eggs,2,,beaten
Singapore Noodles,2,medium onion,1/2,,"thinly sliced (yellow, brown or white)"
Singapore Noodles,2,garlic cloves,4,,minced
Singapore Noodles,2,ginger,1,tsp,freshly grated
Singapore Noodles,2,"Chinese barbecue pork (Char Siu), thinly sliced (Note 5)",1/2 lb / 250g ,,
Singapore Noodles,2,red capsicum / bell pepper,1,cup,
Singapore Noodles,2,"thinly sliced hot green pepper (adjust to taste, optional)",2,tsp,
Chinese Lettuce Wraps (San Choy Bow ),3,cornflour / cornstarch,1 1/4,tsp,
Chinese Lettuce Wraps (San Choy Bow ),3,"water,",3,tbsp,separated
Chinese Lettuce Wraps (San Choy Bow ),3,light soy sauce,1 1/2,tbsp,(Note 1)
Chinese Lettuce Wraps (San Choy Bow ),3,dark soy sauce,1,tsp,(Note 1)
Chinese Lettuce Wraps (San Choy Bow ),3,oyster sauce,2,tbsp,
Chinese Lettuce Wraps (San Choy Bow ),3,sesame oil,1,tsp,
Chinese Lettuce Wraps (San Choy Bow ),3,Chinese cooking wine,2,tbsp,"(or sub Mirin or dry sherry, Note 2)"
Chinese Lettuce Wraps (San Choy Bow ),3,white sugar,1,tsp,(can omit)
Chinese Lettuce Wraps (San Choy Bow ),3,peanut oil,1,tbsp,
Chinese Lettuce Wraps (San Choy Bow ),3,"large garlic,",1,clove,minced
Chinese Lettuce Wraps (San Choy Bow ),3,"ginger,",1/2,tsp,minced
Chinese Lettuce Wraps (San Choy Bow ),3,pork mince,300g / 10oz,,(ground pork) (Note 3)
Chinese Lettuce Wraps (San Choy Bow ),3,"onion,",1/2,,finely chopped
Chinese Lettuce Wraps (San Choy Bow ),3,"small carrot,",1,,finely chopped
Chinese Lettuce Wraps (San Choy Bow ),3,"canned water chestnuts,",100g/ 3.5oz,,drained and finely chopped (Note 4)
Chinese Lettuce Wraps (San Choy Bow ),3,"baby corn,",5,,"canned or fresh, finely chopped (Note 4)"
Chinese Lettuce Wraps (San Choy Bow ),3,"mushrooms,",5,,"finely chopped(shiitake is best, I used Swiss Brown)"
Chinese Lettuce Wraps (San Choy Bow ),3,"large or 16 - 20 small lettuce, preferably soft",8,leaves,(Note 5)
Chinese Lettuce Wraps (San Choy Bow ),3,Crushed peanuts,,,
Chinese Lettuce Wraps (San Choy Bow ),3,Finely sliced scallions / shallots,,,
Chinese Beef and Broccoli,3,cornstarch / cornflour,2,tbsp,
Chinese Beef and Broccoli,3,water,1/4,cup,
Chinese Beef and Broccoli,3,sugar,1,tsp,
Chinese Beef and Broccoli,3,dark soy sauce,1,tbsp,(Note 1)
Chinese Beef and Broccoli,3,light soy sauce,1 1/2,tbsp,(Note 1)
Chinese Beef and Broccoli,3,Chinese cooking wine,1,tbsp,(Shaoxing wine) (Note 2)
Chinese Beef and Broccoli,3,Chinese five spice powder,1/8,tsp,(Note 3)
Chinese Beef and Broccoli,3,sesame oil (optional),1,tsp,
Chinese Beef and Broccoli,3,tsp black pepper,1/8,tsp,
Chinese Beef and Broccoli,3,oil,2,tbsp,
Chinese Beef and Broccoli,3,"beef fillet, flank or rump",12 oz / 360g, ,(Note 4 for tenderising option)
Chinese Beef and Broccoli,3,"garlic clove, finely chopped",1,,
Chinese Beef and Broccoli,3,"fresh ginger, finely chopped",1,tsp,
Chinese Beef and Broccoli,3,broccoli florets ,4 - 5,cups,"(1 head), cooked (Note 5)"
Chinese Beef and Broccoli,3,water,1,cup,
Chinese Beef and Broccoli,3,Sesame seeds (optional),,,
Pork Stir Fry with Green Beans,2,green beans,10 oz / 300 g, ,(Note 1a)
Pork Stir Fry with Green Beans,2,pork mince,7 oz / 220 g ,,(Note 1b)
Pork Stir Fry with Green Beans,2,"small onion, finely chopped (about 1/2 cup)",1/2,,
Pork Stir Fry with Green Beans,2,finely chopped garlic (2 cloves),2,tsp,(Note 2)
Pork Stir Fry with Green Beans,2,"ginger, finely chopped",2,tsp,(Note 2)
Pork Stir Fry with Green Beans,2,peanut oil (or vegetable or canola),2 1/2,tbsp,
Pork Stir Fry with Green Beans,2,dark soy sauce (Note 3),1,tbsp,
Pork Stir Fry with Green Beans,2,Chinese cooking wine (Note 4 for subs),1,tbsp,
Pork Stir Fry with Green Beans,2,sugar,1,tsp,
Pork Stir Fry with Green Beans,2,Chilli Garlic Sauce (Note 5),1 1/2,tsp +,
Potstickers (Chinese Pan Fried Dumplings!),30,dried shiitake mushrooms,5 - 6,,(Note 1)
Potstickers (Chinese Pan Fried Dumplings!),30,finely chopped Chinese cabbage,1 ½,cups,(Napa cabbage)
Potstickers (Chinese Pan Fried Dumplings!),30,salt,½,tsp,
Potstickers (Chinese Pan Fried Dumplings!),30,fatty pork mince,250 g / 0.5 lb ,,(20 - 30% fat ideal - Note 2)
Potstickers (Chinese Pan Fried Dumplings!),30,garlic chives,¼,cup,finely chopped*
Potstickers (Chinese Pan Fried Dumplings!),30,light soy sauce,2,tsp,(light or dark soy also ok)
Potstickers (Chinese Pan Fried Dumplings!),30,Chinese wine,1 1/2,tsp,(Note 4)
Potstickers (Chinese Pan Fried Dumplings!),30,sesame oil*,½,tsp,
Potstickers (Chinese Pan Fried Dumplings!),30,white pepper,¼,tsp,(black also ok)
Potstickers (Chinese Pan Fried Dumplings!),30,garlic clove,1,,minced
Potstickers (Chinese Pan Fried Dumplings!),30,grated fresh ginger*,½,tsp,
Potstickers (Chinese Pan Fried Dumplings!),30,round dumpling wrappers,30 - 35,,(Note 5)
Potstickers (Chinese Pan Fried Dumplings!),30,water per batch,1/2,cup,
Potstickers (Chinese Pan Fried Dumplings!),30,vegetable oil,4 - 6,tsp,
Stir Fried Peanut Sauce Noodles,2,crunchy peanut butter,1/4 cup / 60g ,,(Note 1)
Stir Fried Peanut Sauce Noodles,2,fish sauce,1 1/2,tbsp,(Note 2)
Stir Fried Peanut Sauce Noodles,2,dark soy sauce,1 1/2,tbsp,(Note 3)
Stir Fried Peanut Sauce Noodles,2,sugar,2,tsp,
Stir Fried Peanut Sauce Noodles,2,cornflour / cornstarch,2,tsp,
Stir Fried Peanut Sauce Noodles,2,garlic clove,2,,minced
Stir Fried Peanut Sauce Noodles,2,grated ginger,2,tsp,
Stir Fried Peanut Sauce Noodles,2,curry powder,1 1/2,tsp,(any type)
Stir Fried Peanut Sauce Noodles,2,water,1/4 cup / 65 ml ,,
Stir Fried Peanut Sauce Noodles,2,thinly sliced chicken breast,180 g/ 6 oz ,,
Stir Fried Peanut Sauce Noodles,2,bicarb / baking soda,1,tsp,"(optional, Note 4)"
Stir Fried Peanut Sauce Noodles,2,dried rice noodles,100 g/3.5 oz ,,(Note 5)
Stir Fried Peanut Sauce Noodles,2,oil,2,tbsp,
Stir Fried Peanut Sauce Noodles,2,garlic,1,,finely chopped
Stir Fried Peanut Sauce Noodles,2,onion,1/2,,sliced
Stir Fried Peanut Sauce Noodles,2,shredded carrot,1,cup,
Stir Fried Peanut Sauce Noodles,2,shredded cabbage,1 1/2,cups,
Stir Fried Peanut Sauce Noodles,2,beansprouts,1,cup,
Stir Fried Peanut Sauce Noodles,2,Finely chopped coriander/cilantro,,,
Stir Fried Peanut Sauce Noodles,2,Crushed peanuts,,,
Peanut Sauce for Stir Fries,2,,,,
Peanut Sauce for Stir Fries,2,,,,
Peanut Sauce for Stir Fries,2,,,,
Peanut Sauce for Stir Fries,2,,,,
Peanut Sauce for Stir Fries,2,,,,
Peanut Sauce for Stir Fries,2,,,,
Peanut Sauce for Stir Fries,2,,,,
Peanut Sauce for Stir Fries,2,fish sauce,1,tbsp,(Note 1)
Peanut Sauce for Stir Fries,2,dark soy sauce,1/2,tbsp,(Note 2)
Peanut Sauce for Stir Fries,2,sugar,1 1/2,tsp,
Peanut Sauce for Stir Fries,2,cornflour / cornstarch,2,tsp,
Peanut Sauce for Stir Fries,2,garlic clove,1,,minced
Peanut Sauce for Stir Fries,2,grated ginger,1,tsp,
Peanut Sauce for Stir Fries,2,curry powder,1,tsp,(any type)
Peanut Sauce for Stir Fries,2,"crunchy peanut butter, regular",1 1/2 tbsp / 30 g,,(Note 1)
Peanut Sauce for Stir Fries,2,water,3,tbsp,
Peanut Sauce for Stir Fries,2,SINGLE batch Peanut Sauce,1,,(above)
Peanut Sauce for Stir Fries,2,oil,2 tbsp,,
Peanut Sauce for Stir Fries,2,"onion, sliced",1/2,,
Peanut Sauce for Stir Fries,2,"garlic cloves, finely chopped or minced",1 - 2,,
Peanut Sauce for Stir Fries,2,"protein of choice, sliced",180- 200g / 6 - 7 oz,,
Peanut Sauce for Stir Fries,2,"vegetables of choice, chopped / sliced as required and  grouped by cooking time",3 - 4 cups,,(Note 4)
Peanut Sauce for Stir Fries,2,DOUBLE batch Peanut Sauce,,,(tap Servings & slide)
Peanut Sauce for Stir Fries,2,Stir fry ingredients above,,,
Peanut Sauce for Stir Fries,2,dried rice noodles OR 180g/6 oz fresh noodles of choice,100g / 3.5 oz,,prepared per packet
Peanut Sauce for Stir Fries,2,"Finely chopped coriander / cilantro, crushed peanuts",,,
Chinese Beef and Broccoli Noodles,4,beef rump or fillet,350 - 400 g / 12 - 14 oz ,,thinly sliced (or other quick cooking cut of beef)
Chinese Beef and Broccoli Noodles,4,peanut or vegetable oil,1 1/2,tbsp,
