meal,servings,name,amount,unit,notes
Chicken Fajitas,4,lime juice,1/4 cup / 65 ml,,
Chicken Fajitas,4,orange juice,1/4 cup / 65 ml,,(Note 1 for subs)
Chicken Fajitas,4,olive oil,2,tbsp,
Chicken Fajitas,4,garlic cloves,2,,minced
Chicken Fajitas,4,cumin powder,1,tsp,
Chicken Fajitas,4,salt,1,tsp,
Chicken Fajitas,4,black pepper,1/2,tsp,
Chicken Fajitas,4,skinless chicken thighs or 2 large chicken breasts,700g / 1.2 lb,,halved horizontally (Note 2)
Chicken Fajitas,4,olive oil,2,tbsp,
Chicken Fajitas,4,capsicums / bell peppers,3,,"deseeded and sliced (red, yellow or green)"
Chicken Fajitas,4,large onion,1,,"halved and sliced thickly (brown, yellow, white or red)"
Chicken Fajitas,4,small tortillas,8– 12 ,,
Chicken Fajitas,4,large avocado,1,,halved and sliced
Chicken Fajitas,4,Sour cream,,,
Chicken Fajitas,4,Fresh lime wedges,,,
Quesadilla!!!,6,flour tortillas,6 - 8,,"(20cm/8"")"
Quesadilla!!!,6,shredded Monterey Jack cheese,2 cups (200g),,(or other of choice) (Note 1)
Quesadilla!!!,6,roughly chopped coriander/cilantro,3/4,cup,
Quesadilla!!!,6,corn kernels,1,cup,(frozen thawed or can drained)
Quesadilla!!!,6,"ONE Filling of Choice, below",,,"(beef, chicken or vegetable)"
Quesadilla!!!,6,"each onion powder, dried oregano, salt",1,tsp,
Quesadilla!!!,6,"each cumin powder, paprika",2,tsp,
Quesadilla!!!,6,"each black pepper, cayenne pepper (optional)",1/4,tsp,
Quesadilla!!!,6,olive oil,1/2,tbsp,
Quesadilla!!!,6,garlic cloves,2,,minced
Quesadilla!!!,6,onion,1/2,,finely chopped
Quesadilla!!!,6,ground beef / mince,500g / 1 lb ,,
Quesadilla!!!,6,small red capsicum/bell peppers,1,,diced
Quesadilla!!!,6,tomato paste,2,tbsp,
Quesadilla!!!,6,water,1/4 cup (65 ml),,
Quesadilla!!!,6,olive oil,2 1/2,tbsp,
Quesadilla!!!,6,chicken thighs,500 g/1 lb ,,skinless boneless (Note 2)
Quesadilla!!!,6,garlic cloves,2,,minced
Quesadilla!!!,6,small onion,1,,quartered and sliced
Quesadilla!!!,6,small red capsicum/bell pepper,1,,diced
Quesadilla!!!,6,vegetable oil,2,tbsp,
Quesadilla!!!,6,onion,1,,diced
Quesadilla!!!,6,garlic,2,cloves,minced
Quesadilla!!!,6,"can of black beans, drained",1,,(400g/14oz)
Quesadilla!!!,6,capsicum/bell pepper,1,,diced (any colour)
Quesadilla!!!,6,corn,1,cup,(canned drained or frozen thawed)
Quesadilla!!!,6,tomato paste,1/4,cup,
Quesadilla!!!,6,water,1/4 cup (65 ml),,
Avocado Sauce,4,large,1,,ripe avocado
Avocado Sauce,4,sour cream or yoghurt,1/3,cup,
Avocado Sauce,4,small clove of garlic,1/2,,
Avocado Sauce,4,Juice of 1/2 lemon,,,
Avocado Sauce,4,olive oil,1 - 2,tbsp,
Avocado Sauce,4,"(packed) coriander / cilantro, roughly chopped",1/2,cup,
Avocado Sauce,4,Salt and pepper to taste,,,
Mexican Avocado Chicken Salad,3,lime juice,2,tbsp,
Mexican Avocado Chicken Salad,3,honey,1,tbsp,
Mexican Avocado Chicken Salad,3,olive oil (65ml),1/4,cup,
Mexican Avocado Chicken Salad,3,"garlic clove, minced",1,,
Mexican Avocado Chicken Salad,3,salt + black pepper,½,tsp,
Mexican Avocado Chicken Salad,3,"small chicken breasts, 400g/14oz (pound or split if thicker than 2cm / 4/5”)",2,,
Mexican Avocado Chicken Salad,3,EACH chipotle powder (Note 1) and oregano,1/2,tsp,
Mexican Avocado Chicken Salad,3,cumin powder,1/4,tsp,
Mexican Avocado Chicken Salad,3,Salt & pepper,,,
Mexican Avocado Chicken Salad,3,olive oil,1/2,tbsp,
Mexican Avocado Chicken Salad,3,"avocado, chunky dice (watch video to see how I do this)",1,,
Mexican Avocado Chicken Salad,3,"cherry tomatoes, halved",1,cup,
Mexican Avocado Chicken Salad,3,"corn kernels (canned, drained)",¾,cup,
Mexican Avocado Chicken Salad,3,"red onion, finely chopped",½,,
Mexican Avocado Chicken Salad,3,"coriander / cilantro, finely chopped",1/4,cup,
Mexican Avocado Chicken Salad,3,"heaped cups cos / romaine lettuce, cut into bite size pieces",5,,
A Big Mexican Fiesta That's Easy to Make,8,Pork Carnitas,,,
A Big Mexican Fiesta That's Easy to Make,8,Restaurant style salsa,,,(doubles as taco sauce + dip)
A Big Mexican Fiesta That's Easy to Make,8,Authentic Guacamole,,,
A Big Mexican Fiesta That's Easy to Make,8,Pickled red cabbage,,,(Note 1)
A Big Mexican Fiesta That's Easy to Make,8,Warmed tortillas,,,
A Big Mexican Fiesta That's Easy to Make,8,Homemade tortilla chips,,,(see below)
A Big Mexican Fiesta That's Easy to Make,8,Grilled corn,,,(See below)
A Big Mexican Fiesta That's Easy to Make,8,Sour Cream,,,
A Big Mexican Fiesta That's Easy to Make,8,Chopped white onions,,,(Note 2)
A Big Mexican Fiesta That's Easy to Make,8,Coriander/cilantro leaves,,,(whole or chopped)
A Big Mexican Fiesta That's Easy to Make,8,Lime wedges,,,
A Big Mexican Fiesta That's Easy to Make,8,Marinated Chicken for tacos,,,
A Big Mexican Fiesta That's Easy to Make,8,Lime marinated chicken,,,
A Big Mexican Fiesta That's Easy to Make,8,Chicken Fajitas,,,
A Big Mexican Fiesta That's Easy to Make,8,Mexican Shredded Chicken,,,
A Big Mexican Fiesta That's Easy to Make,8,Beef Fajitas,,,
A Big Mexican Fiesta That's Easy to Make,8,Mexican Shredded Beef,,,
A Big Mexican Fiesta That's Easy to Make,8,Fish Tacos,,,
A Big Mexican Fiesta That's Easy to Make,8,Prawn/shrimp Tacos,,,
A Big Mexican Fiesta That's Easy to Make,8,Pico de Gallo,,,
A Big Mexican Fiesta That's Easy to Make,8,Queso Dip,,,(stays silky when cool!)
A Big Mexican Fiesta That's Easy to Make,8,Mexican Corn Salad,,,
A Big Mexican Fiesta That's Easy to Make,8,Avocado Corn Salad,,,
A Big Mexican Fiesta That's Easy to Make,8,Mexican Grilled Corn with Chipotle Adobo Sauce,,,
A Big Mexican Fiesta That's Easy to Make,8,Pig Out Salsa,,,(Chorizo and Corn)
A Big Mexican Fiesta That's Easy to Make,8,Mexican Red Rice,,,
A Big Mexican Fiesta That's Easy to Make,8,Refried Beans,,,(Note 3)
A Big Mexican Fiesta That's Easy to Make,8,Shredded Cheeses,,,
A Big Mexican Fiesta That's Easy to Make,8,Avocado Slices (instead of guac),,,
A Big Mexican Fiesta That's Easy to Make,8,Hot Sauces,,,
A Big Mexican Fiesta That's Easy to Make,8,Sliced Jalapeno,,,
A Big Mexican Fiesta That's Easy to Make,8,Churros,,,"(quick, and great for make ahead)"
Mexican Red Rice,4,olive oil,1 1/2,tbsp,
Mexican Red Rice,4,garlic cloves,2,,minced
Mexican Red Rice,4,small white onion,1/2,,finely chopped
Mexican Red Rice,4,long grain white rice,1,cup,uncooked (Note 1)
Mexican Red Rice,4,chicken or vegetable broth,1 3/4 cups (435 ml),,(Note 2)
Mexican Red Rice,4,tomato paste,2 1/2,tbsp,
Mexican Red Rice,4,salt,1/4,tsp,
Mexican Red Rice,4,serrano or jalapeno pepper,1,,whole (optional)
Mexican Red Rice,4,sprig coriander / cilantro,1,,
Mexican Red Rice,4,Finely chopped coriander / cilantro leaves,,,
Life Changing Queso Dip (Mexican Cheese Dip),10,"Cheddar cheese, freshly shredded",2.5 cups / 225 g,,(Important - read Note 1)
Life Changing Queso Dip (Mexican Cheese Dip),10,cornflour / cornstarch,1,tbsp,
Life Changing Queso Dip (Mexican Cheese Dip),10,butter,1/2 tbsp / 8 g,,
Life Changing Queso Dip (Mexican Cheese Dip),10,"large garlic clove, minced",1,,
Life Changing Queso Dip (Mexican Cheese Dip),10,"small white onion, very finely chopped (1/4 cup)",1/4,,
Life Changing Queso Dip (Mexican Cheese Dip),10,"evaporated milk (1 can, not low fat)",375 g / 13 oz,,
Life Changing Queso Dip (Mexican Cheese Dip),10,"small tomato, finely diced (3/4 cup)",1,,(Note 2)
Life Changing Queso Dip (Mexican Cheese Dip),10,"each onion powder, garlic powder, cumin",1/4,tsp,
Life Changing Queso Dip (Mexican Cheese Dip),10,"can chopped green chile, fire roasted",4 oz / 113g,,(Subs Note 3)
Life Changing Queso Dip (Mexican Cheese Dip),10,"coriander / cilantro, finely chopped ",1/4,cup,
Life Changing Queso Dip (Mexican Cheese Dip),10,"milk, any",2 - 3,tbsp,
Life Changing Queso Dip (Mexican Cheese Dip),10,Salt,,,
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,olive oil,1,tsp,
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,chorizo,250 - 300 g / 8 - 10 oz  ,,raw (not cured) (Note 1)
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,garlic clove,1,,minced
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,corn kernels,1,cup,canned drain or raw cooked
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,black beans,1,cup,"(from can, drained)"
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,cherry tomatoes,250 g / 8 oz ,,quartered (Note 2)
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,red onion,1/2,,finely chopped
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,finely chopped coriander/cilantro leaves,1/4,cup,
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,white wine vinegar,1 1/2,tbsp,
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,olive oil,2 1/2,tbsp,
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,white sugar,2,tsp,
"Pig Out Salsa (Chorizo, Black Bean and Corn Salsa)",10,each salt and pepper,1/4,tsp,
Carne Asada,6,garlic,4,cloves,minced
Carne Asada,6,orange juice,1/2 cup / 125 ml,,
Carne Asada,6,lime juice,1/4 cup / 65 ml,,(about 2 limes)
Carne Asada,6,finely chopped coriander / cilantro,1,cup,
Carne Asada,6,salt,1/2,teaspoon,
Carne Asada,6,black pepper,1/4,teaspoon,
Carne Asada,6,olive oil,1/4 cup / 65 ml,,
Carne Asada,6,jalapeno,1,,"(fresh), finely minced"
Carne Asada,6,"white vinegar (any clear or clear-ish vinegar will be ok here e.g. white wine vinegar, cider vinegar)",2,tbsp,
Carne Asada,6,Oil,,,
Carne Asada,6,skirt of flank (I used a 900g/1.8lb skirt) (Note 1),750 g - 1.2kg / 1.5 - 2.5lb,,
Carne Asada,6,Tortillas,,,
Carne Asada,6,Avocado Slices,,,
Carne Asada,6,Pico De Gallo or Tomato,,,
Carne Asada,6,Coriander/cilantro leaves,,,
Carne Asada,6,Lime wedges,,,
Oven Baked Chicken Quesadillas,4,chicken,400 g / 14 oz ,,"cut into small bite size pieces (thigh, breast or tenderloin)"
Oven Baked Chicken Quesadillas,4,cumin powder,1,tsp,
Oven Baked Chicken Quesadillas,4,garlic powder (or sub with onion powder),1,tsp,
Oven Baked Chicken Quesadillas,4,cayenne pepper,1/2,tsp,(or adjust to taste)
Oven Baked Chicken Quesadillas,4,paprika powder,1,tsp,
Oven Baked Chicken Quesadillas,4,salt + black pepper,1/2,tsp,
Oven Baked Chicken Quesadillas,4,olive oil,1,tbsp,
Oven Baked Chicken Quesadillas,4,olive oil,1,tbsp,
Oven Baked Chicken Quesadillas,4,small onion,1/2,,"diced (brown, white, yellow)"
Oven Baked Chicken Quesadillas,4,garlic clove,1,,minced
Oven Baked Chicken Quesadillas,4,red capsicum / bell pepper,1,,diced
Oven Baked Chicken Quesadillas,4,green capsicum / bell pepper,1,,diced
Oven Baked Chicken Quesadillas,4,flour tortillas,4,,"(20cm/8"")"
Oven Baked Chicken Quesadillas,4,Olive oil spray,,,
Oven Baked Chicken Quesadillas,4,"grated cheese, or more to taste",1,cups,"(tasty, cheddar, Monterey Jack, Pepper Jack or other melting cheese of choice) (Note 1)"
Pork Carnitas Tacos + Good Food & Wine Show!,4,Pork Carnitas,,,
Pork Carnitas Tacos + Good Food & Wine Show!,4,Spicy Tomato Salsa Sauce,,,
Pork Carnitas Tacos + Good Food & Wine Show!,4,Small tortillas,,,(corn or flour)
Pork Carnitas Tacos + Good Food & Wine Show!,4,Avocado slices,,,
Pork Carnitas Tacos + Good Food & Wine Show!,4,Tomato slices,,,
Pork Carnitas Tacos + Good Food & Wine Show!,4,Lime wedges,,,
Pork Carnitas Tacos + Good Food & Wine Show!,4,White onions,,,finely sliced or diced
Pork Carnitas Tacos + Good Food & Wine Show!,4,Coriander / cilantro leaves,,,
Pork Carnitas Tacos + Good Food & Wine Show!,4,Grated cheese,,,
Pork Carnitas Tacos + Good Food & Wine Show!,4,finely chopped onion,1/4,cup,"(white, brown or yellow)"
Pork Carnitas Tacos + Good Food & Wine Show!,4,garlic clove,1,,minced
Pork Carnitas Tacos + Good Food & Wine Show!,4,olive oil,2,tbsp,
Pork Carnitas Tacos + Good Food & Wine Show!,4,can refried beans,14 oz / 435 g ,,(I use Old El Paso)
Pork Carnitas Tacos + Good Food & Wine Show!,4,onion powder,1,tsp,(or garlic powder)
Pork Carnitas Tacos + Good Food & Wine Show!,4,cumin,1/2,tsp,
Pork Carnitas Tacos + Good Food & Wine Show!,4,sour cream,1/3 - 1/2,cup,
Mexican Grilled Chicken Tacos,4,chicken thigh fillets,1 - 1.5 lb / 500 - 750g ,,(Note 2)
Mexican Grilled Chicken Tacos,4,olive oil,1,tbsp,
Mexican Grilled Chicken Tacos,4,orange juice,4,tbsp,
Mexican Grilled Chicken Tacos,4,apple cider vinegar,2,tbsp,(or rice vinegar)
Mexican Grilled Chicken Tacos,4,lime juice,1 1/2,tbsp,
Mexican Grilled Chicken Tacos,4,garlic cloves,3,,minced
Mexican Grilled Chicken Tacos,4,chipotle or ancho chile powder,1 1/2,tbsp,(Note 3)
Mexican Grilled Chicken Tacos,4,dried oregano,2,tsp,
Mexican Grilled Chicken Tacos,4,smoked paprika powder,2,tsp,(Note 4)
Mexican Grilled Chicken Tacos,4,All Spice,1/8,tsp,
Mexican Grilled Chicken Tacos,4,cinnamon powder,1/4,tsp,
Mexican Grilled Chicken Tacos,4,cayenne pepper,1/4 - 1/2,tsp,(optional - for spiciness)
Mexican Grilled Chicken Tacos,4,salt,1,tsp,
Mexican Grilled Chicken Tacos,4,Black pepper,,,
Mexican Grilled Chicken Tacos,4,Tortillas or taco shells,,,
Mexican Grilled Chicken Tacos,4,Pico de Gallo,,,(tomato salsa)
Mexican Grilled Chicken Tacos,4,Sour cream,,,
Mexican Grilled Chicken Tacos,4,Avocado,,,
Mexican Grilled Chicken Tacos,4,Fresh coriander / cilantro,,,
Mexican Grilled Chicken Tacos,4,Lime wedges,,,
Mexican Shredded Chicken,5,chicken breast,1.5 lb / 750g ,,skinless boneless (~3 halves)
Mexican Shredded Chicken,5,Chipotles in Adobo Sauce,1/2,cup,(4 chillies + sauce) (Note 1)
Mexican Shredded Chicken,5,can crushed tomatoes,14 oz / 400g ,,
Mexican Shredded Chicken,5,garlic cloves,2,,crushed
Mexican Shredded Chicken,5,"EACH dried oregano, cumin powder and onion powder (or garlic powder)",1,tsp,
Mexican Shredded Chicken,5,sugar,2,tsp,(any)
Mexican Shredded Chicken,5,salt,3/4,tsp,(Note 2)
Mexican Shredded Chicken,5,Pepper,,,
Mexican Shredded Chicken,5,olive oil,3,tbsp,(Note 3)
Mexican Shredded Chicken,5,lime juice,2,tbsp,
Beef Fajitas,4,beef steak,1 lb / 500g ,,(rump and skirt are ideal) (Note 1)
Beef Fajitas,4,orange juice,4 tbsp / 1/4 cup, ,fresh (1 orange)
Beef Fajitas,4,lime juice,2,tbsp,
Beef Fajitas,4,garlic cloves,2,,minced
Beef Fajitas,4,cumin powder,1/2,tsp,
Beef Fajitas,4,coriander powder,1/2,tsp,
Beef Fajitas,4,onion powder,1/2,tsp,(optional)
Beef Fajitas,4,chipotle powder,1,tsp,(Note 2)
Beef Fajitas,4,salt,1/2,tsp,
Beef Fajitas,4,Black pepper,,,
Beef Fajitas,4,oil,2 - 3,tbsp,
Beef Fajitas,4,bell peppers/capsicum,2,,sliced (Note 3)
Beef Fajitas,4,large onion,1,,"halved and sliced (brown, yellow, white)"
Beef Fajitas,4,Salt and pepper,,,
Beef Fajitas,4,tortillas,12 ,,small
Beef Fajitas,4,Avocado,,,
Beef Fajitas,4,Cilantro/coriander,,,
Beef Fajitas,4,Sour cream,,,
Beef Fajitas,4,Lime wedges,,,
Beef Fajitas,4,Tomatoes,,,"sliced, or Pico de gallo"
Pico de Gallo (Authentic Mexican Salsa),2,large tomatoes,3,,
Pico de Gallo (Authentic Mexican Salsa),2,cilantro/coriander leaves,1/3,cup,roughly chopped
Pico de Gallo (Authentic Mexican Salsa),2,finely chopped white onion,1/4,cup,(Note 1)
Pico de Gallo (Authentic Mexican Salsa),2,finely chopped jalapeño or serrano chilli,1 1/2,tbsp,(adjust to taste)
Pico de Gallo (Authentic Mexican Salsa),2,lime juice,1 - 2,tbsp,(adjust to taste)
Pico de Gallo (Authentic Mexican Salsa),2,salt,1/2,tsp,(table salt) or 3/4 tsp kosher / sea salt flakes
Ripper Beef Nachos,8,olive oil,1,tbsp,
Ripper Beef Nachos,8,garlic cloves,2,,
Ripper Beef Nachos,8,onion,1/2,,finely chopped
Ripper Beef Nachos,8,ground beef,1 lb / 500g ,,(mince)
Ripper Beef Nachos,8,tomato paste,2,tbsp,
Ripper Beef Nachos,8,water,2,tbsp,
Ripper Beef Nachos,8,each onion powder,1,tsp,"(Note 1), dried oregano, salt"
Ripper Beef Nachos,8,each dried cumin powder,2,tsp,paprika
Ripper Beef Nachos,8,cayenne pepper,1/4,tsp,or to taste
Ripper Beef Nachos,8,corn chips,14 oz / 400g, ,good quality (Note 2)
Ripper Beef Nachos,8,grated cheese,2,cups,"(cheddar, tasty, gruyere, Monterey Jack)"
Ripper Beef Nachos,8,quantity Nachos Cheese Sauce,1,,warm (Note 3)
Ripper Beef Nachos,8,Sliced scallions / shallots,,,
Ripper Beef Nachos,8,quantity Proper Guacamole,1,,Restaurant Style
Ripper Beef Nachos,8,quantity Pico de Gallo,1,,(Note 4)
Ripper Beef Nachos,8,Sour cream,,,
White Chicken Enchilada Soup (or Turkey!),4,chicken breast,400,g,
White Chicken Enchilada Soup (or Turkey!),4,salt,1/4,tsp,
White Chicken Enchilada Soup (or Turkey!),4,Black pepper,,,
White Chicken Enchilada Soup (or Turkey!),4,olive oil,1,tbsp,
White Chicken Enchilada Soup (or Turkey!),4,butter,2,tbsp,
White Chicken Enchilada Soup (or Turkey!),4,garlic cloves,2,,crushed
White Chicken Enchilada Soup (or Turkey!),4,onion,1,,"diced (brown, white, yellow)"
White Chicken Enchilada Soup (or Turkey!),4,plain flour,3,tbsp,
White Chicken Enchilada Soup (or Turkey!),4,chicken broth / stock,1,cup,
White Chicken Enchilada Soup (or Turkey!),4,milk,4,cups,(I used low fat)
White Chicken Enchilada Soup (or Turkey!),4,cumin powder,1,tsp,
White Chicken Enchilada Soup (or Turkey!),4,coriander power,1,tsp,
White Chicken Enchilada Soup (or Turkey!),4,canned jalapeños,2 to 4,tbsp,finely chopped OR 1 x 4.5oz / 127g canned chopped peeled green chili
White Chicken Enchilada Soup (or Turkey!),4,sour cream,1/4,cup,(I used light)
White Chicken Enchilada Soup (or Turkey!),4,corn,1 1/2,cups,(frozen or canned)
White Chicken Enchilada Soup (or Turkey!),4,canned white beans,21 oz / 600g ,,"(1 1/2 cans), drained"
White Chicken Enchilada Soup (or Turkey!),4,salt,1/2 to 1,tsp,
White Chicken Enchilada Soup (or Turkey!),4,Black pepper,,,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,greek yogurt,½,cup,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,avocado,1,,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,cilantro/coriander leaves,1,cup,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,garlic cloves,2,,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,limes zested and juiced,2,,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,jalapeños,2,,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,mint,2,tbsp,roughly chopped
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,Kosher salt,½,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,Freshly ground black pepper,,,to taste
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,red cabbage,1,cup,finely shredded*
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,green cabbage,1,cup,finely shredded*
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,carrots,2,,grated*
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,mayonnaise,1/4,cup,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,Sriracha,1,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,fresh lime juice,1,tbsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,paprika,2,tbsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,ground cumin,2,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,onion powder,2,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,garlic powder,2,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,dried thyme,2,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,dry mustard,2,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,Kosher salt,1 1/4,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,cayenne pepper,1/4,tsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,extra virgin olive oil,2,tbsp,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,tilapia fillets,4,,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,(6 inch) tortillas,8,,
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,jalapeños,2,,sliced
Blackened Fish Tacos {Hapa Nom Nom Guest post},8,small bunch cilantro,1,,
One Pot Chicken Enchilada Rice Casserole,5,olive oil,1,tbsp,
One Pot Chicken Enchilada Rice Casserole,5,"chicken breast, about 1/3""/1cm thick, sliced horizontally into thin steaks (Note 1)",400g (13oz),,
One Pot Chicken Enchilada Rice Casserole,5,"small onion, diced",1,,
One Pot Chicken Enchilada Rice Casserole,5,"garlic, crushed",3,cloves,
One Pot Chicken Enchilada Rice Casserole,5,"red bell pepper/capsicum, diced",1,,
One Pot Chicken Enchilada Rice Casserole,5,tomato passata or crushed canned tomatoes* (Note 2),680g (24oz),,
One Pot Chicken Enchilada Rice Casserole,5,chicken broth or water (750ml),3,cups,
One Pot Chicken Enchilada Rice Casserole,5,frozen corn (250g),1 1/2,cups,
One Pot Chicken Enchilada Rice Casserole,5,cayenne pepper* (spicy - adjust to taste),1/2,tsp,
One Pot Chicken Enchilada Rice Casserole,5,dried oregano*,1,tbsp,
One Pot Chicken Enchilada Rice Casserole,5,cumin*,2,tsp,
One Pot Chicken Enchilada Rice Casserole,5,coriander*,1 1/2,tsp,
One Pot Chicken Enchilada Rice Casserole,5,onion powder*,2,tsp,
One Pot Chicken Enchilada Rice Casserole,5,brown sugar*,1,tbsp,
One Pot Chicken Enchilada Rice Casserole,5,Salt and pepper,,,
One Pot Chicken Enchilada Rice Casserole,5,"white rice (short, medium or long grain",1 1/2 cups (270g),,uncooked (Note 4)
One Pot Chicken Enchilada Rice Casserole,5,grated cheese (about 125 - 150 g),1 - 1 1/2,cups,
One Pot Chicken Enchilada Rice Casserole,5,Chopped cilantro/coriander,,,optional
Shredded Beef Burritos,8,large extra soft flour tortillas,8,,"(10""/26cm)"
Shredded Beef Burritos,8,shredded cheese,1 1/2 to 2,cups,(I used Monterey Jack)
Shredded Beef Burritos,8,Mexican Shredded Beef plus sauce,3 to 4,cups,tossed or separated (Note 1)
Shredded Beef Burritos,8,Mexican Red Rice,2,cups,
Shredded Beef Burritos,8,can corn kernels,400g/14oz,,drained
Shredded Beef Burritos,8,can black beans,400g/14oz,,drained
"Egg, Bacon and Avocado Quesadilla",4,rashers of streaky bacon,3,,chopped
"Egg, Bacon and Avocado Quesadilla",4,flour tortillas,4,,(Note 1)
"Egg, Bacon and Avocado Quesadilla",4,eggs,4,,
"Egg, Bacon and Avocado Quesadilla",4,large avocado,1,,halved and sliced
"Egg, Bacon and Avocado Quesadilla",4,grated cheese,1/2,cup,(I used cheddar)
"Egg, Bacon and Avocado Quesadilla",4,Salt and pepper,,,
Creamy White Chicken Enchiladas,4,butter,2 1/2,tbsp,
Creamy White Chicken Enchiladas,4,flour,3,tbsp,
Creamy White Chicken Enchiladas,4,milk,1,cup,
Creamy White Chicken Enchiladas,4,light sour cream,1/2,cup,
Creamy White Chicken Enchiladas,4,chicken broth,1,cup,
Creamy White Chicken Enchiladas,4,cumin powder,1/2,tsp,
Creamy White Chicken Enchiladas,4,finely chopped jalapeños OR canned green chilies,2,tbsp,(Note 2)
Creamy White Chicken Enchiladas,4,salt + pepper,1/2,tsp,
Creamy White Chicken Enchiladas,4,shredded cooked chicken,2 1/2,cups,(I used poached chicken breast)
Creamy White Chicken Enchiladas,4,frozen corn,1,cup,
Creamy White Chicken Enchiladas,4,sliced scallions,1/2,cup,
Creamy White Chicken Enchiladas,4,Salt and pepper,,,
Creamy White Chicken Enchiladas,4,grated cheese,2,cups,(Note 1)
Creamy White Chicken Enchiladas,4,rtillas,8 to,,(flour or corn)
Nachos Pie,6,olive oil,1,tbsp,
Nachos Pie,6,onion,1,,"diced (brown, yellow, white)"
Nachos Pie,6,garlic cloves,2,,
Nachos Pie,6,ground/mince beef,13 oz / 400 g ,,(use lean!)
Nachos Pie,6,packet Taco Seasoning OR make your own - see Note 1,1 oz / 28 g ,,
Nachos Pie,6,black pepper,1/2,tsp,
Nachos Pie,6,tomato passata or pureed canned tomatoes,700 g / 24oz ,,(Note 2)
Nachos Pie,6,water,1/2,cup,
Nachos Pie,6,canned red kidney beans,14 oz / 400 g ,,"(or any other beans), drained"
Nachos Pie,6,soft tortillas,3 - 4,,(flour or corn) - for layering
Nachos Pie,6,grated cheese,1,cup,"(I used mozzarella, but any melting cheese is fine)"
Nachos Pie,6,corn chips,2 oz / 70 g ,,
Nachos Pie,6,avocado,1/2,,diced
Nachos Pie,6,large tomato,1,,deseeded and diced (Note 3)
Nachos Pie,6,spanish,1/4,,"(red) onion, diced"
Nachos Pie,6,lime juice,2,tbsp,(fresh or bottled)
Nachos Pie,6,fresh coriander leaves,3,tbsp,
Nachos Pie,6,olive oil,1/2,tbsp,
Nachos Pie,6,Salt and pepper,,,
Nachos Pie,6,Sour cream,,,
Breakfast Enchiladas (with Bacon and Eggs),6,olive oil,1 1/2,tbsp,
Breakfast Enchiladas (with Bacon and Eggs),6,garlic cloves,2,,minced
Breakfast Enchiladas (with Bacon and Eggs),6,small onion,1,,"(red, brown, white, yellow), diced"
Breakfast Enchiladas (with Bacon and Eggs),6,red capsicum,1,cup,"(bell peppers), roughly diced"
Breakfast Enchiladas (with Bacon and Eggs),6,crushed tinned tomato,400 g / 14 oz ,,
Breakfast Enchiladas (with Bacon and Eggs),6,canned black beans or red kidney beans,400 g / 14 oz ,,drained
Breakfast Enchiladas (with Bacon and Eggs),6,paprika powder,2,tsp,
Breakfast Enchiladas (with Bacon and Eggs),6,cumin powder,2,tsp,
Breakfast Enchiladas (with Bacon and Eggs),6,salt,1/2,tsp,
Breakfast Enchiladas (with Bacon and Eggs),6,Black pepper,,,
Breakfast Enchiladas (with Bacon and Eggs),6,bacon,8 oz / 250 g ,,diced
