meal,servings,name,amount,unit,notes
Massaman Curry,4,bay leaves,2,,
Massaman Curry,4,vegetable oil,1/4 cup / 65 ml,,
Massaman Curry,4,coconut milk,400 ml / 14 oz ,,"(full fat, 1 can)"
Massaman Curry,4,cinnamon quill,1,,
Massaman Curry,4,star anise,1,,
Massaman Curry,4,tamarind paste/puree,1,tsp,(Note 6)
Massaman Curry,4,fish sauce,1,tbsp,
Massaman Curry,4,white sugar,1,tbsp,
Massaman Curry,4,medium-small potatoes,2,,"peeled and cut into 2.5cm / 1"" pieces"
Massaman Curry,4,peanuts,3,tbsp,roughly chopped
Massaman Curry,4,Finely sliced red chilli,,,(optional)
Massaman Curry,4,Asian fried shallots,,,"(optional, Note 7)"
Massaman Curry,4,Steamed jasmine rice,,,
Thai Red Curry with Chicken,4,Thai Red Curry Paste,5 - 6,tbsp,"(store bought, Maesri best) (Note 1)"
Thai Red Curry with Chicken,4,quantity homemade Thai Red Curry Paste,1,,
Thai Red Curry with Chicken,4,large garlic cloves,2,,minced
Thai Red Curry with Chicken,4,fresh ginger,2, tsp,finely grated 
Thai Red Curry with Chicken,4,lemongrass paste,1,tbsp,or finely chopped fresh (Note 3)
Thai Red Curry with Chicken,4,vegetable oil,3,tbsp,(or canola or peanut)
Thai Red Curry with Chicken,4,chicken broth/stock,1 cup (250 ml),,low sodium
Thai Red Curry with Chicken,4,coconut milk,400 ml / 14 oz ,,(full fat!)
Thai Red Curry with Chicken,4,kaffir lime leaves,6,,(Note 4)
Thai Red Curry with Chicken,4,sugar,1,tbsp,"(white, brown or palm)"
Thai Red Curry with Chicken,4,fish sauce,2,tsp,plus more to taste
Thai Red Curry with Chicken,4,chicken thighs,350g / 12 oz,,"(boneless and skinless), cut into 0.75 / 1/3"" thick slices (Note 5)"
Thai Red Curry with Chicken,4,"pumpkin or butternut squash,",150g / 5 oz,,"cut into 1.5cm / 3/5"" cubes (~1 heaped cup)"
Thai Red Curry with Chicken,4,green beans,120g / 4oz ,,"trimmed and cut into 5cm/2"" pieces"
Thai Red Curry with Chicken,4,Thai basil leaves,12,,(Note 6)
Thai Red Curry with Chicken,4,Fresh red chilli slices,,,"(small chilli - spicy, large = less spicy)"
Thai Red Curry with Chicken,4,Fresh coriander / cilantro leaves,,,
Thai Red Curry with Chicken,4,Steamed jasmine rice,,,
Thai Red Curry Paste,1,dried chillis,16,,"chopped into 1 cm / 0.5"" pieces seeds shaken out (Note 1)"
Thai Red Curry Paste,1,lemongrass,2,tbsp,"sliced, reedy outer skin removed (1 large) (Note 2)"
Thai Red Curry Paste,1,"grated galangal, peeled and grated",1,tbsp,(Note 3)
Thai Red Curry Paste,1,"garlic cloves, peeled whole",4,,
Thai Red Curry Paste,1,shrimp paste in oil,1,tbsp,(Note 4)
Thai Red Curry Paste,1,ground coriander,1/2,tsp,
Thai Red Curry Paste,1,ground cumin,1/2,tsp,
Thai Red Curry Paste,1,chopped coriander/cilantro stem and roots,1,tbsp,(Note 5)
Thai Red Curry Paste,1,red shallots,2,,peeled and roughly chopped (Note 6)
Thai Red Curry Paste,1,lime zest,1,tsp,
Thai Red Curry Paste,1,reserved chilli soaking water,¼,cup,
Thai Chicken Salad,2,chicken breast,180 - 220 g / 6 -7oz ,,
Thai Chicken Salad,2,mixed lettuce leaves,150 g / 5 oz ,,(or other of choice)
Thai Chicken Salad,2,cherry or grape tomatoes,1,cup,halved
Thai Chicken Salad,2,small cucumber,1,,sliced
Thai Chicken Salad,2,red onion,1/4,,finely sliced
Thai Chicken Salad,2,large red chilli,1/2,,deseeded and very finely sliced (Note 1)
Thai Chicken Salad,2,roasted cashews,1/2,cup,unsalted preferred
Thai Chicken Salad,2,coriander / cilantro leaves,1/4,cup,
Thai Chicken Salad,2,finely chopped coriander/cilantro stems,1,tbsp,(see video)
Thai Chicken Salad,2,Chilli Garlic Sauce,1 1/2,tsp,(Note 2)
Thai Chicken Salad,2,small garlic,1,,minced
Thai Chicken Salad,2,fresh lime juice (or rice vinegar),1 1/2,tbsp,
Thai Chicken Salad,2,fish sauce,2,tsp,(Note 3)
Thai Chicken Salad,2,canola oil,1,tbsp,"(or vegetable, grapeseed or other neutral oil)"
Thai Chicken Salad,2,sugar,1 1/2,tsp,"(any, I use white)"
Thai Meatballs,4,pork mince,500 g / 1 lb ,,"(ground pork, or chicken)"
Thai Meatballs,4,lemongrass paste (or finely chopped fresh) (Note 1),1,tbsp,
Thai Meatballs,4,grated ginger,1,tsp,
Thai Meatballs,4,garlic,3,cloves,minced
Thai Meatballs,4,"kaffir lime leaves, stem removed and very finely shredded, optional extra (Note 2)",3,,
Thai Meatballs,4,Thai or birds eye chillies,3,,seeds removed and finely chopped (Note 3)
Thai Meatballs,4,coriander/cilantro,1/4,cup,leaves and stem finely chopped (Note 4)
Thai Meatballs,4,sugar (any),1,tsp,
Thai Meatballs,4,fish sauce (can sub with soy sauce if required),1,tbsp,
Thai Meatballs,4,panko breadcrumbs,3/4,cup,(+ extra 1/4 cup if needed)
Thai Meatballs,4,small egg,1,,
Thai Meatballs,4,Oil spray,,,
Thai Meatballs,4,sweet chilli sauce,1/2 cup / 125 ml,,store bought (Note 5)
Thai Meatballs,4,garlic clove,1,,minced
Thai Meatballs,4,lime juice,2,tbsp,plus more to taste
Thai Meatballs,4,Coriander/cilantro leaves,,,finely sliced large red chillies
Thai Meatballs,4,Steamed jasmine rice,,,
Thai Coconut Chicken,5,garlic,1,tsp,minced
Thai Coconut Chicken,5,ginger,1,tsp,minced
Thai Coconut Chicken,5,chilli,1,tsp,"finely chopped (or paste is fine), adjust quantity to taste (Note 2)"
Thai Coconut Chicken,5,lemongrass (OR paste),1,,"white part only, finely chopped(Note 3)"
Thai Coconut Chicken,5,coriander powder,1 1/2,tsp,
Thai Coconut Chicken,5,tumeric powder,3/4,tsp,
Thai Coconut Chicken,5,curry powder,1/2,tsp,(any is fine)
Thai Coconut Chicken,5,brown sugar,1,tbsp,
Thai Coconut Chicken,5,fish sauce,2 1/2,tbsp,(sub soy)
Thai Coconut Chicken,5,coconut milk,3/4,cup,(full fat please!)
Thai Coconut Chicken,5,chicken thigh fillets,750 g - 1 kg / 1.5 - 2 lb,,skinless and boneless (Note 4)
Thai Coconut Chicken,5,Oil for cooking,,,
Thai Coconut Chicken,5,coconut milk,1/2,cup,
Thai Coconut Chicken,5,"peanut butter, smooth",1,tbsp,
Thai Coconut Chicken,5,Hoisin Sauce,2,tbsp,
Thai Coconut Chicken,5,lime juice,1 1/2,tbsp,
Thai Coconut Chicken,5,garlic clove,1,,minced
Thai Coconut Chicken,5,chilli paste or fresh chilli,1/2,tsp,adjust to taste
Thai Coconut Chicken,5,Finely chopped coriander / cilantro and more chilli,,,for garnish
Thai Coconut Chicken,5,Lime wedges,,,(highly recommended)
Spicy Thai Chicken Stir Fry,3,light soy sauce,2,tsp,(Note 1)
Spicy Thai Chicken Stir Fry,3,dark soy sauce,1,tsp,(Note 1)
Spicy Thai Chicken Stir Fry,3,fish sauce,2,tsp,
Spicy Thai Chicken Stir Fry,3,oyster sauce,1,tbsp,
Spicy Thai Chicken Stir Fry,3,sugar,1,tsp,
Spicy Thai Chicken Stir Fry,3,cooking oil,2,tbsp,(I use peanut or vegetable oil)
Spicy Thai Chicken Stir Fry,3,Thai or birds eye chillis or other small hot red chilli,3,,finely chopped (Note 2)
Spicy Thai Chicken Stir Fry,3,garlic cloves,4,,finely chopped
Spicy Thai Chicken Stir Fry,3,small onion,1,,"halved and sliced (brown, white or yellow)"
Spicy Thai Chicken Stir Fry,3,ground / mince chicken,500 g / 1 lb ,,
Spicy Thai Chicken Stir Fry,3,shallot / scallions stems,3,,chopped into slices
Spicy Thai Chicken Stir Fry,3,coriander/cilantro leaves,1,cup,(loosely packed)
Spicy Thai Chicken Stir Fry,3,Steamed jasmine rice,,,
Thai Mango Chicken Curry,3,oil,1,tbsp,"(vegetable, canola, grape seed)"
Thai Mango Chicken Curry,3,garlic cloves,3,,minced
Thai Mango Chicken Curry,3,ginger,1/2,tsp,minced (not critical)
Thai Mango Chicken Curry,3,red chilli,1/2 - 1,tsp,minced (Optional. I used 1 tsp.)
Thai Mango Chicken Curry,3,small onion,1,,"sliced (brown, white, yellow) or 3 eschallots"
Thai Mango Chicken Curry,3,chicken thigh fillets,1.2 lb / 600g ,,"(or breast), cut into bite size pieces"
Thai Mango Chicken Curry,3,Thai Red Curry Paste,4 - 5,tbsp,(Note 1)
Thai Mango Chicken Curry,3,can,1,,(400ml/13oz) coconut milk (full fat is better but low fat is ok too)
Thai Mango Chicken Curry,3,chicken broth,3/4,cup,
Thai Mango Chicken Curry,3,mango puree,1,cup,preferably fresh (1 large mango) (Note 2)
Thai Mango Chicken Curry,3,fish sauce,1,tbsp,
Thai Mango Chicken Curry,3,kaffir lime leaves,2,,
Thai Mango Chicken Curry,3,Steamed jasmine rice,,,
Thai Mango Chicken Curry,3,Coriander/cilantro leaves,,,
Thai Mango Chicken Curry,3,Lime wedges,,,
Thai Mango Chicken Curry,3,Fresh red chili,,,sliced
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,whole prawns OR 12oz/350g peeled fresh prawns,1 lb / 500 g ,,(Note 1)
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,salt,1/4,tsp,
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,Black pepper,,,
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,egg,1,,
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,panko breadcrumbs,1/2,cup,
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,desiccated coconut,1/2,cup,(Note 2)
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,Oil,,,for frying
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,(packed) fresh mango. roughly diced,1,cup,
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,cilantro/coriander,2,tbsp,"leaves and stems, roughly chopped"
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,red onion or eschallots,2,tbsp,finely chopped
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,fish sauce,1,tbsp,(or substitute with light or ordinary soy sauce)
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,sriracha,1,tbsp,(Note 3)
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,red chilli,1,tsp,finely chopped (adjust to taste)
Coconut Shrimp / Prawns with Spicy Thai Mango Sauce,3,coconut milk,2 - 3,tbsp,(adjust for desired sauce consistency)
Southern Thai Tumeric Chicken (Grilled or Baked),5,chicken thigh cutlets,5,,skin on and bone in (around 2.5lb / 1.2kg) (Note 1)
Southern Thai Tumeric Chicken (Grilled or Baked),5,garlic cloves,4,,crushed
Southern Thai Tumeric Chicken (Grilled or Baked),5,fish sauce,2 1/2,tbsp,
Southern Thai Tumeric Chicken (Grilled or Baked),5,oyster sauce,2 1/2,tbsp,
Southern Thai Tumeric Chicken (Grilled or Baked),5,white pepper,1,tsp,ground
Southern Thai Tumeric Chicken (Grilled or Baked),5,very finely chopped coriander/cilantro stems,3,tbsp,(as finely as you can mince with knife)
Southern Thai Tumeric Chicken (Grilled or Baked),5,ground turmeric,1,tbsp,
Southern Thai Tumeric Chicken (Grilled or Baked),5,brown sugar,¼,cup,(or finely grated palm sugar)
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,dried Pad Thai rice noodles,5 oz / 150 g ,,(Note 1)
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,vegetable oil,4,tbsp,
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,raw shrimp,12,,"(prawns), shelled and deveined (Note 2)"
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,small red shallot,1,,finely sliced (Note 3)
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,firm tofu,3 oz / 80 g ,,cut into small matchsticks
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,dried shrimp,1.75 oz / 50 g ,,(Note 4)
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,fish sauce,1/4,cup,
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,palm sugar,2,tbsp,(or brown sugar)
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,tamarind puree,2,tbsp,(Note 5)
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,white vinegar,1,tsp,
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,chili powder,1/2,tsp +,to taste (Note 6)
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,eggs,2,,lightly beaten
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,roasted unsalted peanuts,1.5 oz / 45 g ,,finely ground
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,bean sprouts,5 oz / 150 g ,,
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,garlic chives,2,tbsp,"cut into 3/4"" / 2cm lengths"
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,white sugar,1,tsp,
Prawn / Shrimp Pad Thai (Spice I Am Restaurant),3,Lime wedges,,,to serve
Grilled Marinated Thai Chicken (Gai Yang),5,chicken thigh fillets,2 lb / 1 kg,,"(skinless, boneless) (Note 1)"
Grilled Marinated Thai Chicken (Gai Yang),5,large lemongrass stalk,1,,white part only very finely chopped (about 2 tbsp) (Note 2)
Grilled Marinated Thai Chicken (Gai Yang),5,garlic,6,cloves,minced
Grilled Marinated Thai Chicken (Gai Yang),5,lime juice,2,tbsp,
Grilled Marinated Thai Chicken (Gai Yang),5,finely chopped red chili,2,tsp,(optional but recommended)
Grilled Marinated Thai Chicken (Gai Yang),5,fish sauce,3,tbsp,
Grilled Marinated Thai Chicken (Gai Yang),5,Chinese cooking wine,2,tbsp,sherry or sake (Japanese cooking wine) (Note 4)
Grilled Marinated Thai Chicken (Gai Yang),5,sesame oil,1,tsp,(optional)
Grilled Marinated Thai Chicken (Gai Yang),5,brown sugar or palm sugar,3,tbsp,
Grilled Marinated Thai Chicken (Gai Yang),5,honey,2,tbsp,(or 1 tbsp brown sugar)
Grilled Marinated Thai Chicken (Gai Yang),5,black pepper,1/2,tbsp,(adjust to taste - this adds spiciness)
Grilled Marinated Thai Chicken (Gai Yang),5,Lime wedges,,,
Grilled Marinated Thai Chicken (Gai Yang),5,Red chili,,,finely sliced (optional)
Grilled Marinated Thai Chicken (Gai Yang),5,Cilantro / coriander leaves,,,(optional)
Thai Chicken Salad Wonton Cups,12,wonton wrappers,12,,
Thai Chicken Salad Wonton Cups,12,garlic,1,,smashed (Note 1)
Thai Chicken Salad Wonton Cups,12,lime juice,1 1/2,tbsp,
Thai Chicken Salad Wonton Cups,12,rice vinegar,2,tsp,
Thai Chicken Salad Wonton Cups,12,fish sauce,2 1/2,tsp,
Thai Chicken Salad Wonton Cups,12,soy sauce,1,tsp,
Thai Chicken Salad Wonton Cups,12,canola oil,1 1/2,tbsp,"(or grape seed, vegetable or other neutral flavoured oil)"
Thai Chicken Salad Wonton Cups,12,sugar,1,tsp,(or honey)
Thai Chicken Salad Wonton Cups,12,birds eye chilli,1 - 2,,deseeded and finely chopped (or 1 - 2 tsp of chili paste or hot sauce)
Thai Chicken Salad Wonton Cups,12,shredded cooked chicken,1 1/2,cups,(I used poached chicken breast)
Thai Chicken Salad Wonton Cups,12,finely shredded cabbage,1 1/2,cups,
Thai Chicken Salad Wonton Cups,12,carrot,3/4,cup,finely julienned
Thai Chicken Salad Wonton Cups,12,finely chopped shallots/scallions,1/3,cup,(or sub with red onion or eschallots)
Thai Chicken Salad Wonton Cups,12,Sesame seeds,,,
Thai Chicken Salad Wonton Cups,12,Fresh coriander/cilantro leaves,,,
Vegetarian Thai Noodles (Pad See Ew),2,rice stick noodles,8 oz / 200g ,,
Vegetarian Thai Noodles (Pad See Ew),2,kecap manis,2,tbsp,(see notes for substitutes)
Vegetarian Thai Noodles (Pad See Ew),2,hoisin,2,tbsp,
Vegetarian Thai Noodles (Pad See Ew),2,soy sauce,2,tsp,
Vegetarian Thai Noodles (Pad See Ew),2,white vinegar,2,tsp,
Vegetarian Thai Noodles (Pad See Ew),2,honey,2,tsp,
Vegetarian Thai Noodles (Pad See Ew),2,water,2,tbsp,
Vegetarian Thai Noodles (Pad See Ew),2,peanut or vegetable oil,2,tbsp,
Vegetarian Thai Noodles (Pad See Ew),2,garlic,2,cloves,minced
Vegetarian Thai Noodles (Pad See Ew),2,brown or white onion,1,,"halved and sliced into 1/4"" / 1/2cm slices"
Vegetarian Thai Noodles (Pad See Ew),2,"Chinese broccoli, leaves separated from stems (cut stems vertically into thin sticks)",5,cups (packed) ,
